naAromAtom,nAtom,nN,nO,nS,nF,nCl,BCUTw-1h,BCUTp-1l,BCUTp-1h,nBondsD,SpMax1_Bhs,SpMax2_Bhs,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C3SP3,C4SP3,SCH-7,SC-3,VC-3,SPC-4,MIC0,nAtomLAC,piPC6,R_TpiPCTPC,n5Ring,n6Ring,nFRing,nF9Ring,nF10Ring,nFG12Ring,nHeteroRing,n6HeteroRing,VE3_D,VR1_D,class_label
12,45,6,2,0,0,0,15.995930300000001,4.188860508,11.65706053,3,4.6012354239999995,4.589213722,0,4,8,2,2,1,0,0.42785818700000006,2.338764934,1.0651337779999999,5.60905187,15.4560438,0,5.961166409,5.3763495279999995,0,3,0,0,0,0,2,2,-3.9325470210000004,446.0663585,active
12,47,5,2,0,3,0,19.0012612,3.469904908,11.65333703,3,5.3473137269999995,4.711370098,0,4,8,2,3,1,0,0.41059928799999995,3.64500376,1.199274098,6.978134309,19.60263638,0,5.961166409,4.9736596010000005,0,3,0,0,0,0,2,2,-4.6551061339999995,284.157127,active
12,44,5,2,0,0,1,34.96938056,4.970977813999999,11.53421813,3,4.6609503,4.659708712,0,4,9,1,2,1,0,0.452265955,2.505946242,1.265287733,5.420637881,19.4355946,0,5.821380307999999,5.172948808,0,3,0,0,0,0,2,2,-4.570646613,280.1335503,active
12,44,5,2,0,0,1,34.96938056,4.970977813999999,11.53421813,3,4.6609503,4.659708712,0,4,9,1,2,1,0,0.452265955,2.505946242,1.265287733,5.420637881,19.4355946,0,5.821380307999999,5.172948808,0,3,0,0,0,0,2,2,-4.570646613,280.1335503,inactive
12,44,5,2,0,0,1,34.96938056,4.970977813999999,11.53421813,3,4.6609503,4.659708712,0,4,9,1,2,1,0,0.452265955,2.505946242,1.265287733,5.420637881,19.4355946,0,5.821380307999999,5.172948808,0,3,0,0,0,0,2,2,-4.570646613,280.1335503,active
12,44,5,2,0,1,1,34.96938063,4.9695177610000005,11.51146826,3,4.895456857,4.692508053,0,4,9,1,2,1,0,0.501848318,2.7151620660000004,1.308677655,5.820007255,21.7954517,0,5.909101441000001,5.177271992,0,3,0,0,0,0,2,2,-4.215528836,291.5563033,inactive
12,44,5,2,0,1,1,34.96938063,4.9695177610000005,11.51146826,3,4.895456857,4.692508053,0,4,9,1,2,1,0,0.501848318,2.7151620660000004,1.308677655,5.820007255,21.7954517,0,5.909101441000001,5.177271992,0,3,0,0,0,0,2,2,-4.215528836,291.5563033,active
12,65,4,2,0,0,0,15.99593236,5.17398983,10.56638937,2,4.932324116,4.117992515,0,1,11,1,2,4,0,0.975200227,2.310290073,1.3822084369999998,4.9869246689999995,12.76310981,3,6.024506354,3.77251405,0,3,8,0,1,0,1,1,-11.57996032,410.04288199999996,active
18,79,4,5,1,0,0,31.97207309,5.64872546,11.79463718,4,5.02919007,4.71670827,0,2,14,4,2,0,0,0.380391335,3.717082736,1.577201736,6.954413594,16.50048514,4,6.081647971000001,4.096370604,0,3,0,0,0,0,0,0,-29.15474814,652.0138201000001,active
12,52,2,2,0,0,0,15.99592776,5.961769717999999,10.93958038,1,4.7793822530000005,3.9196418,0,1,10,2,5,2,0,0.480966283,1.138155859,0.722869601,3.231305411,12.22763584,0,5.2806624310000005,2.644683187,1,3,0,0,0,0,2,1,-7.436249181,257.4905309,inactive
12,49,2,2,0,0,0,78.91851828,6.099126404,11.68885592,1,4.789272594,3.924003991,0,1,10,2,5,2,0,0.5206015,1.275232834,0.934012807,3.7975205610000002,21.49598495,0,5.472533244,2.844153462,1,3,0,0,0,0,2,1,-15.02726396,364.9549043,inactive
12,51,2,1,0,0,0,78.91851828,6.148316059,11.71344878,1,4.809030978,3.926059477,0,1,10,2,3,2,0,0.5206015,1.275232834,0.934012807,3.7975205610000002,19.90962267,0,5.472533244,2.844153462,1,3,0,0,0,0,2,1,-15.02726396,364.9549043,inactive
12,51,2,1,0,0,0,78.91851828,5.852425227,11.56743281,1,4.80897773,3.9282570160000003,0,1,10,2,4,3,0,0.5206015,1.336400641,1.007579587,3.864981498,19.90962267,0,5.397313925,2.735469505,1,3,0,0,0,0,2,1,-4.8402829060000006,265.7499864,inactive
18,61,2,1,0,0,0,78.91851837,6.2469421789999995,12.03793906,1,4.724954358,3.919543423,0,1,15,3,3,3,0,0.601153151,1.608566168,1.174575419,4.701045893,18.19354733,0,5.814130532,3.161927369,1,4,0,0,0,0,2,1,-18.06327443,334.7713881,active
12,51,2,1,0,0,0,15.99492119,5.755143366,10.78725289,1,4.779324271,3.919705467,0,1,10,2,4,3,0,0.456910022,1.131282283,0.7369979440000001,3.359676144,11.12326108,0,5.288898145,2.691110398,1,3,0,0,0,0,2,1,-5.335887046,309.052023,inactive
18,68,2,1,0,0,0,15.99492347,6.4065945829999995,13.04307535,1,4.777114837,3.94606104,0,1,14,4,3,2,1,0.8323338570000001,1.891361939,1.321821112,5.758674038,10.23073362,0,6.01676673,2.983755258,1,5,1,0,1,0,2,1,-7.610611307999999,344.1435889,active
12,73,3,1,0,0,1,34.96938094,6.213534862,13.08338163,1,5.017573422,4.049711278999999,0,2,8,2,3,3,1,0.88191622,2.1800370730000003,1.529764776,6.107838765,13.79221698,0,5.959231861,2.371286596,1,5,1,0,1,0,3,2,-8.807872363,358.2002876,active
12,76,3,1,0,0,0,15.99492398,6.094260097,13.03972545,1,4.989469422,4.057278069,0,1,9,2,4,3,1,0.88191622,2.1800370730000003,1.51247921,6.107838765,10.70896919,0,5.959231861,2.371286596,1,5,1,0,1,0,3,2,-8.807872363,358.2002876,active
12,73,3,1,0,0,1,34.96938094,6.213534862,13.08338163,1,5.017573422,4.049711278999999,0,2,8,2,3,3,1,0.88191622,2.1800370730000003,1.529764776,6.107838765,13.79221698,0,5.959231861,2.371286596,1,5,1,0,1,0,3,2,-8.807872363,358.2002876,active
12,76,3,1,0,0,0,15.99492398,6.094260097,13.03972545,1,4.989469422,4.057278069,0,1,9,2,4,3,1,0.88191622,2.1800370730000003,1.51247921,6.107838765,10.70896919,0,5.959231861,2.371286596,1,5,1,0,1,0,3,2,-8.807872363,358.2002876,active
29,76,8,5,0,0,1,34.96885477,5.395452464,11.06242352,3,4.7069904110000005,4.693437379,0,4,20,3,1,0,0,0.745426215,2.825393652,1.2793855859999999,6.924989266,18.5991293,4,6.556955897000001,5.238033689,2,4,0,0,0,0,3,1,-16.50470152,613.5081647000001,active
29,76,8,5,0,0,0,78.9183378,5.399973784,11.09858433,3,4.706969677,4.6934293810000005,0,4,20,3,1,0,0,0.745426215,2.825393652,1.417730185,6.924989266,22.21219763,4,6.556955897000001,5.238033689,2,4,0,0,0,0,3,1,-16.50470152,613.5081647000001,active
29,76,8,5,0,1,0,126.90447340000001,4.065801864,13.10040511,3,4.91847102,4.724576997,0,4,20,3,1,0,0,0.817946506,3.114068787,1.575974556,7.333237556,27.71933374,4,6.596889871,5.202912621,2,4,0,0,0,0,3,1,-24.03970488,675.4738355000001,active
29,76,8,5,0,1,0,78.91833781,4.0635651610000005,11.09856221,3,4.91847102,4.724579657,0,4,20,3,1,0,0,0.817946506,3.114068787,1.480724264,7.333237556,23.77441402,4,6.596889871,5.202912621,2,4,0,0,0,0,3,1,-24.03970488,675.4738355000001,active
29,76,8,5,0,1,1,34.96885483,4.06243499,11.06240141,3,4.918471021,4.724599342,0,4,20,3,1,0,0,0.817946506,3.114068787,1.342379665,7.333237556,20.16134569,4,6.596889871,5.202912621,2,4,0,0,0,0,3,1,-24.03970488,675.4738355000001,active
29,76,8,5,0,0,0,126.90447340000001,5.408920791,13.10058274,3,4.706966875,4.693428298,0,4,20,3,1,0,0,0.745426215,2.825393652,1.512980477,6.924989266,26.15711735,4,6.556955897000001,5.238033689,2,4,0,0,0,0,3,1,-16.50470152,613.5081647000001,active
18,79,4,5,1,0,0,31.97207309,5.64872546,11.79463718,4,5.02919007,4.71670827,0,2,14,4,2,0,0,0.380391335,3.717082736,1.577201736,6.954413594,16.50048514,4,6.081647971000001,4.096370604,0,3,0,0,0,0,0,0,-29.15474814,652.0138201000001,active
18,79,4,5,1,0,0,31.97207309,5.64872546,11.79463718,4,5.02919007,4.71670827,0,2,14,4,2,0,0,0.380391335,3.717082736,1.577201736,6.954413594,16.50048514,4,6.081647971000001,4.096370604,0,3,0,0,0,0,0,0,-29.15474814,652.0138201000001,active
18,79,4,5,1,0,0,31.97207309,5.64872546,11.79463718,4,5.02919007,4.71670827,0,2,14,4,2,0,0,0.380391335,3.717082736,1.577201736,6.954413594,16.50048514,4,6.081647971000001,4.096370604,0,3,0,0,0,0,0,0,-29.15474814,652.0138201000001,active
18,79,4,5,1,0,0,31.97207309,5.64872546,11.79463718,4,5.02919007,4.71670827,0,2,14,4,2,0,0,0.380391335,3.717082736,1.577201736,6.954413594,16.50048514,4,6.081647971000001,4.096370604,0,3,0,0,0,0,0,0,-29.15474814,652.0138201000001,active
18,79,4,5,1,0,0,31.97207309,5.64872546,11.79463718,4,5.02919007,4.71670827,0,2,14,4,2,0,0,0.380391335,3.717082736,1.577201736,6.954413594,16.50048514,4,6.081647971000001,4.096370604,0,3,0,0,0,0,0,0,-29.15474814,652.0138201000001,active
18,53,5,1,0,1,0,18.99840801,4.887031298,14.04667444,2,4.8709620739999995,4.060348177,0,3,11,4,2,1,0,0.9077842490000001,1.889955911,0.845336975,5.8620503,15.02278816,0,6.708084083999999,8.718687542,1,4,1,1,0,0,3,2,-4.48922974,295.7516945,active
18,47,7,0,0,0,0,14.00914847,6.052010581,14.01149811,2,4.091340838,3.996137763,0,5,6,4,2,1,0,0.8112722,1.5614230569999998,0.7503304000000001,4.784986678,12.49364413,0,6.58664568,8.446766737,1,4,1,1,0,0,4,3,-3.686852451,513.6977007,active
18,52,6,1,0,0,0,15.99492348,4.82933466,14.12188901,2,4.088013804,3.991177505,0,3,9,4,2,1,0,0.860833395,1.7655472030000001,0.818371782,5.277785958,13.56287838,0,6.656284587999999,8.238776148,1,4,1,1,0,0,3,2,-5.437277217,333.768559,active
18,54,4,1,0,0,2,34.96985535,4.83061601,14.20385849,2,4.075418132,3.9558781119999997,0,1,14,4,2,1,0,0.977274304,2.3428974719999998,1.196336255,5.901200454,18.46198449,0,6.755368667000001,8.525483982,1,4,1,1,0,0,2,1,-5.536353355,454.60370710000007,active
18,53,5,1,0,3,0,19.00041759,4.308360718,14.03529964,2,5.113234782,4.893385847,0,3,11,4,2,1,0,0.989375234,3.0970626919999997,1.135334466,6.930219307000001,17.42886694,0,6.748759547000001,8.155106257,1,4,1,1,0,0,3,2,-5.03028229,366.6725337,active
18,53,5,1,0,3,0,19.00041759,4.308360718,14.03529964,2,5.113234782,4.893385847,0,3,11,4,2,1,0,0.989375234,3.0970626919999997,1.135334466,6.930219307000001,17.42886694,0,6.748759547000001,8.155106257,1,4,1,1,0,0,3,2,-5.03028229,366.6725337,active
18,47,7,0,0,2,0,18.99941207,4.307261475,14.00012331,2,5.111090472,4.48,0,5,6,4,2,1,0,0.892863185,2.7685298389999997,1.040327891,5.853155685,16.17822508,0,6.6324545729999995,7.856304708,1,4,1,1,0,0,4,3,-4.423748837,339.14241469999996,active
18,52,6,1,0,2,0,18.99941291,4.3107111819999995,14.11051419,2,5.102170152,4.469635628,0,3,9,4,2,1,0,0.94242438,2.972653984,1.1083692729999999,6.345954965,17.00272165,0,6.699076913,7.709560879,1,4,1,1,0,0,3,2,-5.387775771,321.6496702,active
18,52,6,1,0,4,0,19.00142261,3.002582947,14.10767062,2,5.1717070419999995,5.165636493,0,3,9,4,2,1,0,0.94242438,3.380902274,1.142041024,6.49538421,18.97554768,0,6.715572762000001,7.541134799,1,4,1,1,0,0,3,2,-9.903924611,742.9464852000001,active
18,57,5,2,0,4,0,19.0014243,3.0027985530000003,14.13526865,2,5.158750083,5.1527499180000005,0,3,11,4,2,1,0,0.990536903,3.58502642,1.210082406,6.940070968,18.928047,0,6.783749799,7.742108037,1,4,1,1,0,0,3,2,-8.768753541,433.99504800000005,active
18,53,5,1,0,5,0,19.00242716,3.0026421510000003,14.115248900000001,2,5.180534999,5.174417675,0,3,11,4,2,1,0,1.0149446709999999,3.586020632,1.173134187,6.992752643999999,19.0767311,0,6.757622558,7.647485431000001,1,4,1,1,0,0,3,2,-12.04107357,488.2417511,active
18,53,5,1,0,3,0,19.00041759,4.308360718,14.03529964,2,5.113234782,4.893975585,0,3,11,4,2,1,0,0.989375234,3.1777723410000003,1.151759196,6.799179337000001,17.42886694,0,6.756641649,8.152339138,1,4,1,1,0,0,3,2,-4.9560967730000005,369.5109908,active
18,56,5,1,0,3,0,19.00041802,4.31577124,14.27243632,2,5.123479891000001,4.904203875,0,3,10,5,3,1,0,1.043573337,3.376017123,1.286980946,7.374215531,17.08060205,0,6.802984867,7.66006016,1,4,1,1,0,0,3,2,-6.495624095,335.9591097,active
12,53,4,2,0,4,0,19.00142233,3.001694855,13.99399454,2,5.092279523999999,5.08667447,2,1,9,3,3,1,0,0.894311858,3.2516930860000004,1.058707691,5.980727518999999,18.945202399999996,3,6.485493646,5.936011429,1,3,1,1,0,0,2,1,-9.02334081,988.8698109,active
12,56,4,2,0,4,0,19.00142291,3.001781265,14.00505525,2,5.119005576,5.113234568999999,2,1,9,3,3,1,0,0.894311858,3.2516930860000004,1.058707691,5.980727518999999,18.54134261,4,6.4900594289999995,5.934963282000001,1,3,1,1,0,0,2,1,-4.363530147,426.2792068,active
12,54,4,2,0,5,0,19.00242639,3.0011920169999997,13.92963122,2,5.321180413,5.31443359,0,1,10,2,4,1,0,0.894311858,3.2516930860000004,1.043415739,5.980727518999999,19.61796065,3,6.378107797,5.020650176,1,3,1,1,0,0,2,1,-9.02334081,988.8698109,active
12,54,4,2,0,5,0,19.00242639,3.0011920169999997,13.92963122,2,5.321180413,5.31443359,0,1,10,2,4,1,0,0.894311858,3.2516930860000004,1.043415739,5.980727518999999,19.61796065,3,6.378107797,5.020650176,1,3,1,1,0,0,2,1,-9.02334081,988.8698109,active
18,53,5,1,0,3,0,19.00041759,4.308360718,14.03529964,2,5.113234782,4.893385847,0,3,11,4,2,1,0,0.989375234,3.0970626919999997,1.135334466,6.930219307000001,17.42886694,0,6.748759547000001,8.155106257,1,4,1,1,0,0,3,2,-5.03028229,366.6725337,active
18,53,5,1,0,3,0,19.00041759,4.308360718,14.03529964,2,5.113234782,4.893385847,0,3,11,4,2,1,0,0.989375234,3.0970626919999997,1.135334466,6.930219307000001,17.42886694,0,6.748759547000001,8.155106257,1,4,1,1,0,0,3,2,-5.03028229,366.6725337,active
18,52,6,1,0,2,0,18.99941291,4.3107111819999995,14.11051419,2,5.102170152,4.469635628,0,3,9,4,2,1,0,0.94242438,2.972653984,1.1083692729999999,6.345954965,17.00272165,0,6.699076913,7.709560879,1,4,1,1,0,0,3,2,-5.387775771,321.6496702,active
18,52,6,1,0,4,0,19.00142261,3.002582947,14.10767062,2,5.1717070419999995,5.165636493,0,3,9,4,2,1,0,0.94242438,3.380902274,1.142041024,6.49538421,18.97554768,0,6.715572762000001,7.541134799,1,4,1,1,0,0,3,2,-9.903924611,742.9464852000001,active
18,57,5,2,0,4,0,19.0014243,3.0027985530000003,14.13526865,2,5.158750083,5.1527499180000005,0,3,11,4,2,1,0,0.990536903,3.58502642,1.210082406,6.940070968,18.928047,0,6.783749799,7.742108037,1,4,1,1,0,0,3,2,-8.768753541,433.99504800000005,active
18,53,5,1,0,5,0,19.00242716,3.0026421510000003,14.115248900000001,2,5.180534999,5.174417675,0,3,11,4,2,1,0,1.0149446709999999,3.586020632,1.173134187,6.992752643999999,19.0767311,0,6.757622558,7.647485431000001,1,4,1,1,0,0,3,2,-12.04107357,488.2417511,active
18,53,5,1,0,3,0,19.00041759,4.308360718,14.03529964,2,5.113234782,4.893975585,0,3,11,4,2,1,0,0.989375234,3.1777723410000003,1.151759196,6.799179337000001,17.42886694,0,6.756641649,8.152339138,1,4,1,1,0,0,3,2,-4.9560967730000005,369.5109908,active
18,56,5,1,0,3,0,19.00041802,4.31577124,14.27243632,2,5.123479891000001,4.904203875,0,3,10,5,3,1,0,1.043573337,3.376017123,1.286980946,7.374215531,17.08060205,0,6.802984867,7.66006016,1,4,1,1,0,0,3,2,-6.495624095,335.9591097,active
12,53,4,2,0,4,0,19.00142233,3.001694855,13.99399454,2,5.092279523999999,5.08667447,2,1,9,3,3,1,0,0.894311858,3.2516930860000004,1.058707691,5.980727518999999,18.945202399999996,3,6.485493646,5.936011429,1,3,1,1,0,0,2,1,-9.02334081,988.8698109,active
12,56,4,2,0,4,0,19.00142291,3.001781265,14.00505525,2,5.119005576,5.113234568999999,2,1,9,3,3,1,0,0.894311858,3.2516930860000004,1.058707691,5.980727518999999,18.54134261,4,6.4900594289999995,5.934963282000001,1,3,1,1,0,0,2,1,-4.363530147,426.2792068,active
12,54,4,2,0,5,0,19.00242639,3.0011920169999997,13.92963122,2,5.321180413,5.31443359,0,1,10,2,4,1,0,0.894311858,3.2516930860000004,1.043415739,5.980727518999999,19.61796065,3,6.378107797,5.020650176,1,3,1,1,0,0,2,1,-9.02334081,988.8698109,active
12,54,4,2,0,5,0,19.00242639,3.0011920169999997,13.92963122,2,5.321180413,5.31443359,0,1,10,2,4,1,0,0.894311858,3.2516930860000004,1.043415739,5.980727518999999,19.61796065,3,6.378107797,5.020650176,1,3,1,1,0,0,2,1,-9.02334081,988.8698109,active
18,44,4,1,0,0,0,15.99492196,6.024514486,13.39798257,2,4.548263897,4.001387244,0,3,11,4,0,1,0,0.773353768,1.66660592,0.796681978,5.194719023,13.03180397,0,6.38766815,8.982056166,1,3,0,0,0,0,2,1,-3.771582457,262.6552914,active
12,51,3,1,0,0,1,34.96885384,6.052790242,13.51115493,2,4.782912243,4.091293069,0,1,9,3,0,2,0,0.8458740579999999,1.955281055,1.0756748,5.543883749,15.83005836,0,6.259103337999999,7.127791809,1,3,0,0,0,0,1,0,-3.957524404,243.61712540000002,inactive
18,43,5,1,0,0,1,34.96885384,5.993078832999999,13.27221751,2,4.584833597,4.0022602339999995,0,3,9,4,0,1,0,0.8458740579999999,1.955281055,0.985664215,5.543883749,18.18450646,0,6.4495814010000005,9.147098649,1,3,0,0,0,0,2,1,-3.957524404,243.61712540000002,inactive
18,43,5,1,0,0,1,34.96885384,5.951400447,13.10546772,2,4.585344934,4.004169664,0,4,10,3,0,1,0,0.8458740579999999,1.955281055,0.952330881,5.543883749,18.18450646,0,6.4495814010000005,9.147098649,1,3,0,0,0,0,2,1,-3.957524404,243.61712540000002,inactive
17,41,4,1,1,0,1,34.96885409,6.143969782999999,14.07252937,2,4.597429299,4.00099037,0,4,9,3,0,1,0,0.929207392,1.955281055,1.039261521,5.543883749,22.12980099,0,6.425274128,9.04759838,2,2,0,0,0,0,2,0,-3.724284411,228.16691409999999,inactive
12,43,4,1,0,0,0,15.99492169,4.372715913,12.59617107,2,4.652385625,4.547022086,0,1,8,4,0,2,0,1.527011701,1.870730065,0.9700258959999999,5.435281635,13.17528993,0,6.330611773999999,9.237136009,1,2,0,0,0,0,1,0,-3.834235309,486.59274730000004,active
12,41,4,1,0,0,0,15.9949212,5.815866828,12.5632954,2,4.706227226,4.061848039,0,3,6,3,0,2,0,1.478899178,1.66660592,0.886692563,4.9905948769999995,13.45926293,0,6.13725448,8.017396032999999,1,2,0,0,0,0,2,1,-3.5447717069999998,195.46563759999998,active
12,45,4,2,0,0,0,15.99592829,4.851026554,12.58047166,2,4.716219572,4.07360786,0,3,6,3,0,2,0,1.527011701,1.870730065,0.954733945,5.435281635,14.36615444,0,6.255750042000001,8.318101918,1,2,0,0,0,0,2,1,-3.834235309,486.59274730000004,active
12,42,5,1,0,0,0,15.99492195,4.3310283389999995,12.58574907,2,4.67000783,4.563087492,0,3,5,4,0,2,0,1.527011701,1.870730065,0.9700258959999999,5.435281635,13.91669304,0,6.330611773999999,9.237136009,1,2,0,0,0,0,2,1,-3.834235309,486.59274730000004,active
12,41,4,1,0,1,0,18.99840695,4.2200638260000005,12.56187363,2,4.961043695,4.739554425,0,3,6,3,0,2,0,1.551419469,1.955281055,0.9496866420000001,5.339759604,15.94708828,0,6.216106975,8.251258577,1,2,0,0,0,0,2,1,-3.834540023,221.2319023,active
12,41,4,1,0,0,1,34.96885371,5.823507364,12.59385843,2,4.739560787,4.0733886560000006,0,3,6,3,0,2,0,1.551419469,1.955281055,1.0756748,5.339759604,18.03397886,0,6.216106975,8.251258577,1,2,0,0,0,0,2,1,-3.834540023,221.2319023,active
12,44,4,1,0,0,0,15.99492146,5.820777692,12.58294421,2,4.7162194269999995,4.066493183,0,3,5,4,1,2,0,1.551419469,1.955281055,1.05335923,5.339759604,13.18738357,0,6.216106975,8.251258577,1,2,0,0,0,0,2,1,-3.834540023,221.2319023,active
12,41,4,1,0,0,1,34.96885371,5.823507364,12.59385843,2,4.739560787,4.0733886560000006,0,3,6,3,0,2,0,1.551419469,1.955281055,1.0756748,5.339759604,18.03397886,0,6.216106975,8.251258577,1,2,0,0,0,0,2,1,-3.834540023,221.2319023,active
12,46,4,1,0,0,0,15.99492196,5.124507308,12.59364977,2,4.597498446,4.039438428,2,3,5,4,1,2,0,1.527011701,1.870730065,0.9700258959999999,5.375495057,12.9349142,3,6.383295464,9.645893297999999,1,2,0,0,0,0,2,1,-3.623108935,256.9858344,active
16,58,3,1,0,0,0,15.99492246,4.996905143999999,10.52311982,1,4.7846133680000005,4.1745131660000006,0,2,9,5,1,0,0,0.51253008,1.766953231,0.830840886,4.041809321000001,11.49428372,3,6.656284587999999,14.03090545,0,4,1,0,1,0,1,1,-4.823296339,695.5227651,active
12,73,3,3,0,1,0,18.99840886,4.232446165,11.16872148,1,5.141762092,4.885168675,0,3,6,3,5,1,1,0.735328586,4.244723692,2.898680835,5.596485305,14.14504852,4,5.878960522000001,2.958555328,0,3,1,0,1,0,2,2,-7.5602412,316.0402876,active
12,73,3,3,0,1,0,18.99840886,4.035812745,11.16889922,1,5.141948708999999,4.8851703760000005,0,3,6,3,5,1,1,0.735328586,4.244723692,2.898680835,5.660429221,14.14504852,4,5.871060892999999,2.9559064810000004,0,3,1,0,1,0,2,2,-6.8620488470000005,317.486937,active
12,73,3,3,0,2,0,18.99941449,4.220085175,11.16836612,1,5.2131722510000005,5.125242317,0,3,6,3,5,1,1,0.777264974,4.533398827,2.9616749139999996,5.865874722999999,15.24210868,4,5.959070479,2.9797136039999996,0,3,1,0,1,0,2,2,-8.40869705,331.594407,active
6,67,3,3,0,0,0,15.99693735,4.3685034169999994,11.13466236,2,4.852647926,4.244639728,0,4,2,2,5,1,1,0.5930696879999999,3.7519244130000002,2.7178356260000003,4.867280751,12.86242378,6,5.621758638999999,2.785376214,0,2,1,0,1,0,2,2,-5.506831834,292.57191439999997,active
12,76,3,3,0,1,0,18.998409,4.035966078,11.32608653,1,5.128478533,4.874152855,0,3,6,3,6,2,1,0.866356157,4.351530454,3.032908373,6.481187597999999,13.93908637,4,5.904339527,2.912865137,0,3,1,0,1,0,2,2,-6.36826096,325.35123189999996,active
12,76,3,3,0,1,0,18.998409,4.035966078,11.32608653,1,5.128478533,4.874152855,0,3,6,3,6,2,1,0.866356157,4.351530454,3.032908373,6.481187597999999,13.93908637,4,5.904339527,2.912865137,0,3,1,0,1,0,2,2,-6.36826096,325.35123189999996,inactive
12,76,3,3,0,1,0,18.998409,4.035966078,11.32608653,1,5.128478533,4.874152855,0,3,6,3,6,2,1,0.866356157,4.351530454,3.032908373,6.481187597999999,13.93908637,4,5.904339527,2.912865137,0,3,1,0,1,0,2,2,-6.36826096,325.35123189999996,active
12,76,3,3,0,1,0,18.998409,4.035966078,11.32608653,1,5.128478533,4.874152855,0,3,6,3,6,2,1,0.866356157,4.351530454,3.032908373,6.481187597999999,13.93908637,4,5.904339527,2.912865137,0,3,1,0,1,0,2,2,-6.36826096,325.35123189999996,inactive
12,76,3,3,0,1,0,18.998409,4.035889203,11.24749297,1,5.128478533,4.874152855,0,3,6,3,6,2,1,0.87259907,4.533398827,3.187355969,5.8114767910000005,13.93908637,4,5.898869427999999,2.911613272,0,3,1,0,1,0,2,2,-6.622784439,325.15885089999995,active
12,76,3,3,0,1,0,18.998409,4.035889203,11.24749297,1,5.128478533,4.874152855,0,3,6,3,6,2,1,0.87259907,4.533398827,3.187355969,5.8114767910000005,13.93908637,4,5.898869427999999,2.911613272,0,3,1,0,1,0,2,2,-6.622784439,325.15885089999995,active
12,76,3,3,0,2,0,18.99941478,4.013134397,11.24713761,1,5.253346953,5.035075957,0,3,6,3,6,2,1,0.914535457,4.716128213,3.2334708360000004,6.4842293479999995,15.00758967,4,5.96454289,2.9339530789999997,0,3,1,0,1,0,2,2,-7.343897607000001,342.1594065,active
12,76,3,3,0,2,0,18.99941478,4.013134397,11.24713761,1,5.253346953,5.035075957,0,3,6,3,6,2,1,0.914535457,4.716128213,3.2334708360000004,6.4842293479999995,15.00758967,4,5.96454289,2.9339530789999997,0,3,1,0,1,0,2,2,-7.343897607000001,342.1594065,active
12,73,3,3,0,2,0,18.99941449,3.921522408,11.16321189,1,5.157093153,5.1289875689999995,0,3,6,3,5,1,1,0.87259907,4.533398827,3.00778978,5.8114767910000005,15.24210868,4,5.898869427999999,2.911613272,0,3,1,0,1,0,2,2,-6.622784439,325.15885089999995,active
12,73,3,3,0,2,0,18.99941449,3.921522408,11.16321189,1,5.157093153,5.1289875689999995,0,3,6,3,5,1,1,0.87259907,4.533398827,3.00778978,5.8114767910000005,15.24210868,4,5.898869427999999,2.911613272,0,3,1,0,1,0,2,2,-6.622784439,325.15885089999995,active
12,73,3,3,0,2,0,18.99941449,3.921522275,11.16303414,1,5.15690884,5.1289875689999995,0,3,6,3,5,1,1,0.87259907,4.533398827,3.00778978,5.747532875,15.24210868,4,5.906553236000001,2.9141101369999998,0,3,1,0,1,0,2,2,-7.256872642,324.36570439999997,active
12,73,3,3,0,2,0,18.99941449,3.921522275,11.16303414,1,5.15690884,5.1289875689999995,0,3,6,3,5,1,1,0.87259907,4.533398827,3.00778978,5.747532875,15.24210868,4,5.906553236000001,2.9141101369999998,0,3,1,0,1,0,2,2,-7.256872642,324.36570439999997,active
12,73,3,3,0,3,0,19.00042012,3.87504126,11.15752455,1,5.385061935,5.164713205,0,3,6,3,5,1,1,1.1570350809999999,5.451830473999999,3.1886783260000002,6.2943126970000005,16.1421694,4,5.925925526,2.8717948719999997,0,3,1,0,1,0,2,2,-6.351036856,333.9849769,active
12,74,3,4,0,1,0,18.99840919,4.035840043,11.19830553,1,5.157093153,4.897557338,0,3,6,3,5,1,1,0.87259907,4.533398827,3.02778028,5.8114767910000005,14.72282867,4,5.898869427999999,2.911613272,0,3,1,0,1,0,2,2,-6.622784439,325.15885089999995,active
12,74,3,4,0,1,0,18.99840919,4.035840043,11.19830553,1,5.157093153,4.897557338,0,3,6,3,5,1,1,0.87259907,4.533398827,3.02778028,5.8114767910000005,14.72282867,4,5.898869427999999,2.911613272,0,3,1,0,1,0,2,2,-6.622784439,325.15885089999995,active
12,78,3,5,0,1,0,18.99840968,4.037985597,11.20689422,1,5.1723653469999995,4.907725682,0,3,6,3,5,1,1,0.87259907,4.413825671000001,2.997886991,5.946565342,14.99275246,4,5.912488978,2.865172667,0,3,1,0,1,0,2,2,-7.919189062999999,341.7650374,active
12,74,3,4,0,2,0,19.00061155,3.433668784,11.19759469,1,5.20985135,5.203295402,0,3,6,3,5,1,1,0.87259907,4.413825671000001,2.997886991,6.031116332000001,15.80983576,4,5.907063397000001,2.8889096339999996,0,3,1,0,1,0,2,2,-7.419155072000001,331.89032339999994,active
