naAromAtom,nAtom,nN,nO,nS,nF,nCl,BCUTw-1h,BCUTp-1l,BCUTp-1h,nBondsD,SpMax1_Bhs,SpMax2_Bhs,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C3SP3,C4SP3,SCH-7,SC-3,VC-3,SPC-4,MIC0,nAtomLAC,piPC6,R_TpiPCTPC,n5Ring,n6Ring,nFRing,nF9Ring,nF10Ring,nFG12Ring,nHeteroRing,n6HeteroRing,VE3_D,VR1_D,class_label
6,69,3,2,0,0,0,15.995931299999999,4.906669562,14.08875792,2,5.132739391,4.09968327,0,1,3,3,1,3,1,1.620296845,2.596551372,1.7825987159999999,6.956298091,11.96458626,2,6.228511004,3.0666799360000003,2,2,1,1,0,0,1,0,-4.735853003,405.105007,active
6,70,3,3,0,0,0,15.99693964,4.906608834,14.08491431,2,5.132747156000001,4.100006195,0,1,3,3,2,2,1,1.582997365,2.596551372,1.696325701,6.956298091,12.69379406,2,6.232448017,3.023945387,3,2,1,1,0,0,2,0,-6.488310558999999,605.6331484,active
6,74,3,2,0,0,0,15.99593181,4.907565901,14.14619554,2,5.054457315,4.071461264,0,1,3,3,3,3,1,1.5240718,2.596551372,1.7825987159999999,7.075871247,11.71928557,5,6.22059017,3.1166804010000004,2,2,1,1,0,0,1,0,-6.190876584,537.5884147999999,active
6,69,3,3,0,0,0,15.99871824,4.686026613,14.13630466,2,5.036722534,4.065780954,0,1,3,3,2,2,1,1.536186162,2.603157835,1.746541537,6.967418387,12.75277759,3,6.226536669,3.1594200569999997,2,2,1,1,0,0,1,0,-4.187146996,382.7135965,active
6,69,3,3,0,0,0,15.99871824,4.686026613,14.13630466,2,5.036722534,4.065780954,0,1,3,3,2,2,1,1.536186162,2.603157835,1.746541537,6.967418387,12.75277759,3,6.226536669,3.1594200569999997,2,2,1,1,0,0,1,0,-4.187146996,382.7135965,active
12,75,3,4,1,0,0,31.97267872,4.9081282580000005,14.18216748,4,5.243525663,4.923206996,0,1,8,4,1,2,1,1.6246640319999999,4.106914343,2.201165456,8.81817981,15.71596212,2,6.5044752820000005,3.697480937,2,3,1,1,0,0,1,0,-4.7260932669999995,589.4162124,active
12,69,3,2,0,1,0,18.99840867,4.252871915,14.14632863,2,5.217167325,4.947869989,0,1,8,4,1,2,1,1.666330699,2.885226507,1.7593197790000001,7.300602466,13.61856853,2,6.374279227000001,3.554619565,2,3,1,1,0,0,1,0,-10.29007789,527.0185934,active
12,69,3,2,0,1,0,19.00013722,4.66271543,14.14490676,2,5.215702397,4.947774019,0,1,8,4,1,2,1,1.666330699,2.7947961539999997,1.735091116,7.548365798,13.61856853,2,6.37331979,3.5421839410000002,2,3,1,1,0,0,1,0,-19.16417053,555.1626623999999,active
12,70,4,2,0,0,0,15.99593388,4.347430518,14.17020384,2,4.88875259,4.743676989,0,1,7,5,1,2,1,1.64192293,2.8006755180000003,1.779659034,7.396124497000001,12.44479779,2,6.435649442000001,3.700115065,2,3,1,1,0,0,1,0,-7.4089657010000005,548.3774596,active
12,73,3,3,0,0,0,15.99694195,4.86740619,14.16492649,2,4.923209686,4.029757676,0,1,8,4,1,2,1,1.64192293,2.8006755180000003,1.764367082,7.396124497000001,12.50443292,2,6.395157252000001,3.558725303,2,3,1,1,0,0,1,0,-7.4089657010000005,548.3774596,active
12,68,4,2,0,1,0,18.99840872,3.96265083,14.126195800000001,2,5.25163888,4.97483258,0,2,7,3,1,2,1,1.666330699,2.885226507,1.732755742,7.364546382,14.29638523,2,6.3694728089999995,3.558301811,2,3,1,1,0,0,2,1,-7.812428261,526.5528108,active
12,69,3,2,0,1,0,18.99840867,4.046025705,14.14703957,2,5.217337979,4.94788321,0,1,8,4,1,2,1,1.666330699,2.885226507,1.7593197790000001,7.364546382,13.61856853,2,6.3694728089999995,3.558301811,2,3,1,1,0,0,1,0,-7.812428261,526.5528108,active
12,72,3,2,0,0,0,15.99593283,4.910046933,14.304938,2,4.911624123999999,4.024243372,0,1,8,4,1,2,1,1.59001441,2.7265723310000003,1.789291841,7.507150524,11.78477283,2,6.373213129,3.4963128080000003,2,3,1,1,0,0,1,0,-9.764209794,738.5565954,active
12,72,3,2,0,0,0,15.99593283,4.910046933,14.304938,2,4.911624123999999,4.024243372,0,1,8,4,1,2,1,1.59001441,2.7265723310000003,1.789291841,7.507150524,11.78477283,2,6.373213129,3.4963128080000003,2,3,1,1,0,0,1,0,-9.764209794,738.5565954,active
12,74,3,2,0,0,0,15.99593283,4.912097735,14.43618774,1,4.931006226,4.004689031,0,1,8,4,1,2,1,1.59001441,2.7265723310000003,1.835873192,7.507150524,11.70491051,2,6.238202547,2.867639637,2,3,1,1,0,0,1,0,-9.764209794,738.5565954,active
12,72,3,2,0,0,0,15.99593284,4.906964337,14.107676399999999,2,4.9348270560000005,4.0293677180000005,0,1,8,4,1,2,1,1.602483497,2.596551372,1.696325701,7.000442153,11.78477283,2,6.300900467000001,3.349601892,2,3,1,1,0,0,1,0,-5.922661537000001,670.7142435,active
12,71,4,2,0,3,0,19.00126466,3.483400029,14.13566491,2,5.703593112,5.004108468,0,2,6,4,2,2,1,1.6246640319999999,4.106914343,1.887235316,8.81817981,16.10766116,2,6.452640262,3.57084695,2,3,1,1,0,0,2,1,-4.7260932669999995,589.4162124,active
12,68,4,2,0,0,0,15.99593285,4.907264934,14.12690664,2,4.949225565,4.04309795,0,2,7,3,1,2,1,1.596240584,2.596551372,1.669761663,6.956298091,12.58937585,2,6.331168164,3.5370680539999997,2,3,1,1,0,0,2,1,-13.76539985,1196.374368,active
12,77,4,2,0,0,0,15.99593439,4.9081628969999995,14.18443066,2,4.900503771,4.0196111839999995,0,1,8,4,1,2,1,1.6311098880000001,3.096551372,1.994468098,7.9486256829999995,12.12791894,2,6.415608285,3.56155011,2,3,1,1,0,0,1,0,-6.697129792999999,560.6184581,active
6,66,3,3,0,0,0,15.99871761,4.527429918,13.9791172,2,5.057206081,4.072598441,0,1,3,3,2,2,1,1.530314713,2.3924272269999998,1.57847457,6.567429451000001,12.93580048,2,6.198478716,3.19438244,2,2,1,1,0,0,1,0,-4.149540879,382.23024439999995,active
6,70,3,3,0,0,0,15.99693964,4.906992792,14.10950804,2,5.1327372680000005,4.099750982,0,1,3,3,3,3,1,1.582997365,2.596551372,1.7825987159999999,6.956298091,12.69379406,2,6.232448017,3.023945387,3,2,1,1,0,0,2,0,-6.488310558999999,605.6331484,active
6,65,3,2,0,3,0,19.00126248,3.299197431,13.98047675,2,5.848849951,5.127652898,0,1,3,3,2,2,1,1.530314713,3.9530873989999997,1.756994914,7.317429451000001,16.10019598,3,6.222576267999999,3.11890361,2,2,1,1,0,0,1,0,-7.988024571,729.1548691,active
6,79,4,3,0,0,0,15.99694346,4.491599312,14.17015132,3,5.095966224,5.092572132,0,2,3,3,4,3,1,1.6311098880000001,3.096551372,1.9856892069999998,7.996738206,12.77161259,2,6.267200549,2.9109458110000004,2,3,1,1,0,0,2,1,-4.814885906000001,1079.422887,active
6,80,4,4,1,0,0,31.97267873,4.9082283780000004,14.18857376,4,5.415260885,5.102736027,0,1,3,3,3,3,1,1.6246640319999999,4.106914343,2.290524417,8.81817981,15.86905612,2,6.282266747,2.901130174,2,3,1,1,0,0,2,1,-4.7260932669999995,589.4162124,active
6,62,3,2,0,2,0,19.0006093,3.54410215,13.89903916,2,5.632827231,5.112002157,0,1,3,3,2,2,1,1.5240718,2.8006755180000003,1.636795755,6.785474087000001,15.4170574,2,6.1964441279999996,3.1912660689999996,2,2,1,1,0,0,1,0,-3.7982715160000002,396.07451119999996,active
11,65,4,2,1,0,0,31.97207265,4.907874051,14.16580507,2,5.008032196,4.057206723999999,0,2,4,3,1,2,1,1.582997365,2.596551372,1.669761663,6.956298091,15.75273314,2,6.30376301,3.45926446,3,2,1,1,0,0,2,0,-6.488310558999999,605.6331484,active
6,73,3,3,0,0,0,15.996940400000002,4.907538934,14.14447694,2,5.138594412,4.101702307,0,1,3,3,3,3,1,1.596240584,2.596551372,1.7825987159999999,6.956298091,12.52695995,2,6.23636959,2.9934620360000004,2,3,1,1,0,0,2,1,-13.76539985,1196.374368,active
6,67,3,3,0,0,0,15.99693887,4.905899358,14.03957042,2,5.1264667710000005,4.098010384,0,1,3,3,2,2,1,1.620296845,2.596551372,1.696325701,6.956298091,12.8716684,2,6.228511004,3.0666799360000003,2,2,1,1,0,0,2,0,-4.735853003,405.105007,active
11,68,4,2,1,0,0,31.97319919,4.907584126000001,14.14727406,2,5.018020677,4.058796572,0,4,3,3,1,2,1,1.602483497,2.596551372,1.7721237380000001,7.000442153,15.47565443,2,6.27264113,3.287108426,3,2,1,1,0,0,2,0,-8.302281478,589.9850867,active
6,67,3,3,0,0,0,15.99693887,4.905899358,14.03957042,2,5.1264667710000005,4.098010384,0,1,3,3,2,2,1,1.620296845,2.596551372,1.696325701,6.956298091,12.8716684,2,6.228511004,3.0666799360000003,2,2,1,1,0,0,2,0,-4.735853003,405.105007,active
6,67,3,3,0,0,0,15.99693887,4.905899358,14.03957042,2,5.1264667710000005,4.098010384,0,1,3,3,2,2,1,1.620296845,2.596551372,1.696325701,6.956298091,12.8716684,2,6.228511004,3.0666799360000003,2,2,1,1,0,0,2,0,-4.735853003,405.105007,active
6,66,3,3,0,0,0,15.99693812,4.90602932,14.04782018,2,5.026876438,4.080388368,0,1,4,2,3,2,1,1.536186162,2.603157835,1.696731789,7.036453981,12.93580048,4,6.214608097999999,3.196875,2,2,1,1,0,0,1,0,-3.5287929730000003,419.7794101,active
6,63,3,3,0,0,0,15.99693735,4.903572963,13.89063273,2,5.047663095,4.087515169,0,1,4,2,3,2,1,1.530314713,2.3924272269999998,1.5286648219999999,6.567429451000001,13.13167633,3,6.186208624,3.2335663610000003,2,2,1,1,0,0,1,0,-3.5562250669999997,651.6241635,active
16,73,5,2,0,0,0,15.995935399999999,4.90810785,14.18090936,2,4.922837373999999,4.192532045,0,3,8,4,1,2,1,1.786260498,2.929884706,1.825425145,7.85099461,12.79310853,2,6.708274847,4.5533928480000005,2,4,2,1,1,0,2,1,-6.108253007999999,681.6017196,active
6,66,3,3,0,0,0,15.99693812,4.904185962,13.929929699999999,2,5.0571984919999995,4.09091329,0,1,4,2,3,2,1,1.530314713,2.3924272269999998,1.5286648219999999,6.567429451000001,12.93580048,4,6.198478716,3.19438244,2,2,1,1,0,0,1,0,-4.149540879,382.23024439999995,active
11,66,5,2,0,0,0,15.99593285,4.9068490680000005,14.10028929,2,5.008044591,4.105772431,0,2,4,3,1,2,1,1.582997365,2.596551372,1.669761663,6.956298091,13.25107791,2,6.30376301,3.45926446,3,2,1,1,0,0,2,0,-6.488310558999999,605.6331484,active
12,70,4,2,0,0,0,15.99593388,4.244007498999999,14.15897728,2,4.888747,4.74378903,0,1,7,5,1,2,1,1.64192293,2.8006755180000003,1.779659034,7.449097371000001,12.44479779,2,6.452640262,3.692558048,2,3,1,1,0,0,1,0,-5.475192597,523.6249809,active
12,69,3,2,1,0,0,31.9720728,4.2527052030000005,14.86072646,2,4.884697601,4.743789111,0,1,7,5,1,2,1,1.64192293,2.8006755180000003,1.878649548,7.449097371000001,14.73526954,2,6.371398149,3.19713706,2,3,1,1,0,0,1,0,-5.475192597,523.6249809,active
12,55,2,3,0,0,0,78.91851834,4.907905104,14.16779662,2,4.902248932,4.7615581680000005,0,1,9,3,1,1,1,1.4983183130000002,2.476978217,1.709380682,6.776225071,21.17724215,0,6.141365137,3.008579107,2,3,1,1,0,0,1,0,-4.285657963,362.5938483,active
12,57,4,2,0,0,0,15.99593131,4.485005147,14.01904695,2,4.780061987,4.652226553999999,0,1,8,4,1,1,1,1.478389454,2.3924272269999998,1.4576837580000002,6.8717471020000005,13.25748332,0,6.371718679,3.955574856,2,3,1,1,0,0,1,0,-4.464377944,371.916771,active
12,59,3,4,0,0,0,15.99794593,4.3867533960000005,14.04614078,3,4.942705557,4.84390436,0,2,8,4,1,1,1,1.469560641,2.688303082,1.503327305,7.424248287999999,14.08942572,0,6.371718679,3.7712549980000003,2,3,1,1,0,0,1,0,-4.6778206739999995,418.98195150000004,active
12,56,4,3,0,0,0,78.91851836,4.909872136000001,14.293718499999999,2,4.941618104,4.804959023,0,2,7,2,1,1,1,1.4920921390000002,2.606999175,1.7806573769999998,7.327077504,22.46103286,0,6.183762217999999,2.958376895,2,3,1,1,0,0,2,1,-5.336524604,368.657524,active
12,66,5,2,0,0,0,15.99593386,4.909053398999999,14.24142228,2,4.816227833,4.039567527,2,2,6,3,1,2,1,1.59001441,2.7265723310000003,1.673298021,7.507150524,13.20765001,2,6.523837599,4.460983064,2,3,1,1,0,0,2,1,-9.764209794,738.5565954,active
18,58,4,1,0,0,0,15.99492349,6.225462284,14.1533316,2,4.743701059,4.075359716,0,3,9,6,0,1,1,1.469572391,2.503088784,1.542185434,7.5901604570000005,12.02631288,0,6.720182457999999,6.246360755,2,3,2,1,0,0,2,1,-6.475953717,629.4136963,active
18,58,4,1,0,1,0,18.99840824,4.63258968,14.15048798,2,4.999419177,4.766421622,0,3,9,6,0,1,1,1.5420926819999998,2.708207142,1.5732785969999998,8.08752889,13.9496119,0,6.762042855,6.352440027,2,3,2,1,0,0,2,1,-6.837412937000001,543.4050443,active
18,58,4,1,0,1,0,18.99840824,4.63258968,14.15048798,2,4.999419177,4.766421622,0,3,9,6,0,1,1,1.5420926819999998,2.708207142,1.5732785969999998,8.08752889,13.9496119,0,6.762042855,6.352440027,2,3,2,1,0,0,2,1,-6.837412937000001,543.4050443,active
18,58,4,1,0,1,0,18.99840824,4.63258968,14.15048798,2,4.999419177,4.766421622,0,3,9,6,0,1,1,1.5420926819999998,2.708207142,1.5732785969999998,8.08752889,13.9496119,0,6.762042855,6.352440027,2,3,2,1,0,0,2,1,-6.837412937000001,543.4050443,active
12,49,3,1,0,0,1,34.96885384,6.190570114,14.01373118,2,4.8207717180000005,3.988654135,0,1,8,4,0,1,1,1.439404498,2.458430586,1.564501004,7.0397683120000005,16.0416688,0,6.26435019,3.893303571,2,2,2,1,0,0,1,0,-4.361079852,313.6285788,active
12,49,3,1,0,0,0,15.99492171,6.129447429,13.76925644,2,4.791721438,3.984547736,0,1,8,4,0,1,1,1.395228656,2.169755451,1.375518767,6.6842694520000006,12.02815487,0,6.174827228,3.8568122710000003,2,2,2,1,0,0,1,0,-3.9729406469999997,256.5272959,active
12,50,4,1,0,0,0,15.99492246,4.482814669,13.948858800000002,2,4.756222782,4.631790723,0,1,7,5,0,1,1,1.419475639,2.373879596,1.458852101,7.135290342999999,12.59672396,0,6.390869663999999,4.288930805,2,2,2,1,0,0,1,0,-5.547554947999999,379.2923077,active
12,62,3,1,0,0,0,15.99492298,6.162205322,14.07755885,2,4.912013867,4.027588883,0,1,7,5,0,2,1,1.537326769,2.578003742,1.697494043,7.2198413320000006,11.26780007,2,6.351103843,3.830493805,2,2,2,1,0,0,1,0,-4.6913612030000005,781.790258,active
12,58,3,1,0,0,0,15.99492298,6.033205322000001,14.04530931,2,4.766425587,4.019617704,2,1,7,5,0,2,1,1.537326769,2.578003742,1.6031896680000002,7.2198413320000006,11.39005106,2,6.504849393,4.855639577,2,2,2,1,0,0,1,0,-4.6913612030000005,781.790258,active
12,55,3,2,0,0,0,15.99592927,5.006914813,14.03788742,1,4.8199952,3.996414891,0,1,8,4,0,1,1,1.419475639,2.373879596,1.4974516690000002,7.135290342999999,12.80592841,0,6.195680089,3.380148858,2,2,2,1,0,0,1,0,-5.547554947999999,379.2923077,active
12,60,3,3,0,0,0,15.99693816,4.324469407,13.96311189,2,4.831410955,4.0136577330000005,0,1,8,4,2,1,1,1.419475639,2.373879596,1.443560149,7.075503765,13.30856957,2,6.3379313139999995,3.856892965,2,2,2,1,0,0,1,0,-3.9308972339999997,655.4781667999999,active
12,60,3,3,0,0,0,15.99693816,4.324469407,13.96311189,2,4.831410955,4.0136577330000005,0,1,8,4,2,1,1,1.419475639,2.373879596,1.443560149,7.075503765,13.30856957,2,6.3379313139999995,3.856892965,2,2,2,1,0,0,1,0,-3.9308972339999997,655.4781667999999,active
12,60,3,2,0,0,0,15.99593083,5.965455322,13.97918572,2,4.898778202,4.038511531,0,1,8,4,1,2,1,1.537326769,2.578003742,1.647684294,7.2198413320000006,12.426675099999999,0,6.351103843,3.830493805,2,2,2,1,0,0,1,0,-4.6913612030000005,781.790258,active
18,58,4,1,0,1,0,18.99840824,4.63258968,14.15048798,2,4.999419177,4.766421622,0,3,9,6,0,1,1,1.5420926819999998,2.708207142,1.5732785969999998,8.08752889,13.9496119,0,6.762042855,6.352440027,2,3,2,1,0,0,2,1,-6.837412937000001,543.4050443,active
12,57,3,1,0,0,0,15.994922199999998,6.4610487999999995,14.21485349,1,4.823134237,3.979470507,0,1,8,4,2,1,1,1.385298647,2.421749806,1.633045331,6.860467945,11.57272676,0,6.0963874670000004,3.1946344669999998,2,2,2,1,0,0,1,0,-4.854090384,661.9408887,active
12,62,3,1,0,0,0,15.99492297,5.207363924,14.457680700000001,1,4.715441242,3.988109287,2,1,7,5,3,1,1,1.40954563,2.625873951,1.716378665,7.251702258,11.26780007,3,6.371398149,3.771545031,2,2,2,1,0,0,1,0,-9.014094158999999,564.9980609,active
12,68,3,2,0,0,0,15.99593181,5.968936768,14.42480611,1,4.920067807,4.030050299,0,1,8,4,3,2,1,1.52739676,2.829998096,1.9052108580000002,7.396039825,11.99718502,0,6.281565567,3.228382517,2,2,2,1,0,0,1,0,-4.914896446,861.6095071000001,active
12,64,3,2,0,0,0,15.995930800000002,5.071864266,14.39155594,1,4.842163652,4.003071747,0,1,8,4,4,1,1,1.40954563,2.625873951,1.701086713,7.251702258,12.22915627,0,6.253107397999999,3.245983636,2,2,2,1,0,0,1,0,-9.014094158999999,564.9980609,active
18,65,4,2,0,1,0,18.99840887,4.533694247,14.37637728,2,5.038085259,4.797174346,0,3,9,6,2,1,1,1.5147852919999998,2.651839815,1.54053214,7.885126771,14.45569503,2,6.790554105,6.023408452000001,2,3,2,1,0,0,2,1,-7.3969409079999995,531.9379338,active
18,65,4,2,0,1,0,18.99840887,4.237646561,14.37779915,2,5.031775928,4.797190658,0,3,9,6,2,1,1,1.5147852919999998,2.735396593,1.572433055,7.736923064,14.45569503,2,6.793396062999999,6.082952811,2,3,2,1,0,0,2,1,-6.364765823,535.4433048000001,active
12,56,3,3,0,0,0,15.99693811,4.4879385030000005,14.1139959,2,4.854701277,4.709055619,0,1,7,5,2,1,1,1.392168249,2.31751227,1.433809065,6.932888223,13.54204532,2,6.352411602999999,3.660714286,2,2,2,1,0,0,1,0,-11.41268889,370.836766,active
18,56,4,2,0,0,0,15.99593185,6.1270906720000005,13.759828899999999,2,4.7266169389999995,4.081417315,0,3,10,5,0,2,0,1.469572391,2.503088784,1.318671871,7.5901604570000005,13.24945861,0,6.720182457999999,6.246360755,2,3,2,1,0,0,3,1,-6.475953717,629.4136963,active
18,58,4,2,0,0,0,15.99593285,4.377551745,13.79270433,2,4.686159142,4.573748824,0,1,12,6,0,2,0,1.5176849140000002,2.70721293,1.402005204,8.034847214,13.02245231,0,6.83269493,6.881341679,2,3,2,1,0,0,2,0,-5.200640575,550.4125381,active
18,57,3,2,0,0,0,15.99593134,6.129699433,13.77025082,2,4.710928387,4.062299684,0,1,13,5,0,2,0,1.469572391,2.503088784,1.318671871,7.5901604570000005,12.49625827,0,6.720182457999999,6.246360755,2,3,2,1,0,0,2,0,-6.475953717,629.4136963,active
12,52,3,2,0,0,0,15.99592981,5.188104243,13.61855499,2,4.663921277,4.000061245,2,1,8,4,1,2,0,1.419475639,2.373879596,1.235338538,7.075503765,12.91907109,3,6.4351482639999995,4.512739376,2,2,2,1,0,0,2,0,-10.42995621,388.5546246,active
12,60,3,2,0,0,0,15.99593083,6.1081149020000005,13.68405531,2,4.8991588969999995,4.058330156999999,0,1,8,4,0,3,0,1.537326769,2.578003742,1.47398048,7.2198413320000006,12.426675099999999,2,6.351103843,3.830493805,2,2,2,1,0,0,2,0,-4.6913612030000005,781.790258,active
12,47,3,2,0,0,0,15.99592829,6.031072872999999,13.37572696,2,4.771862018999999,4.01051711,0,1,9,3,0,2,0,1.395228656,2.169755451,1.152005204,6.6842694520000006,13.40324522,0,6.174827228,3.8568122710000003,2,2,2,1,0,0,2,0,-3.9729406469999997,256.5272959,active
12,47,3,2,0,0,0,78.91833749,6.128353897999999,13.76485146,2,4.801793411,4.014690635,0,1,9,3,0,2,0,1.439404498,2.458430586,1.47933204,7.0397683120000005,22.73529526,0,6.26435019,3.893303571,2,2,2,1,0,0,2,0,-4.361079852,313.6285788,active
12,60,3,3,0,0,0,15.99693811,5.960332275,13.71693012,1,4.908333487,4.061736111,0,1,9,3,1,3,0,1.537326769,2.578003742,1.4780622509999999,7.2198413320000006,13.30856957,0,6.24343848,3.34825984,2,2,2,1,0,0,2,0,-4.6913612030000005,781.790258,active
12,56,3,3,0,3,0,19.00041795,3.069832275,13.679414499999998,1,5.563908972,4.885824972,0,1,9,3,2,2,0,1.419475639,3.934539768,1.45245845,7.825503765,17.93821114,2,6.24051948,3.349795432,2,2,2,1,0,0,2,0,-4.3077120739999994,559.2746005,active
12,53,3,2,0,0,0,78.91833752,6.442711384,14.07922628,2,4.810599637,4.018268428,0,1,9,3,2,2,0,1.429474489,2.71042494,1.690277253,7.215966805,21.45989341,0,6.316261752000001,3.771637105,2,2,2,1,0,0,2,0,-4.996187107,434.11248789999996,active
12,58,3,2,0,0,0,15.995930800000002,5.193015913,13.93292974,2,4.680879966,4.006873741000001,2,1,8,4,3,2,0,1.40954563,2.625873951,1.446283751,7.251702258,12.5186487,3,6.479085512999999,4.359785595,2,2,2,1,0,0,2,0,-9.014094158999999,564.9980609,active
6,53,3,3,0,0,0,78.91833749,4.90954537,14.27277246,1,5.092955041000001,4.0411462039999995,0,1,4,2,2,1,1,1.6842576459999998,2.414549086,1.7449997069999998,6.744121832,22.43850719,0,5.988648085,2.44376796,2,2,1,1,0,0,2,0,-6.734301004,847.6049652999999,active
6,56,2,3,1,0,0,78.91833753,4.920970928,15.00389728,2,5.075166037,4.029201884,0,1,4,2,2,1,1,1.4856835240000001,2.414549086,1.79740887,6.744121832,24.38779648,0,6.047076627,2.48278403,2,3,1,1,0,0,2,1,-7.414731612000001,331.0056796,active
6,50,3,2,1,0,0,78.91833748,4.917915477,14.80827185,2,4.908022256000001,3.977791532,0,1,4,2,0,1,1,1.449769824,2.581215752,1.8537597030000001,6.765957043999999,25.77601393,0,5.98362137,2.7441069060000003,2,2,1,1,0,0,1,0,-4.2501791319999995,321.1084865,active
6,60,3,2,1,0,0,78.91833754,4.921580594,15.04290533,2,5.034110738,4.01668769,0,1,4,2,2,1,1,1.558203815,2.70322422,2.021015668,7.152370123,23.42637322,0,6.0611655010000005,2.432548868,2,3,1,1,0,0,2,1,-5.268037261,398.7738059,active
6,55,2,1,1,0,0,31.97207233,4.907306045,14.12935087,1,4.088365781,3.89555237,2,0,3,3,1,2,1,1.144068563,2.210803775,1.532047395,5.474392233,14.28835612,2,6.209092918,4.408319257,1,3,1,1,0,0,1,1,-3.596835056,419.2338172,active
6,44,2,2,1,0,0,78.91851824,4.88448107,13.84889673,1,4.116780186000001,3.8545031460000003,0,0,5,1,1,2,0,1.046146293,2.091230619,1.4081897669999999,5.2943192130000005,26.71393048,0,5.870355674,3.052880572,1,3,1,1,0,0,2,1,-3.5843120330000002,246.0282423,inactive
12,55,3,2,1,0,0,31.972072499999996,4.3778797769999995,13.87527302,1,4.3015518980000005,4.022955758,0,0,9,3,1,2,0,1.1244267079999999,2.340012963,1.365380729,6.289398115,16.13285121,0,6.625806738,7.020887556,1,4,1,1,0,0,2,1,-4.773458683,326.9177836,active
12,49,2,0,1,0,0,78.91851828,7.2165175779999995,14.56672675,1,4.036990937,3.936276044,0,0,8,4,1,1,1,1.025850958,2.220439807,1.717976345,5.744328975,22.08457033,0,6.132312856,3.72607976,1,3,2,1,0,0,1,1,-4.774871313,292.97549300000003,inactive
12,60,3,1,0,4,1,34.96885422,3.486755615,13.84768871,1,5.632624525,5.215716198,0,0,8,4,3,1,1,1.453322819,4.3875930510000005,1.912964364,7.586213982,19.833674399999996,2,6.668982411,6.053123182999999,2,3,1,1,0,0,1,0,-6.301173096,1273.961358,active
6,44,4,3,0,0,0,78.91833746,4.569598903,13.47883485,3,4.892384863999999,4.8850012860000005,0,2,5,1,3,2,0,1.450335462,2.6250972519999998,1.4782983859999999,7.137399385,25.30944797,0,6.066977781,3.2881599930000003,2,2,1,1,0,0,3,1,-3.14731065,436.5401516,inactive
11,44,4,2,0,0,0,78.91833746,6.212363283999999,13.23870125,1,4.164628197,4.0821876260000005,0,0,6,3,1,0,1,1.597547038,2.608287551,1.672936866,6.80192357,24.29564902,0,6.214358067,3.92553854,3,2,2,2,0,0,2,0,-5.95271096,275.6375506,active
17,55,5,2,0,0,0,15.99593233,4.376494175,13.25262939,1,4.612123853,4.112632851,0,0,9,6,1,0,1,1.675827454,2.857069895,1.59561003,7.797002472000001,13.91954626,0,6.802186408,6.871112295,3,3,2,2,0,0,2,0,-4.3358870000000005,453.63820350000003,active
17,53,5,2,0,0,0,15.99593131,6.211726151000001,13.23619037,1,4.139983163,4.07950963,0,2,7,5,1,0,1,1.627714932,2.652945749,1.512276697,7.352315715,14.15164396,0,6.685977981000001,6.242519079,3,3,2,2,0,0,3,1,-4.765032447,525.9537095,active
17,53,5,2,0,0,1,34.96885403,6.215537167999999,13.25147295,1,4.14862197,4.08791833,0,2,7,5,1,0,1,1.7002352219999999,2.9416208839999998,1.701258933,7.701480441,17.934793600000003,0,6.732285197,6.415479827,3,3,2,2,0,0,3,1,-4.663604278,473.4411869,active
11,44,4,2,0,0,0,78.91833746,6.174918875,13.23870126,1,4.1640706519999995,4.0830138069999995,0,0,6,3,1,0,1,1.597547038,2.608287551,1.670083697,6.80192357,24.29564902,0,6.214358067,3.92553854,3,2,2,2,0,0,2,0,-5.95271096,275.6375506,active
12,55,3,1,0,0,0,15.99492222,6.213726153,13.40872885,1,4.116860098,3.944964427,0,0,7,5,0,1,1,1.507356723,2.4478273919999998,1.517936257,6.7028057389999995,11.65915914,0,6.305818978,3.7516974910000003,2,2,2,1,0,0,1,0,-7.8823924729999995,357.20320130000005,active
18,57,6,1,0,0,0,15.99492424,4.376841391,13.43391252,1,4.607850737,4.086396681,0,2,7,7,0,0,1,1.3859398,2.651951537,1.527373645,7.383194757,13.1524826,0,6.782687965,6.79389465,2,3,2,1,0,0,2,1,-5.405449129,530.7789554,active
12,52,4,3,1,0,0,31.97207251,4.376618602,13.319913199999998,3,5.065992984,4.6274059880000005,0,0,7,5,2,0,1,1.4685328430000002,3.525724985,1.7173408369999998,7.647492496,18.11821279,0,6.6850022760000005,7.228592819,2,3,1,1,0,0,2,1,-4.210826066,320.5442309,active
11,45,4,2,0,0,0,78.91833748,6.199200482999999,14.04860242,2,4.89394206,4.1485796310000005,0,1,6,3,1,1,1,1.729292152,2.6635489430000003,1.768228819,7.453576027,24.00272882,0,6.304220257000001,4.06111529,3,2,2,2,0,0,2,0,-5.445261602,287.95088910000004,active
17,56,5,2,0,0,0,15.99593284,4.380197094,14.07645529,2,4.737691498,4.617574136,0,1,9,6,1,1,1,1.807572568,2.9123312869999998,1.6909019840000001,8.448654929,13.80242402,0,6.855474655,6.956534033,3,3,2,2,0,0,2,0,-4.12456847,461.4113706,active
17,55,4,2,0,1,1,34.96885413,4.562901861,14.08314264,2,5.055955652,4.818481597,0,1,10,5,1,1,1,1.875900954,3.285557411,1.8595449659999999,8.627382668,19.04223065,0,6.836628436,6.665133847999999,3,3,2,2,0,0,2,0,-4.639337981000001,565.9374197000001,active
