"","naAromAtom","nAtom","nN","nO","nS","nF","BCUTw.1h","BCUTp.1l","nBondsD","SpMax1_Bhs","SpMax2_Bhs","C2SP1","C1SP2","C2SP2","C3SP2","C1SP3","C4SP3","SCH.7","VC.3","SPC.4","MIC0","nAtomLAC","piPC6","R_TpiPCTPC","n5Ring","n6Ring","nF9Ring","nF10Ring","nFG12Ring","n6HeteroRing","VE3_D","VR1_D","class_label"
"2397",12,48,4,3,0,3,19.00041684,4.839568665,2,5.201359698,4.977151696,0,2,9,1,4,0,0.49079961,1.070744389,7.013563279,19.81600461,0,5.929589143,4.819972826,0,3,0,0,0,2,-3.260839913,282.6359069,1
"2398",12,45,4,3,0,6,19.00342957,2.896746155,2,5.47653491,5.266181929,0,2,9,1,2,0,0.49079961,1.185223628,7.58366022,22.74932249,0,5.964863865,4.744125142,0,3,0,0,0,2,-3.695766307,614.3038558,1
"2399",12,45,4,3,0,3,19.0004164,4.708462874,2,5.170662703,4.945910988,0,2,9,1,2,0,0.49079961,1.070744389,7.073349857,20.34066278,0,5.911473921,4.854582294,0,3,0,0,0,2,-3.418219025,374.7527851,1
"2400",12,43,4,2,0,3,19.00041583,4.764450835,2,4.87762696,4.649321228,1,2,8,2,2,0,0.49079961,1.08603634,7.073349857,19.6296297,0,5.998936562,5.168640898,0,3,0,0,0,2,-3.418219025,374.7527851,1
"2401",12,44,4,2,0,3,19.00041539,4.839492432,2,5.170662703,4.945910972,0,2,8,2,3,0,0.515207379,1.169369674,6.988798867,19.52938066,0,5.864695949,4.872493532,0,3,0,0,0,2,-3.51632185,373.400296,1
"2402",12,42,5,2,0,3,19.000416,4.188480351,2,5.109863439,4.884110701,0,2,8,2,2,0,0.49079961,1.08603634,7.073349857,20.44963792,0,5.998936562,5.168640898,0,3,0,0,0,2,-3.418219025,374.7527851,1
"2403",12,41,4,2,0,4,19.00141888,3.93497461,2,5.202531502,4.983291169,0,2,9,1,2,0,0.515207379,1.065697086,6.988798867,21.06304443,0,5.864695949,4.872493532,0,3,0,0,0,2,-3.51632185,373.400296,1
"2404",12,41,4,2,0,3,19.00041497,4.838878418,2,5.158564415,4.933605143,0,2,9,1,2,0,0.442687088,1.002703007,6.580550577,20.08559643,0,5.758704594,4.844046008,0,3,0,0,0,2,-3.511901225,249.2880698,1
"2405",12,41,4,1,1,3,34.96938095,5.004526551,2,5.20090241,4.978344637,0,2,9,1,2,0,0.515207379,1.297094499,6.988798867,27.52164796,0,5.864695949,4.872493532,0,3,0,0,0,2,-3.51632185,373.400296,1
"2406",12,41,4,1,1,1,34.96938082,5.015905523,2,4.945678311,4.732882861,0,2,9,1,2,0,0.467624685,1.198484386,4.609785257,24.76027279,0,5.788047027,5.114955357,0,3,0,0,0,2,-4.262016474,630.5119943,1
"2407",12,41,4,2,0,3,34.96938066,4.839833496,2,5.2025315,4.978344699,0,2,9,1,2,0,0.515207379,1.191685244,6.988798867,24.65364124,0,5.864695949,4.872493532,0,3,0,0,0,2,-3.51632185,373.400296,1
"2408",12,41,4,2,0,1,34.96938053,4.936654743,2,4.945693645,4.732882933,0,2,9,1,2,0,0.467624685,1.093075131,4.609785257,21.89226607,0,5.788047027,5.114955357,0,3,0,0,0,2,-4.262016474,630.5119943,1
"2409",6,32,2,1,1,0,31.97207178,4.787546327,1,3.958280608,3.758818682,0,0,5,1,2,0,0.286596466,0.835239517,2.944019631,17.86719127,0,5.097577224,3.951323988,0,2,0,0,0,1,-3.26378353,188.5215442,2
"2410",16,59,4,2,1,0,34.96885436,4.794281734,2,4.873575665,4.107164984,0,5,5,5,3,0,0.753406414,1.927666262,5.430806092,19.86237108,3,6.463468128,5.630524652,2,2,0,1,0,1,-12.64027197,568.2151347,1
"2411",16,59,4,2,1,0,34.96885436,4.794281734,2,4.873575665,4.107164984,0,5,5,5,3,0,0.753406414,1.927666262,5.430806092,19.86237108,3,6.463468128,5.630524652,2,2,0,1,0,1,-12.64027197,568.2151347,1
"2412",11,48,2,2,1,0,34.96885413,4.696849261,2,4.715968394,3.941617627,2,4,4,4,3,0,0.519688384,1.641500303,4.543154603,20.30687381,3,5.985037689,4.546400365,1,2,0,1,0,1,-5.090313784,232.2599786,1
"2413",11,45,2,2,1,0,34.96885409,4.68702551,2,4.609944011,3.964417628,1,4,4,4,2,0,0.544096153,1.641500303,4.591970139,20.92720807,3,5.920740267,4.4375,1,2,0,1,0,1,-5.312083265,251.6680226,1
"2414",11,56,2,2,1,0,34.96885422,4.713224497,2,4.981265471,4.028741767,0,4,4,4,2,0,0.626726472,1.875517737,4.68749217,18.93102677,3,5.920740267,3.929422234,1,2,0,1,0,1,-4.608927089,456.1647986,1
"2415",11,52,2,2,1,0,34.96885413,4.704912377,2,4.885759909,3.997337119,0,4,4,4,3,0,0.519688384,1.671393592,4.543154603,19.61285146,3,5.87123712,4.110191373,1,2,0,1,0,1,-5.090313784,232.2599786,1
"2416",11,49,2,2,1,0,34.96885409,4.695088828,2,4.864452299,3.990319913,0,4,4,4,3,0,0.544096153,1.671393592,4.591970139,20.16894472,3,5.847702427,4.163600629,1,2,0,1,0,1,-5.312083265,251.6680226,1
"2417",16,50,4,2,1,0,34.96885423,4.725513631,2,4.826771517,4.090623132,0,6,4,5,2,0,0.653212909,1.724833636,4.981027656,21.44675216,3,6.327769359,5.600789263,2,2,0,1,0,1,-6.539960045,325.2261385,1
"2418",16,49,3,3,1,0,34.96885423,4.712134283,2,4.826773492,4.149378759,0,7,4,4,2,0,0.653212909,1.68714385,4.981027656,21.88995213,3,6.327769359,5.600789263,2,2,0,1,0,1,-6.539960045,325.2261385,1
"2419",11,43,2,2,1,0,78.91851828,4.794566111,2,4.867028924,3.990985148,0,3,7,2,2,0,0.485170587,1.967249153,4.620565618,31.42301172,3,5.809080488,4.216320817,1,2,0,1,0,1,-5.104656065,214.2979462,1
"2420",11,43,2,2,1,0,78.91851828,4.733425557,2,4.867050548,3.991101322,0,4,5,3,2,0,0.485170587,1.852804874,4.620565618,31.42301172,3,5.809080488,4.216320817,1,2,0,1,0,1,-5.104656065,214.2979462,1
"2421",12,46,2,2,0,0,34.96885375,4.59724498,2,4.788685628,3.965799888,0,2,9,3,2,0,0.425893515,1.585120577,4.028497911,16.88874563,3,5.821380308,4.399682062,0,3,0,1,0,1,-4.417307815,262.0836886,2
"2422",18,43,4,1,0,0,15.9949217,6.03466764,1,4.061725549,3.982565974,0,3,9,4,1,0,0.433695215,0.707063065,4.384890466,13.17528993,0,6.424311737,9.649123021,0,4,0,1,0,2,-4.956636857,369.1683505,2
"2423",18,51,3,2,0,0,15.99592928,4.815002239,1,4.046508049,3.937544862,0,3,11,4,0,0,0.695275084,0.861647578,4.908450059,13.03721848,0,6.490581263,8.991881762,1,3,0,0,0,1,-6.714306097,312.080563,2
"2424",18,51,3,2,0,0,15.99592928,4.815002239,1,4.046508049,3.937544862,0,3,11,4,0,0,0.695275084,0.861647578,4.908450059,13.03721848,0,6.490581263,8.991881762,1,3,0,0,0,1,-6.714306097,312.080563,2
"2425",18,41,3,1,0,1,18.99840703,4.684048609,1,4.763627402,4.031093864,0,3,11,4,1,0,0.48994366,0.841325871,4.686533858,15.03420992,0,6.446562718,9.683986378,0,4,0,1,0,2,-5.190708706,255.0629763,2
"2426",18,40,4,1,0,1,18.99840709,4.683722542,1,4.779946221,4.050153627,0,3,9,4,1,0,0.48994366,0.841325871,4.686533858,15.96411317,0,6.446562718,9.683986378,0,4,0,1,0,2,-5.190708706,255.0629763,2
"2427",18,41,3,1,0,0,15.99492119,6.363252207,1,4.039042783,3.955221478,0,3,11,4,1,0,0.447787046,0.796440182,4.284402693,12.54847184,0,6.38777328,9.904949357,0,4,0,1,0,2,-5.231296737,353.1593234,2
"2428",18,51,3,2,0,0,15.99592928,4.815002239,1,4.046508049,3.937544862,0,3,11,4,0,0,0.695275084,0.861647578,4.908450059,13.03721848,0,6.490581263,8.991881762,1,3,0,0,0,1,-6.714306097,312.080563,2
"2429",12,45,3,2,0,0,15.99592724,4.889786733,2,4.600962456,4.023931732,0,2,9,3,3,0,0.664644904,0.953279307,4.789768033,13.66011137,0,6.213106972,9.475739583,1,2,0,0,0,0,-4.535058378,489.3382008,2
