bioactivity_class,molecule_chembl_id,canonical_smiles,standard_value,Molecular Weight,Number of Hydrogen Donors,Number of Hydrogen Acceptors,OWPC
inactive,CHEMBL582044,NC1=NC(c2ccccc2)(c2ccccc2)C2=NCCCN12,38000.0,290.37000000000006,1.0,4.0,2.3627000000000002
min effect,CHEMBL291784,CN1C(=O)C(c2ccccc2)(c2ccccc2)N=C1N,3400.0,265.31600000000003,1.0,3.0,1.7168999999999999
active,CHEMBL566011,COc1ccc(C2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cc1C,20.0,404.44500000000016,1.0,5.0,3.2350200000000013
active,CHEMBL566200,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1C,40.0,386.4550000000002,1.0,5.0,3.0959200000000004
min effect,CHEMBL597233,CN1C(=O)C(c2ccccc2)(c2ccncc2)N=C1N,2680.0,266.30400000000003,1.0,4.0,1.1118999999999999
active,CHEMBL598876,CN1C(=O)C(c2ccncc2)(c2cccc(-c3ccccc3)c2)N=C1N,130.0,342.4020000000001,1.0,4.0,2.7789
active,CHEMBL604590,CN1C(=O)C(c2ccncc2)(c2cccc(-c3cccnc3)c2)N=C1N,60.0,343.3900000000001,1.0,5.0,2.1739
active,CHEMBL598257,Cc1cc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)ccn1,100.0,357.4170000000001,1.0,5.0,2.4823200000000005
active,CHEMBL598258,Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)ccn1,80.0,358.4050000000001,1.0,6.0,1.8773199999999992
active,CHEMBL598259,CCc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)ccn1,30.0,372.43200000000013,1.0,6.0,2.1312999999999995
active,CHEMBL590492,CC(C)c1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)ccn1,70.0,386.4590000000001,1.0,6.0,2.6923000000000012
active,CHEMBL597062,Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc(C)n1,140.0,372.43200000000013,1.0,6.0,2.185739999999999
active,CHEMBL603664,CCc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc(C)n1,150.0,386.4590000000002,1.0,6.0,2.4397200000000003
active,CHEMBL597073,Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc(C(C)C)n1,300.0,400.48600000000016,1.0,6.0,3.000720000000001
active,CHEMBL597277,CCc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc(CC)n1,40.0,400.4860000000002,1.0,6.0,2.6937000000000006
active,CHEMBL590730,CCc1cc([C@]2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc(CC)n1,30.0,400.4860000000002,1.0,6.0,2.6937000000000006
active,CHEMBL598290,CCc1cc([C@]2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cc(CC)n1,10.0,417.4880000000002,1.0,5.0,3.437800000000002
active,CHEMBL605133,CCc1cc(C2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cc(CC)n1,10.0,417.4880000000002,1.0,5.0,3.437800000000002
inactive,CHEMBL602233,COC(=O)CCc1c(OC)cc2occc2c1OCC=C(C)C,16200.0,318.3690000000001,0.0,5.0,3.892000000000003
inactive,CHEMBL448060,CC(C)=CCOc1c2ccoc2cc2oc(=O)ccc12,244200.0,270.284,0.0,4.0,3.8842000000000025
inactive,CHEMBL589100,CC(C)=CCOc1c(CCC(=O)O)c(O)cc2occc12,185600.0,290.315,2.0,4.0,3.500600000000002
inactive,CHEMBL453805,CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,30500.0,270.28400000000005,0.0,4.0,3.8842000000000025
inactive,CHEMBL592382,COC(=O)CCc1c(O)cc2occc2c1OCC=C(C)C,203300.0,304.34200000000004,1.0,5.0,3.589000000000002
inactive,CHEMBL589416,COc1cc2occc2c(OCC=C(C)C)c1CCC(=O)O,203300.0,304.34200000000004,1.0,4.0,3.803600000000002
min effect,CHEMBL1088215,CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](C)NC(C)=O,4000.0,502.7220000000002,5.0,6.0,1.5832000000000033
active,CHEMBL1097007,CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@@H](NC(C)=O)C(C)C,370.0,530.7760000000002,5.0,6.0,2.219300000000003
active,CHEMBL1097361,CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(C)=O,53.0,544.8030000000002,5.0,6.0,2.6094000000000017
active,CHEMBL209795,CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(C)=O,120.0,484.6820000000002,5.0,5.0,1.8762000000000028
active,CHEMBL1092504,CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCC[C@H]([C@@H](NC(C)=O)C(C)C)C1,800.0,515.7390000000003,4.0,4.0,3.9844000000000017
min effect,CHEMBL1093388,CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCC[C@H](C(C)(C)NC(C)=O)C1,3700.0,501.71200000000033,4.0,4.0,3.7384000000000013
min effect,CHEMBL1084153,CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCC[C@H](C2(NC(C)=O)CCCC2)C1,2700.0,527.7500000000003,4.0,4.0,4.272600000000002
min effect,CHEMBL1084154,CC(=O)NC(C)(C)[C@H]1CCC[C@@H](C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CNCc2cccc(C(C)C)c2)C1,4200.0,521.7460000000001,4.0,4.0,4.709100000000004
active,CHEMBL1084432,CCC(=O)NC(C)(C)[C@H]1CCC[C@@H](C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CNCc2cccc(C(C)C)c2)C1,580.0,535.7730000000001,4.0,4.0,5.099200000000003
active,CHEMBL1077232,CCC(=O)N(C)C(C)(C)[C@H]1CCC[C@@H](C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CNCc2cccc(C(C)C)c2)C1,150.0,549.8000000000002,3.0,4.0,5.441400000000004
active,CHEMBL1077236,CC(C)c1cccc(CNC[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCC[C@H](C(C)(C)N3CCCC3=O)C2)c1,25.0,547.7840000000003,3.0,4.0,5.195400000000005
active,CHEMBL1077237,CC(C)c1cccc(CNC[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCC[C@H](C(C)(C)N3CCCCC3=O)C2)c1,2.5,561.8110000000004,3.0,4.0,5.585500000000006
active,CHEMBL1077232,CCC(=O)N(C)C(C)(C)[C@H]1CCC[C@@H](C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CNCc2cccc(C(C)C)c2)C1,660.0,549.8000000000002,3.0,4.0,5.441400000000004
active,CHEMBL1077236,CC(C)c1cccc(CNC[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCC[C@H](C(C)(C)N3CCCC3=O)C2)c1,130.0,547.7840000000003,3.0,4.0,5.195400000000005
active,CHEMBL1077237,CC(C)c1cccc(CNC[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCC[C@H](C(C)(C)N3CCCCC3=O)C2)c1,67.0,561.8110000000004,3.0,4.0,5.585500000000006
min effect,CHEMBL1082893,C[C@@H](NC(=O)c1cc(CNC(=O)C(C)(N)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,5720.0,540.6610000000002,3.0,5.0,3.288800000000003
inactive,CHEMBL1085190,C[C@@H](NC(=O)c1cc(CNC(=O)C(N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,18100.0,556.6600000000002,4.0,6.0,2.2612000000000023
active,CHEMBL1082548,C[C@@H](NC(=O)c1cc(COC(=O)C(C)(N)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,19.0,541.6450000000002,2.0,6.0,3.7158000000000024
active,CHEMBL1082547,C[C@@H](NC(=O)c1cc(COC(=O)C(N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,310.0,557.6440000000002,3.0,7.0,2.688200000000002
active,CHEMBL1084135,C[C@@H](NC(=O)c1cc(COCC(N)(Cc2ccccc2)C(F)F)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,925.0,563.6420000000002,2.0,5.0,4.434400000000004
active,CHEMBL1093394,C[C@@H](NC(=O)c1cc(COCC(N)(CF)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,997.0,545.6520000000002,2.0,5.0,4.138800000000003
inactive,CHEMBL1093393,CCC(N)(COCc1cc(C(=O)N[C@H](C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1)Cc1ccccc1,22000.0,541.6890000000003,2.0,5.0,4.579300000000004
active,CHEMBL373423,C[C@@H](NC(=O)c1cc(COC[C@](C)(N)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,344.0,527.6620000000001,2.0,5.0,4.189200000000003
inactive,CHEMBL1093085,C[C@@H](NC(=O)c1cc(COC[C@H](N)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,10100.0,513.6350000000002,2.0,5.0,3.799100000000003
inactive,CHEMBL1090060,COCC(N)(COCc1cc(C(=O)N[C@H](C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1)Cc1ccccc1,100000.0,557.6880000000003,2.0,6.0,3.8157000000000023
inactive,CHEMBL1083529,C[C@@H](NC(=O)c1cc(N(C)S(C)(=O)=O)cc(S(=O)(=O)CCC(N)(CO)Cc2ccccc2)c1)c1ccc(F)cc1,100000.0,591.7270000000004,3.0,7.0,2.8088000000000024
inactive,CHEMBL1092153,C[C@@H](NC(=O)c1cc(SCCC(N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,100000.0,559.7290000000002,3.0,6.0,4.127200000000004
inactive,CHEMBL1089043,C[C@@H](NC(=O)c1cc(NCCC(N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,100000.0,542.6770000000001,4.0,6.0,3.447000000000002
inactive,CHEMBL1083498,C[C@@H](NC(=O)c1cc(OCCC(N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,70500.0,543.6610000000002,3.0,6.0,3.4139000000000017
inactive,CHEMBL1083184,C[C@@H](NC(=O)c1cc(CCC[C@](N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,22400.0,541.6890000000002,3.0,5.0,3.9677000000000033
inactive,CHEMBL1083183,C[C@@H](NC(=O)c1cc(CNC[C@](N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,10100.0,542.6770000000001,4.0,6.0,2.734600000000002
min effect,CHEMBL1086788,C[C@@H](NC(=O)c1cc(COC[C@](N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,1370.0,543.6610000000002,3.0,6.0,3.1616000000000017
inactive,CHEMBL1087432,C[C@@H](NC(=O)c1cc(C(=O)NCC(O)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,24900.0,557.6440000000002,4.0,6.0,2.4084000000000003
inactive,CHEMBL1087431,C[C@@H](NC(=O)c1cc(C(=O)OCC(O)(CN)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,22200.0,557.6440000000001,3.0,7.0,2.801800000000001
inactive,CHEMBL1086648,C[C@@H](NC(=O)c1cc(C(=O)NCC(N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,10800.0,556.6600000000002,4.0,6.0,2.3748000000000014
inactive,CHEMBL1086647,CNC(CO)(COC(=O)c1cc(C(=O)N[C@H](C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1)Cc1ccccc1,100000.0,571.6710000000003,3.0,7.0,3.062500000000001
active,CHEMBL375217,C[C@@H](NC(=O)c1cc(C(=O)OCC(N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,193.0,557.6440000000001,3.0,7.0,2.801800000000001
min effect,CHEMBL1092147,C[C@@H](NC(=O)c1cc(-c2n[nH]c([C@](C)(N)Cc3ccccc3)n2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,4740.0,550.6600000000002,3.0,6.0,3.914200000000003
active,CHEMBL1092146,C[C@@H](NC(=O)c1cc(-c2ccc(C(C)(N)Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,4.0,549.6680000000002,2.0,5.0,5.389100000000005
active,CHEMBL1096683,C[C@@H](NC(=O)c1cc(-c2ncc([C@](C)(N)Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,5.0,550.6560000000002,2.0,6.0,4.784100000000004
active,CHEMBL219601,C[C@@H](NC(=O)c1cc(-c2nnc([C@](C)(N)Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,60.0,551.6440000000002,2.0,7.0,4.179100000000004
active,CHEMBL1082548,C[C@@H](NC(=O)c1cc(COC(=O)C(C)(N)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,163.0,541.6450000000002,2.0,6.0,3.7158000000000024
active,CHEMBL1082547,C[C@@H](NC(=O)c1cc(COC(=O)C(N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,684.0,557.6440000000002,3.0,7.0,2.688200000000002
inactive,CHEMBL1084135,C[C@@H](NC(=O)c1cc(COCC(N)(Cc2ccccc2)C(F)F)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,20000.0,563.6420000000002,2.0,5.0,4.434400000000004
active,CHEMBL1093394,C[C@@H](NC(=O)c1cc(COCC(N)(CF)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,432.0,545.6520000000002,2.0,5.0,4.138800000000003
active,CHEMBL373423,C[C@@H](NC(=O)c1cc(COC[C@](C)(N)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,138.0,527.6620000000001,2.0,5.0,4.189200000000003
min effect,CHEMBL1093085,C[C@@H](NC(=O)c1cc(COC[C@H](N)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,1710.0,513.6350000000002,2.0,5.0,3.799100000000003
min effect,CHEMBL1083183,C[C@@H](NC(=O)c1cc(CNC[C@](N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,3470.0,542.6770000000001,4.0,6.0,2.734600000000002
active,CHEMBL1086788,C[C@@H](NC(=O)c1cc(COC[C@](N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,580.0,543.6610000000002,3.0,6.0,3.1616000000000017
active,CHEMBL219601,C[C@@H](NC(=O)c1cc(-c2nnc([C@](C)(N)Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,12.0,551.6440000000002,2.0,7.0,4.179100000000004
min effect,CHEMBL1082894,C[C@@H](NC(=O)c1cc(-c2nc([C@](C)(N)Cc3ccccc3)no2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,1830.0,551.6440000000002,2.0,7.0,4.179100000000004
min effect,CHEMBL1096681,C[C@@H](NC(=O)c1cc(-c2noc([C@](C)(N)Cc3ccccc3)n2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,2060.0,551.6440000000002,2.0,7.0,4.179100000000004
inactive,CHEMBL1096682,C[C@@H](NC(=O)c1cc(-c2nnc([C@](C)(N)Cc3ccccc3)s2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,29900.0,567.7120000000002,2.0,7.0,4.647600000000004
active,CHEMBL1096683,C[C@@H](NC(=O)c1cc(-c2ncc([C@](C)(N)Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,7.0,550.6560000000002,2.0,6.0,4.784100000000004
active,CHEMBL1092146,C[C@@H](NC(=O)c1cc(-c2ccc(C(C)(N)Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,20.0,549.6680000000002,2.0,5.0,5.389100000000005
active,CHEMBL1092147,C[C@@H](NC(=O)c1cc(-c2n[nH]c([C@](C)(N)Cc3ccccc3)n2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,822.0,550.6600000000002,3.0,6.0,3.914200000000003
inactive,CHEMBL1090415,C[C@@H](NC(=O)c1cc(N(C)S(C)(=O)=O)cc(-n2cc([C@](C)(N)Cc3ccccc3)nn2)c1)c1ccc(F)cc1,16300.0,550.6600000000003,2.0,7.0,3.709800000000002
active,CHEMBL1076901,CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](COCc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccccc1,3.6,814.018,5.0,8.0,4.732900000000003
active,CHEMBL1076902,CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](COCc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccccc1,6.6,849.998,5.0,8.0,5.011100000000004
active,CHEMBL1076905,CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccccc1,3.1,835.971,5.0,8.0,4.873300000000004
active,CHEMBL1076906,CC(C)[C@H](NC(=O)[C@@H](C)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccccc1,10.0,835.971,5.0,8.0,4.873300000000004
inactive,CHEMBL1076907,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@@H](COCc1cc(F)cc(F)c1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C,10000.0,822.0290000000001,6.0,9.0,4.597700000000005
min effect,CHEMBL1076908,CNC(=O)c1cc(C(=O)N[C@@H](COCc2cc(F)cc(F)c2)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc2ccccc2)C(C)C)cc(N(C)S(C)(=O)=O)c1,1260.0,759.873,5.0,8.0,2.8797000000000024
inactive,CHEMBL1076909,C[C@H](C[C@H](O)[C@H](COCc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NC1CC1,10000.0,700.8050000000001,4.0,7.0,3.832500000000003
min effect,CHEMBL1076910,CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](COCc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccc(F)cc1,3600.0,867.988,5.0,8.0,5.150200000000004
min effect,CHEMBL1076901,CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](COCc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccccc1,1000.0,814.018,5.0,8.0,4.732900000000003
min effect,CHEMBL1076902,CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](COCc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccccc1,4500.0,849.998,5.0,8.0,5.011100000000004
active,CHEMBL1076905,CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccccc1,160.0,835.971,5.0,8.0,4.873300000000004
active,CHEMBL1076906,CC(C)[C@H](NC(=O)[C@@H](C)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccccc1,340.0,835.971,5.0,8.0,4.873300000000004
min effect,CHEMBL1080295,Cc1ccc(NC(=O)CN2C(=O)/C(=N\NC(=O)c3cc([N+](=O)[O-])ccc3O)c3ccccc32)cc1,2400.0,473.44500000000016,3.0,7.0,2.7282200000000003
min effect,CHEMBL1080086,O=C(CN1C(=O)/C(=N\NC(=O)c2cc([N+](=O)[O-])ccc2O)c2ccccc21)NC1CCCCC1,4800.0,465.4660000000003,3.0,7.0,2.2300000000000004
inactive,CHEMBL582044,NC1=NC(c2ccccc2)(c2ccccc2)C2=NCCCN12,38000.0,290.37000000000006,1.0,4.0,2.3627000000000002
min effect,CHEMBL291784,CN1C(=O)C(c2ccccc2)(c2ccccc2)N=C1N,3600.0,265.31600000000003,1.0,3.0,1.7168999999999999
min effect,CHEMBL597233,CN1C(=O)C(c2ccccc2)(c2ccncc2)N=C1N,2680.0,266.30400000000003,1.0,4.0,1.1118999999999999
min effect,CHEMBL1093066,CN1C(=O)[C@](c2ccncc2)(c2cccc(-c3cc(F)ccc3F)c2)N=C1N,3810.0,378.3820000000001,1.0,4.0,3.057100000000001
active,CHEMBL1092788,CN1C(=O)[C@@](c2ccncc2)(c2cccc(-c3cc(F)ccc3F)c2)N=C1N,20.0,378.3820000000001,1.0,4.0,3.057100000000001
active,CHEMBL598876,CN1C(=O)C(c2ccncc2)(c2cccc(-c3ccccc3)c2)N=C1N,130.0,342.4020000000001,1.0,4.0,2.7789
active,CHEMBL1092124,COc1cccc(-c2cccc(C3(c4ccncc4)N=C(N)N(C)C3=O)c2)c1,30.0,372.4280000000001,1.0,5.0,2.7875000000000005
active,CHEMBL1092125,CN1C(=O)C(c2ccncc2)(c2cccc(-c3cccc(OC(F)(F)F)c3)c2)N=C1N,250.0,426.39800000000014,1.0,5.0,3.677500000000002
active,CHEMBL1092475,CN1C(=O)C(c2ccncc2)(c2cccc(-c3cccc(C#N)c3)c2)N=C1N,40.0,367.41200000000015,1.0,5.0,2.6505799999999997
active,CHEMBL1092476,CN1C(=O)C(c2ccncc2)(c2cccc(-c3cccc(F)c3)c2)N=C1N,50.0,360.3920000000001,1.0,4.0,2.918
active,CHEMBL1092786,CN1C(=O)C(c2ccncc2)(c2cccc(-c3cccc(F)c3F)c2)N=C1N,40.0,378.3820000000001,1.0,4.0,3.057100000000001
active,CHEMBL1091463,CN1C(=O)C(c2ccncc2)(c2cccc(-c3cc(F)cc(F)c3)c2)N=C1N,60.0,378.3820000000001,1.0,4.0,3.057100000000001
active,CHEMBL1091441,CN1C(=O)C(c2ccncc2)(c2cccc(-c3ccsc3)c2)N=C1N,240.0,348.4310000000001,1.0,5.0,2.8404000000000007
active,CHEMBL1090025,CN1C(=O)C(c2ccncc2)(c2cccc(-c3ccoc3)c2)N=C1N,630.0,332.3630000000001,1.0,5.0,2.3719
active,CHEMBL1090026,CN1C(=O)C(c2ccncc2)(c2cccc(-c3cnccn3)c2)N=C1N,70.0,344.3780000000001,1.0,6.0,1.5689
active,CHEMBL604590,CN1C(=O)C(c2ccncc2)(c2cccc(-c3cccnc3)c2)N=C1N,60.0,343.3900000000001,1.0,5.0,2.1739
active,CHEMBL1090027,CN1C(=O)C(c2ccncc2)(c2cccc(-c3cccnc3F)c2)N=C1N,30.0,361.3800000000001,1.0,5.0,2.3129999999999997
active,CHEMBL1092787,CN1C(=O)C(c2ccncc2)(c2cccc(-c3cc(F)ccc3F)c2)N=C1N,50.0,378.3820000000001,1.0,4.0,3.057100000000001
active,CHEMBL1090543,Nc1nc(Cn2c(-c3ccc(Oc4cncnc4)cc3)ccc2-c2ccccc2Cl)ccc1NCCO,70.0,513.0010000000002,3.0,8.0,5.487500000000004
active,CHEMBL1090542,Nc1nc(Cn2c(-c3ccc(Oc4cncnc4)cc3)ccc2-c2ccccc2Cl)ccc1OCCO,40.0,513.9850000000002,2.0,8.0,5.454400000000005
active,CHEMBL1089204,CCCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2ccc(NCCCO)c(N)n2)cc1,220.0,519.0890000000003,3.0,6.0,6.864300000000009
active,CHEMBL1089186,CCCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2ccc(NCCO)c(N)n2)cc1,170.0,505.06200000000024,3.0,6.0,6.474200000000009
active,CHEMBL1093807,CCCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2ccc(OCCO)c(N)n2)cc1,110.0,506.0460000000003,2.0,6.0,6.441100000000008
active,CHEMBL1093806,Nc1cccc(Cn2c(-c3ccc(Nc4cncnc4)cc3)ccc2-c2ccccc2Cl)n1,980.0,452.9490000000001,2.0,6.0,6.034600000000004
active,CHEMBL1092913,Nc1cccc(Cn2c(-c3ccc(Oc4cccs4)cc3)ccc2-c2ccccc2Cl)n1,290.0,457.98600000000016,1.0,5.0,7.3548000000000044
active,CHEMBL1092912,Nc1cccc(Cn2c(-c3ccc(Oc4cccnn4)cc3)ccc2-c2ccccc2Cl)n1,410.0,453.93300000000016,1.0,6.0,6.083300000000004
active,CHEMBL1092000,Nc1cccc(Cn2c(-c3ccc(Oc4cnccn4)cc3)ccc2-c2ccccc2Cl)n1,460.0,453.93300000000016,1.0,6.0,6.083300000000004
active,CHEMBL1091999,Nc1cccc(Cn2c(-c3ccc(Oc4cncnc4)cc3)ccc2-c2ccccc2Cl)n1,100.0,453.93300000000016,1.0,6.0,6.083300000000004
active,CHEMBL1091592,Nc1cccc(Cn2c(-c3ccc(Oc4ccccn4)cc3)ccc2-c2ccccc2Cl)n1,810.0,452.9450000000001,1.0,5.0,6.688300000000004
active,CHEMBL1091220,Nc1cccc(Cn2c(-c3ccc(Oc4cccnc4)cc3)ccc2-c2ccccc2Cl)n1,410.0,452.9450000000001,1.0,5.0,6.688300000000004
active,CHEMBL1091219,Nc1cccc(Cn2c(-c3ccc(Oc4ccncc4)cc3)ccc2-c2ccccc2Cl)n1,590.0,452.9450000000001,1.0,5.0,6.688300000000004
active,CHEMBL1091343,Nc1cccc(Cn2c(-c3ccc(Oc4ccccc4)cc3)ccc2-c2ccccc2Cl)n1,850.0,451.95700000000016,1.0,4.0,7.293300000000005
min effect,CHEMBL1093121,Nc1cccc(Cn2c(-c3ccccc3)ccc2-c2ccc(C(=O)NC3CCC3)cc2)n1,3400.0,422.53200000000027,2.0,4.0,5.129900000000005
min effect,CHEMBL1093120,Nc1cccc(Cn2c(-c3ccccc3)ccc2-c2ccc(C(=O)NC3CC3)cc2)n1,1200.0,408.5050000000002,2.0,4.0,4.739800000000004
