,HD,HA,logP,MW,sum,bioactivity_class,molecule_chembl_id,canonical_smiles,Molecular Weight,Number of Hydrogen Donors,Number of Hydrogen Acceptors,OWPC,pIC50
3526,0,0,0,0,0,active,CHEMBL3127082,C[C@@]12COCC[C@H]1Oc1ccc(-c3cccnc3F)cc1[C@@]21COC(N)=N1,369.396,1,6,2.6155,6.397940009
3527,0,0,0,0,0,active,CHEMBL3127094,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1O[C@@H]1CCOC[C@H]12,355.369,1,6,2.2254,6.568636236
3528,0,0,0,0,0,active,CHEMBL3127091,NC1=N[C@@]2(CO1)c1cc(-c3cncc(Cl)c3)ccc1O[C@H]1CCOC[C@@H]12,371.824,1,6,2.7397,6.638272164
3529,0,0,0,0,0,active,CHEMBL3127076,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,352.394,1,7,1.8714,6.744727495
3530,0,0,0,0,0,active,CHEMBL3127098,NC1=N[C@@]2(CS1)c1cc(-c3cccnc3F)ccc1O[C@@H]1CCOC[C@H]12,371.437,1,6,2.942,6.744727495
3531,0,0,0,0,0,active,CHEMBL3124962,C[C@H]1OCC[C@H]2Oc3ccc(-c4cccnc4F)cc3[C@@]3(CSC(N)=N3)[C@H]12,385.464,1,6,3.3305,6.769551079
3532,0,0,0,0,0,active,CHEMBL3127078,C[C@H]1OCC[C@H]2Oc3ccc(-c4cccnc4F)cc3[C@@]3(COC(N)=N3)[C@H]12,369.396,1,6,2.6139,6.769551079
3533,0,0,0,0,0,active,CHEMBL3127092,NC1=N[C@@]2(CO1)c1cc(-c3cncc(Cl)c3)ccc1O[C@@H]1CCOC[C@H]12,371.824,1,6,2.7397,6.920818754
3534,0,0,0,0,0,active,CHEMBL3127083,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccc(OC(F)F)c3)c(F)cc1O[C@H]1CCOC[C@@H]12,447.413,1,6,2.8736,7.004364805
3535,0,0,0,0,0,active,CHEMBL3127074,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cncc(F)c3)ccc1O2,369.396,1,6,2.6155,7.004364805
3536,0,0,0,0,0,active,CHEMBL3127075,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cccnc3F)ccc1O2,369.396,1,6,2.6155,7.036212173
3537,0,0,0,0,0,active,CHEMBL3127072,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cccnc3F)c(F)cc1O2,387.386,1,6,2.7546,7.045757491
3538,0,0,0,0,0,active,CHEMBL3127097,NC1=N[C@@]2(CS1)c1cc(-c3cncc(Cl)c3)ccc1O[C@@H]1CCOC[C@H]12,387.892,1,6,3.4563,7.102372909
3539,0,0,0,0,0,active,CHEMBL3127071,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cncc(Cl)c3)c(F)cc1O2,403.841,1,6,3.2689,7.214670165
3540,0,0,0,0,0,active,CHEMBL3127105,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cc(F)cc(Cl)c3)ccc1O[C@H]1CCOC[C@@H]12,415.852,1,5,2.9256,7.356547324
3541,0,0,0,0,0,active,CHEMBL3127100,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cc(F)cc(Cl)c3)ccc1O2,402.853,1,5,3.8739,7.387216143
3542,0,0,0,0,0,active,CHEMBL3127090,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cncnc3)ccc1O[C@H]1CCOC[C@@H]12,365.393,1,7,0.9231,7.408935393
3543,0,0,0,0,0,active,CHEMBL3127099,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cccc(C#N)c3)ccc1O2,375.428,1,6,2.95308,7.455931956
3544,0,0,0,0,0,active,CHEMBL3127102,COc1cccc(-c2ccc3c(c2)[C@]2(N=C(N)N(C)C2=O)[C@H]2COCC[C@@H]2O3)c1,393.443,1,6,2.1417,7.568636236
3545,0,0,0,0,0,active,CHEMBL3127073,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cncc(Cl)c3)ccc1O2,385.851,1,6,3.1298,7.638272164
3546,0,0,0,0,0,active,CHEMBL3127089,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cncc(C#N)c3)ccc1O[C@H]1CCOC[C@@H]12,389.415,1,7,1.39978,7.677780705
3547,0,0,0,0,0,active,CHEMBL3127103,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccc(OC(F)F)c3)ccc1O[C@H]1CCOC[C@@H]12,429.423,1,6,2.7345,7.677780705
3548,0,0,0,0,0,active,CHEMBL3127084,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)c(F)cc1O[C@H]1CCOC[C@@H]12,400.385,1,6,1.8063,7.721246399
3549,0,0,0,0,0,active,CHEMBL3127077,C[C@H]1OCC[C@H]2Oc3ccc(-c4cccnc4F)cc3[C@]3(N=C(N)N(C)C3=O)[C@H]12,396.422,1,6,2.0557,7.769551079
3550,0,0,0,0,0,active,CHEMBL3127086,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cncc(F)c3)ccc1O[C@H]1CCOC[C@@H]12,382.395,1,6,1.6672,7.795880017
3551,0,0,0,0,0,active,CHEMBL3127104,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1O[C@H]1CCOC[C@@H]12,388.427,1,6,2.00478,7.853871964
3552,0,0,0,0,0,active,CHEMBL3127081,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cncnc3)ccc1O[C@H]1CCOC[C@@]12C,379.42,1,7,1.3132,7.886056648
3553,0,0,0,0,0,active,CHEMBL3127087,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cncc(Cl)c3)ccc1O[C@H]1CCOC[C@@H]12,398.85,1,6,2.1815,7.958607315
3554,0,0,0,0,0,active,CHEMBL3127106,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1O[C@H]1CCOC[C@@H]12,382.395,1,6,1.6672,8.004364805
3555,0,0,0,0,0,active,CHEMBL3127088,COc1cncc(-c2ccc3c(c2)[C@]2(N=C(N)N(C)C2=O)[C@H]2COCC[C@@H]2O3)c1,394.431,1,7,1.5367,8.080921908
3556,0,0,0,0,0,active,CHEMBL3127104,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1O[C@H]1CCOC[C@@H]12,388.427,1,6,2.00478,8.13667714
3557,0,0,0,0,0,active,CHEMBL3127079,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1O[C@H]1CCOC[C@@]12C,402.454,1,6,2.39488,8.167491087
3558,0,0,0,0,0,active,CHEMBL3127106,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1O[C@H]1CCOC[C@@H]12,382.395,1,6,1.6672,8.26760624
3559,0,0,0,0,0,active,CHEMBL3127080,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1O[C@H]1CCOC[C@@]12C,396.422,1,6,2.0573,8.292429824
3564,0,0,0,0,0,active,CHEMBL3127094,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1O[C@@H]1CCOC[C@H]12,355.369,1,6,2.2254,6.080921908
3565,0,0,0,0,0,active,CHEMBL3127091,NC1=N[C@@]2(CO1)c1cc(-c3cncc(Cl)c3)ccc1O[C@H]1CCOC[C@@H]12,371.824,1,6,2.7397,6.119186408
3566,0,0,0,0,0,active,CHEMBL3127101,CN1C(=O)[C@]2(N=C1N)c1cc(Br)ccc1O[C@H]1CCOC[C@@H]12,366.215,1,5,1.2286,6.173925197
3567,0,0,0,0,0,active,CHEMBL3127074,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cncc(F)c3)ccc1O2,369.396,1,6,2.6155,6.27572413
3568,0,0,0,0,0,active,CHEMBL3127085,CN1C(=O)[C@@]2(N=C1N)c1cc(-c3cccnc3F)ccc1O[C@@H]1CCOC[C@H]12,382.395,1,6,1.6672,6.30980392
3569,0,0,0,0,0,active,CHEMBL3127092,NC1=N[C@@]2(CO1)c1cc(-c3cncc(Cl)c3)ccc1O[C@@H]1CCOC[C@H]12,371.824,1,6,2.7397,6.356547324
3570,0,0,0,0,0,active,CHEMBL3127076,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,352.394,1,7,1.8714,6.37675071
3571,0,0,0,0,0,active,CHEMBL3127098,NC1=N[C@@]2(CS1)c1cc(-c3cccnc3F)ccc1O[C@@H]1CCOC[C@H]12,371.437,1,6,2.942,6.48148606
3572,0,0,0,0,0,active,CHEMBL3127099,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cccc(C#N)c3)ccc1O2,375.428,1,6,2.95308,6.522878745
3573,0,0,0,0,0,active,CHEMBL3127078,C[C@H]1OCC[C@H]2Oc3ccc(-c4cccnc4F)cc3[C@@]3(COC(N)=N3)[C@H]12,369.396,1,6,2.6139,6.638272164
3574,0,0,0,0,0,active,CHEMBL3127075,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cccnc3F)ccc1O2,369.396,1,6,2.6155,6.657577319
3575,0,0,0,0,0,active,CHEMBL3127097,NC1=N[C@@]2(CS1)c1cc(-c3cncc(Cl)c3)ccc1O[C@@H]1CCOC[C@H]12,387.892,1,6,3.4563,6.657577319
3576,0,0,0,0,0,active,CHEMBL3127073,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cncc(Cl)c3)ccc1O2,385.851,1,6,3.1298,6.721246399
3577,0,0,0,0,0,active,CHEMBL3124962,C[C@H]1OCC[C@H]2Oc3ccc(-c4cccnc4F)cc3[C@@]3(CSC(N)=N3)[C@H]12,385.464,1,6,3.3305,6.920818754
3578,0,0,0,0,0,active,CHEMBL3127072,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cccnc3F)c(F)cc1O2,387.386,1,6,2.7546,7.148741651
3579,0,0,0,0,0,active,CHEMBL3127084,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)c(F)cc1O[C@H]1CCOC[C@@H]12,400.385,1,6,1.8063,7.180456064
3580,0,0,0,0,0,active,CHEMBL3127083,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccc(OC(F)F)c3)c(F)cc1O[C@H]1CCOC[C@@H]12,447.413,1,6,2.8736,7.214670165
3581,0,0,0,0,0,active,CHEMBL3127071,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cncc(Cl)c3)c(F)cc1O2,403.841,1,6,3.2689,7.22184875
3582,0,0,0,0,0,active,CHEMBL3127100,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cc(F)cc(Cl)c3)ccc1O2,402.853,1,5,3.8739,7.26760624
3583,0,0,0,0,0,active,CHEMBL3127090,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cncnc3)ccc1O[C@H]1CCOC[C@@H]12,365.393,1,7,0.9231,7.408935393
3584,0,0,0,0,0,active,CHEMBL3127081,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cncnc3)ccc1O[C@H]1CCOC[C@@]12C,379.42,1,7,1.3132,7.48148606
3585,0,0,0,0,0,active,CHEMBL3127086,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cncc(F)c3)ccc1O[C@H]1CCOC[C@@H]12,382.395,1,6,1.6672,7.48148606
3586,0,0,0,0,0,active,CHEMBL3127105,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cc(F)cc(Cl)c3)ccc1O[C@H]1CCOC[C@@H]12,415.852,1,5,2.9256,7.508638306
3587,0,0,0,0,0,active,CHEMBL3127104,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1O[C@H]1CCOC[C@@H]12,388.427,1,6,2.00478,7.508638306
3588,0,0,0,0,0,active,CHEMBL3127079,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1O[C@H]1CCOC[C@@]12C,402.454,1,6,2.39488,7.537602002
3589,0,0,0,0,0,active,CHEMBL3127088,COc1cncc(-c2ccc3c(c2)[C@]2(N=C(N)N(C)C2=O)[C@H]2COCC[C@@H]2O3)c1,394.431,1,7,1.5367,7.552841969
3590,0,0,0,0,0,active,CHEMBL3127102,COc1cccc(-c2ccc3c(c2)[C@]2(N=C(N)N(C)C2=O)[C@H]2COCC[C@@H]2O3)c1,393.443,1,6,2.1417,7.552841969
3591,0,0,0,0,0,active,CHEMBL3127087,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cncc(Cl)c3)ccc1O[C@H]1CCOC[C@@H]12,398.85,1,6,2.1815,7.568636236
3592,0,0,0,0,0,active,CHEMBL3127106,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1O[C@H]1CCOC[C@@H]12,382.395,1,6,1.6672,7.568636236
3593,0,0,0,0,0,active,CHEMBL3127080,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1O[C@H]1CCOC[C@@]12C,396.422,1,6,2.0573,7.619788758
3594,0,0,0,0,0,active,CHEMBL3127089,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cncc(C#N)c3)ccc1O[C@H]1CCOC[C@@H]12,389.415,1,7,1.39978,7.619788758
3595,0,0,0,0,0,active,CHEMBL3127103,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccc(OC(F)F)c3)ccc1O[C@H]1CCOC[C@@H]12,429.423,1,6,2.7345,7.638272164
3596,0,0,0,0,0,active,CHEMBL3127104,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1O[C@H]1CCOC[C@@H]12,388.427,1,6,2.00478,7.721246399
3597,0,0,0,0,0,active,CHEMBL3127077,C[C@H]1OCC[C@H]2Oc3ccc(-c4cccnc4F)cc3[C@]3(N=C(N)N(C)C3=O)[C@H]12,396.422,1,6,2.0557,7.958607315
3598,0,0,1,0,1,active,CHEMBL78946,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,893.005,12,12,-1.7361,8.15490196
3608,0,0,0,0,0,active,CHEMBL231160,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,632.89,2,8,6.2674,6.966576245
3609,0,0,0,0,0,active,CHEMBL3260838,CN1C(=O)C2(N=C1N)c1cc(-c3cccnc3)ccc1Oc1ccc(-c3cccnc3)cc12,433.471,1,6,3.9466,9.522878745
3610,0,0,0,0,0,active,CHEMBL3260839,CN1C(=O)C2(N=C1N)c1cc(-c3cccnc3F)ccc1Oc1c(F)cc(-c3ccnc(F)c3)cc12,487.441,1,6,4.3639,9.698970004
3611,0,0,0,0,0,active,CHEMBL3260840,COc1ccc2c(c1C)CCc1ccc(-c3cncnc3)cc1C21N=C(N)N(C)C1=O,413.481,1,6,2.58952,7.113509275
3612,0,0,0,0,0,active,CHEMBL3260841,COC1CCC2(CC1)Cc1ccc(-c3cccc(C#N)c3)cc1C21N=C(N)N(C)C1=O,414.509,1,5,3.33878,8.397940009
3613,0,0,0,0,0,active,CHEMBL3260842,COc1cccc(-c2cccc([C@@]3(c4ccncc4)N=C(N)N4CC(F)(F)CN=C43)c2)c1F,451.452,1,6,3.8176,7.510041521
3614,0,0,0,0,0,active,CHEMBL3261044,NC1=N[C@](c2ccc(OC(F)F)cc2)(c2cccc(OCCF)c2)C2=NCC(F)(F)CN12,454.399,1,6,3.5576,8.100015437
3615,0,0,0,0,0,active,CHEMBL3349234,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)C2(CCC(OC)CC2)C3)c1,412.537,1,5,4.236,9.698970004
3616,0,0,0,0,0,inactive,CHEMBL2396987,C[C@@]1(c2ccccc2)CCSC(N)=N1,206.314,1,3,2.3534,4.657577319
3617,0,0,0,0,0,active,CHEMBL2333941,C[C@@]1(c2cc(-c3cncnc3)c(F)cc2F)CCSC(N)=N1,320.368,1,5,3.0886,6.619788758
3618,0,0,0,0,0,active,CHEMBL2347211,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCSC(N)=N1,378.86,2,5,3.7932,7.744727495
3619,0,0,0,0,0,active,CHEMBL3261046,C[C@@]1(c2cc(NC(=O)c3cnc(-n4cccn4)cn3)ccc2F)CCSC(N)=N1,411.466,2,8,2.7205,7.698970004
3620,0,0,0,0,0,active,CHEMBL3261047,C[C@@]1(c2cc(NC(=O)c3cc4cc(F)ccc4[nH]3)ccc2F)CCSC(N)=N1,400.454,3,4,4.3652,7.698970004
3621,0,0,0,0,0,active,CHEMBL3261048,C[C@@]1(c2cc(Nc3ncccc3Cl)ccc2F)CCSC(N)=N1,350.85,2,5,4.2845,7.080921908
3622,0,0,0,0,0,active,CHEMBL3261049,COc1cccnc1Nc1ccc(F)c([C@]2(C)CCSC(N)=N2)c1,346.431,2,6,3.6397,7.283996656
3623,0,0,0,0,0,active,CHEMBL3261050,COc1cnc(C(=O)Nc2cccc([C@]3(C4CCCCC4)CSC(N)=N3)c2)cn1,411.531,2,7,3.5746,6.289036881
3624,0,0,0,0,0,active,CHEMBL2347203,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CCOC(N)=N1,353.357,2,6,2.29488,7.26760624
3625,0,0,0,0,0,active,CHEMBL3261052,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O[C@@H]2CC(F)(F)C[C@@H]21,429.402,2,6,3.31868,8.769551079
3626,0,0,0,0,0,active,CHEMBL2331708,NC1=N[C@@]2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)C[C@H]2CCS1,372.881,2,5,3.6541,8.301029996
3627,0,0,0,0,0,active,CHEMBL2331712,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(Cl)cn4)ccc3F)C[C@H]2CCS1,390.871,2,5,3.7932,7.585026652
3628,0,0,0,0,0,active,CHEMBL3261053,N#Cc1ccc(C(=O)Nc2cccc([C@]34C[C@H]3CCSC(N)=N4)c2)nc1,363.446,2,6,2.87238,7.508638306
3629,0,0,0,0,0,active,CHEMBL2331713,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]34C[C@H]3CCSC(N)=N4)c2)nc1,381.436,2,6,3.01148,7.22184875
3630,0,0,0,0,0,active,CHEMBL2396989,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)COC[C@H]2CS1,390.415,2,6,2.5153,7.692503962
3631,0,0,0,0,0,active,CHEMBL3261063,CC1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)COCC(N)=N1,344.802,2,5,2.5899,6.619788758
3632,0,0,0,0,0,active,CHEMBL3261064,NC1=N[C@](CF)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)COC1,362.792,2,5,2.5395,7.585026652
3633,0,0,0,0,0,active,CHEMBL3261065,NC1=NC(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)(C(F)F)COC1,380.782,2,5,2.8351,7.522878745
3634,0,0,0,0,0,active,CHEMBL3261066,NC1=NC(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)(C(F)(F)F)COC1,398.772,2,5,3.1323,6.37675071
3635,0,0,0,0,0,active,CHEMBL3261067,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)c1,449.408,2,6,3.5767,8
3636,0,0,0,0,0,active,CHEMBL3261068,Cc1cc(C#N)cnc1C(=O)Nc1cc([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)c(F)cn1,450.396,2,7,2.9717,8.698970004
3637,0,0,0,0,0,active,CHEMBL3261069,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)n1,450.396,2,7,2.9717,7.113509275
3638,0,0,0,0,0,active,CHEMBL3261074,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)nc1,389.337,2,6,2.19248,7.552841969
3639,0,0,0,0,0,inactive,CHEMBL3261080,CC1=CSC(N)=NN1,129.188,2,4,0.4138,3
3640,0,0,0,0,0,inactive,CHEMBL3261081,NC1=Nc2ccccc2CS1,164.233,1,3,1.8796,3.102372909
3641,0,0,0,0,0,active,CHEMBL3261058,CC1(c2cccc(NC(=O)c3ncc(F)cc3F)c2)COCC(N)=N1,346.337,2,5,2.2147,6.920818754
3642,0,0,0,0,0,active,CHEMBL3261059,CC1(c2cccc(Nc3ccon3)c2)COCC(N)=N1,272.308,2,6,2.0208,6.236572006
3643,0,0,0,0,0,active,CHEMBL3261060,CC1(c2cccc(-c3cncnc3)c2)COCC(N)=N1,268.32,1,5,1.7462,6.148741651
3644,0,0,0,0,0,active,CHEMBL2403779,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(Cl)cn4)ccc3F)C[C@H]2COC1,374.803,2,5,2.729,7.13667714
3645,0,0,0,0,0,inactive,CHEMBL3261061,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C[C@@H](c2ccccc2)OCC(N)=N1,452.917,2,5,4.8604,3.847711656
3646,0,0,0,0,0,active,CHEMBL2403778,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)COCCC(N)=N1,376.819,2,5,3.1191,7.958607315
3647,0,0,0,0,0,active,CHEMBL3261062,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)COCC1(F)F,412.799,2,5,3.3643,9
3648,0,0,0,0,0,active,CHEMBL3261078,CC1(C)C(N)=N[C@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CS1(=O)=O,438.912,2,6,2.9058,9
3649,0,0,0,0,0,active,CHEMBL3261079,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CS(=O)(=O)C2(CCCCC2)C(=N)N1,478.977,3,5,4.03977,8.075720714
3650,0,0,0,0,0,active,CHEMBL3261075,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cn2cccc2C(N)=N1,388.406,2,6,2.78048,7.709965389
3651,0,0,0,0,0,active,CHEMBL3261076,C[C@]1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)N=C(N)Cn2nccc21,380.839,2,6,2.8181,7.309981219
3652,0,0,0,0,0,active,CHEMBL3261077,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cc2cccn2C(N)=N1,388.406,2,6,2.78048,7.443697499
3653,0,0,0,0,0,active,CHEMBL3261051,CC#CCOc1cnc(C(=O)Nc2ccc(F)c(C34COCC3COC(N)=N4)c2)cn1,425.42,2,8,1.4567,7.568636236
3654,0,0,0,0,0,active,CHEMBL3260842,COc1cccc(-c2cccc([C@@]3(c4ccncc4)N=C(N)N4CC(F)(F)CN=C43)c2)c1F,451.452,1,6,3.8176,7.698970004
3655,0,0,0,0,0,active,CHEMBL3261044,NC1=N[C@](c2ccc(OC(F)F)cc2)(c2cccc(OCCF)c2)C2=NCC(F)(F)CN12,454.399,1,6,3.5576,7.494850022
3656,0,0,0,0,0,active,CHEMBL3261070,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)CO[C@@H]1F,380.782,2,5,3.0246,7.698970004
3657,0,0,0,0,0,active,CHEMBL1957468,COc1cccc(-c2cccc(C3(c4ccncc4)N=C(N)N4CCCN=C43)c2)c1F,415.472,1,6,3.5724,7.045757491
3658,0,0,0,0,0,active,CHEMBL3261071,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)CO[C@H]1C(F)F,412.799,2,5,3.3627,7.397940009
3659,0,0,0,0,0,active,CHEMBL3261072,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)CO[C@H]1C(F)(F)F,430.789,2,5,3.6599,7.468521083
3660,0,0,0,0,0,active,CHEMBL3261073,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)CO[C@@]1(F)C(F)(F)F,448.779,2,5,3.9571,7.602059991
3661,0,0,0,0,0,active,CHEMBL3265330,NC1=N[C@@]2(CO1)c1cc(-c3cncc(Cl)c3)ccc1O[C@@H]1COCC[C@H]12,371.824,1,6,2.7397,6.958607315
3662,0,0,0,0,0,active,CHEMBL3265331,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1O[C@@H]1COCC[C@H]12,355.369,1,6,2.2254,6.823908741
3663,0,0,0,0,0,active,CHEMBL3265332,NC1=N[C@@]2(CO1)c1cc(-c3cncc(F)c3)ccc1O[C@@H]1COCC[C@H]12,355.369,1,6,2.2254,6.443697499
3664,0,0,0,0,0,active,CHEMBL3265333,N#Cc1cccc(-c2ccc3c(c2)[C@@]2(COC(N)=N2)[C@@H]2CCOC[C@H]2O3)c1,361.401,1,6,2.56298,6.522878745
3665,0,0,0,0,0,active,CHEMBL3265334,NC1=N[C@@]2(CO1)c1cc(-c3cc(F)cc(Cl)c3)ccc1O[C@@H]1COCC[C@H]12,388.826,1,5,3.4838,7.22184875
3667,0,0,0,0,0,inactive,CHEMBL3265336,C[C@]12COCC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cncc(Cl)c3)ccc1O2,385.851,1,6,3.1298,4.795880017
3668,0,0,0,0,0,active,CHEMBL3265330,NC1=N[C@@]2(CO1)c1cc(-c3cncc(Cl)c3)ccc1O[C@@H]1COCC[C@H]12,371.824,1,6,2.7397,7.698970004
3669,0,0,0,0,0,active,CHEMBL3265331,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1O[C@@H]1COCC[C@H]12,355.369,1,6,2.2254,7.096910013
3670,0,0,0,0,0,active,CHEMBL3265332,NC1=N[C@@]2(CO1)c1cc(-c3cncc(F)c3)ccc1O[C@@H]1COCC[C@H]12,355.369,1,6,2.2254,7.045757491
3671,0,0,0,0,0,active,CHEMBL3265333,N#Cc1cccc(-c2ccc3c(c2)[C@@]2(COC(N)=N2)[C@@H]2CCOC[C@H]2O3)c1,361.401,1,6,2.56298,6.853871964
3672,0,0,0,0,0,active,CHEMBL3265334,NC1=N[C@@]2(CO1)c1cc(-c3cc(F)cc(Cl)c3)ccc1O[C@@H]1COCC[C@H]12,388.826,1,5,3.4838,6.958607315
3673,0,0,0,0,0,active,CHEMBL3265335,NC1=N[C@@]2(CO1)c1cc(-c3cncc(Cl)c3)ccc1O[C@H]1COCC[C@@H]12,371.824,1,6,2.7397,6.886056648
3675,0,0,0,0,0,inactive,CHEMBL3265338,NC1=N[C@]2(CO1)c1cc(-c3cncc(Cl)c3)ccc1O[C@@H]1COCC[C@H]12,371.824,1,6,2.7397,4.769551079
3677,0,0,0,0,0,inactive,CHEMBL3287407,COc1cc2c(c(O)c1C)C(=O)[C@@]1(O)c3cccc(OC)c3OC[C@@H]1O2,358.346,2,7,1.94172,4.206139799
3678,0,0,0,0,0,inactive,CHEMBL3287408,COc1cc2oc3c(c(=O)c2c(O)c1C)-c1ccccc1OC3OC,340.331,1,6,3.52002,3
3681,0,0,0,1,1,inactive,CHEMBL2397757,C=C[C@H](c1ccccc1O)c1cc(O)c(OC)cc1OC,286.327,2,4,3.4329,3.744727495
