"","naAromAtom","nAtom","nN","nCl","BCUTw.1h","BCUTp.1l","BCUTp.1h","nBondsD","SpMax1_Bhs","SpMax2_Bhs","C2SP1","C1SP2","C2SP2","C3SP2","C1SP3","C3SP3","C4SP3","SCH.7","SC.3","VC.3","SPC.4","MIC0","nAtomLAC","piPC6","R_TpiPCTPC","n5Ring","n6Ring","nF9Ring","nF10Ring","nHeteroRing","n6HeteroRing","VE3_D","VR1_D","pIC50"
"26",12,74,3,0,31.9720728858079,5.76110476425252,11.8086882761281,4,5.18340805727774,4.87086261546106,0,1,10,3,1,1,0,0.452911625378066,3.43812830476921,1.48887121943247,6.51666028315011,16.379704384121,4,5.98220304146025,3.70676736441484,1,2,0,0,0,0,-7.3081091377893,520.652066774191,6.74472749489669
"27",12,70,3,0,31.9726785685682,5.76620937197736,11.770357957851,4,5.11134361319664,4.78898047934219,0,1,11,3,1,1,0,0.448145712176571,3.32059317216986,1.46516646523445,5.54277085100003,16.1662483043238,4,5.95047977892415,4.34667119565217,0,2,0,0,0,0,-9.42081080257459,840.40960661917,7.45593195564972
"28",12,66,4,0,31.9720727406617,5.09702856562769,11.7256688824786,4,5.07195661543873,4.76034465953959,0,2,9,3,1,0,0,0.321465769612263,3.31471380876818,1.33663912334417,6.06439693633285,17.7498282578873,4,5.89732555619412,3.83942307692308,0,2,0,0,0,0,-7.48220739720787,356.878649280566,6.0087739243075
"29",12,72,3,0,31.9726785685682,5.75566242323516,11.7492636276926,3,5.18167800291911,4.86176884203849,0,1,9,3,1,1,0,0.448145712176571,3.32059317216986,1.52425002913254,5.54277085100002,15.9854728781076,4,5.81804078724964,3.58770380434783,0,2,0,0,0,0,-9.42081080257456,840.409606619175,6.3767507096021
"30",12,77,3,0,31.9720729360668,5.79102587686485,11.8200252276954,4,5.19628015948155,4.88397677085934,0,1,10,3,1,1,0,0.380391334711142,3.43812830476921,1.48887121943247,6.51666028315011,16.1216638106313,4,5.98723687307451,3.64604474169742,0,3,0,0,0,0,-7.87748654058844,407.334468084313,6.34678748622466
"31",18,72,3,0,31.9726786701621,5.77872317029681,11.7953869801063,3,5.02627488412009,4.70103978669141,0,1,14,4,1,0,0,0.402463365627516,3.32059317216986,1.43797701409837,5.77847311139554,15.9712549428988,4,6.01524210701898,4.96030036407767,0,3,0,0,0,0,-9.40236137404643,415.361380565546,5.33441900898205
"32",18,73,3,0,31.9720729237553,5.82931210278694,11.8965858540936,4,4.94827661100528,4.62075756057767,0,2,14,5,1,0,0,0.380391334711142,3.43812830476921,1.45732976801783,6.51666028315011,15.8722926694652,4,6.1583022622111,5.09707968173432,0,3,0,0,0,0,-7.87748654058844,407.334468084313,5.88605664769316
"33",18,73,3,0,31.9726787336693,5.79342341721605,11.8247950266004,3,5.03628728111646,4.71147074893747,0,1,14,4,1,0,0,0.380391334711142,3.43812830476921,1.45927456586952,6.51666028315012,16.4598975673099,4,6.08932828199543,4.90560136070111,0,3,0,0,0,0,-7.87748654058851,407.334468084312,5.22914798835786
"34",18,71,3,0,31.9720729363217,5.78875012681091,11.8155130899411,4,5.01635871574653,4.70445636214184,0,1,15,4,1,0,0,0.380391334711142,3.43812830476921,1.4199724566775,6.51666028315011,16.6310997971988,4,6.1583022622111,5.09707968173432,0,3,0,0,0,0,-7.87748654058844,407.334468084313,7.0087739243075
"35",18,76,3,0,31.9726787844802,5.78340415248617,11.8047570695206,3,5.05212732182632,4.72781266958792,0,1,14,4,1,0,0,0.393634553260967,3.51883795400012,1.50763802168307,6.37130370421786,16.1990044907527,4,6.01249191430006,4.30346315298507,0,3,0,0,0,0,-11.5257761055169,398.787207165402,5.25963731050576
"36",18,74,3,0,31.9720729865857,5.65543640759647,11.7954752845861,4,5.03262201052918,4.71737471578666,0,1,15,4,1,0,0,0.393634553260967,3.51883795400011,1.47562800088264,6.37130370421786,16.3611880199502,4,6.079074703127,4.4980177238806,0,3,0,0,0,0,-11.525776105517,398.787207165402,5.85387196432176
"37",12,67,3,0,31.9720727351122,5.18077862606197,11.7361378825497,4,5.09004757511961,4.77562807718197,0,1,10,3,2,0,0,0.321465769612263,3.31471380876818,1.35777687068489,6.06439693633284,17.0489765863377,4,5.89732555619412,3.83942307692308,0,2,0,0,0,0,-7.48220739720787,356.878649280567,5.82390874094432
"38",16,45,4,0,78.9183374765857,5.50893211556896,11.1701689053017,1,4.69146186502569,4.04777274435861,0,1,14,1,4,0,0,0.467723064469859,1.49379349181162,0.839312554829368,3.59741376147172,22.6986193861037,0,6.2844256297837,7.42702244454437,0,4,0,1,2,2,-6.47721171273253,221.164453287512,5.45593195564972
"39",16,46,3,0,78.9183374761242,5.75620477756127,11.2938060034833,1,4.67201668306351,4.006730350288,0,1,13,3,4,0,0,0.456910021803449,1.43262568545419,0.854550677253194,3.56362428338105,21.717632202008,0,6.26053703031059,7.28104065444641,0,4,0,1,1,1,-13.8852597329216,231.938327007436,6
"40",12,86,4,0,31.9726788282554,5.02995134079719,11.7577441821222,4,5.10619256857738,4.78350457934878,0,2,9,3,6,3,0,0.363115152821926,3.99612183819283,2.11074584828623,6.53509844308744,15.41902175801,3,5.82544685702056,3.47882860040568,0,2,0,0,0,0,-7.04199665210454,416.02405836767,7.63827216398241
"41",12,86,4,0,31.9726788282554,5.02995134079719,11.7577441821222,4,5.10619256857738,4.78350457934878,0,2,9,3,6,3,0,0.363115152821926,3.99612183819283,2.11074584828623,6.53509844308744,15.41902175801,3,5.82544685702056,3.47882860040568,0,2,0,0,0,0,-7.04199665210454,416.02405836767,7.69897000433602
"42",24,91,5,0,31.9720735278625,4.04466780999414,11.793361721109,5,4.95961351871374,4.82662084895168,0,3,19,5,4,0,0,0.393634553260967,4.27891760938596,1.73804969139872,8.19248014712151,17.3980597364841,3,6.23930071101256,4.08823529411765,0,4,0,0,0,0,-8.05989990812455,621.288132077303,6.13608262304214
"43",18,91,5,0,31.972073553026,4.04467001220545,11.7941289001875,6,5.05918409061788,4.95346607556618,0,4,14,4,4,0,0,0.604157334976033,4.63704015379763,1.84925643727609,9.19257775658314,18.2998837725239,3,6.18813577809108,3.72550611153552,1,3,0,0,1,0,-15.2270327591113,734.889888776941,4.69897000433602
"44",18,91,5,0,31.972073553026,4.04467001220545,11.7941289001875,6,5.05918409061788,4.95346607556618,0,4,14,4,4,0,0,0.604157334976033,4.63704015379763,1.84925643727609,9.19257775658314,18.2998837725239,3,6.18813577809108,3.72550611153552,1,3,0,0,1,0,-15.2270327591113,734.889888776941,4.76447155309245
"45",24,91,5,0,31.9720735278625,4.04466780999414,11.793361721109,5,4.95961351871374,4.82662084895168,0,3,19,5,4,0,0,0.393634553260967,4.27891760938596,1.73804969139872,8.19248014712151,17.3980597364841,3,6.23930071101256,4.08823529411765,0,4,0,0,0,0,-8.05989990812455,621.288132077303,6.8569851997459
"46",18,85,5,0,31.9720733266196,4.04466644797596,11.7931093980648,5,5.04057227640457,4.9297311730376,0,3,14,4,3,0,0,0.505661055532686,4.27891760938596,1.76453612849837,7.84673467224834,17.9311252331138,3,6.14405150495906,4.00186487638534,0,3,0,0,0,0,-14.5313580407714,546.570712951206,6.87614835903291
