,bioactivity_class,molecule_chembl_id,canonical_smiles,Molecular Weight,Number of Hydrogen Donors,Number of Hydrogen Acceptors,OWPC,pIC50
8783,active,CHEMBL3930667,C[C@@]1(c2cc(NC(=O)N3CC=C(C#CC4CC4)CC3)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,464.46300000000014,2.0,4.0,4.284200000000003,6.279840696594042
8784,active,CHEMBL3934414,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)n2)c(Cl)c1,461.80300000000017,2.0,7.0,3.411100000000001,7.292429823902062
8785,active,CHEMBL3957666,NC1=NC(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)(C(F)F)C[C@@H](C(F)(F)F)O1,466.76900000000006,2.0,5.0,4.252700000000002,7.259637310505756
8786,active,CHEMBL3968711,NC1=N[C@](CF)(c2nc(NC(=O)c3nn(C(F)F)cc3Cl)ccc2F)C[C@@H](C(F)(F)F)O1,488.75100000000015,2.0,7.0,3.548700000000001,7.508638306165727
8787,active,CHEMBL3923202,CC(C)(C)OC(=O)N(C(=O)c1ccccc1)C1=N[C@](C)(c2cc(Br)cnc2F)C[C@@H](C(F)(F)F)O1,560.3420000000003,0.0,6.0,5.983100000000005,6.8794260687941495
8788,active,CHEMBL3939821,COc1cnc(C(=O)Nc2cnc(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,428.34600000000006,2.0,8.0,2.1526999999999994,7.508638306165727
8789,active,CHEMBL3936327,COc1ccc(C(=O)Nc2cnc(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,427.35800000000006,2.0,7.0,2.7577,7.619788758288393
8790,active,CHEMBL3966149,C[C@@]1(c2cc(NC(=O)c3ccc(F)cn3)cnc2F)C[C@@H](C(F)(F)F)OC(N)=N1,415.3220000000002,2.0,6.0,2.8882000000000003,7.420216403383189
8791,active,CHEMBL3927382,C[C@@]1(c2cc(NC(=O)c3ccc(OCC(F)(F)F)cn3)cnc2F)C[C@@H](C(F)(F)F)OC(N)=N1,495.3550000000001,2.0,7.0,3.6902000000000013,6.906578314837764
8792,active,CHEMBL3940040,C#CCOc1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,468.3820000000002,2.0,6.0,3.505200000000001,7.124938736608299
8793,min effect,CHEMBL3898408,CC(C)n1cc(Cl)c(C(=O)Nc2cnc(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)n1,462.83500000000015,2.0,7.0,3.784900000000001,5.289036881004724
8794,active,CHEMBL3969602,C[C@@]1(c2cc(NC(=O)c3nn(C(F)F)cc3Cl)cnc2F)C[C@@H](C(F)(F)F)OC(N)=N1,470.76100000000014,2.0,7.0,3.5991000000000013,7.508638306165727
8795,active,CHEMBL3914387,[C-]#[N+]c1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,457.33400000000006,2.0,5.0,3.993590000000002,7.107905397309519
8796,active,CHEMBL3968817,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)O1,466.76900000000006,2.0,5.0,4.096200000000001,7.060480747381381
8797,active,CHEMBL3901216,COc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,463.33800000000014,2.0,7.0,2.8464,6.899629454882437
8798,inactive,CHEMBL3914387,[C-]#[N+]c1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,457.33400000000006,2.0,5.0,3.993590000000002,4.806875401645538
8799,active,CHEMBL3935940,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,487.3600000000001,2.0,7.0,2.8498,8.017728766960431
8800,active,CHEMBL3904438,CC#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,501.38700000000017,2.0,7.0,3.2399000000000004,8.43533393574791
8801,active,CHEMBL3961919,CC(C)(C)OC(=O)N(C(=O)c1ccccc1)C1=N[C@](C)(c2nc(Br)ccc2F)C[C@@H](C(F)(F)F)O1,560.3420000000003,0.0,6.0,5.983100000000004,6.910094888560602
8802,active,CHEMBL3898955,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Br)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)O1,511.22000000000014,2.0,5.0,4.205300000000001,7.0915149811213505
8803,active,CHEMBL3953730,C#CCOc1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,486.3720000000001,2.0,6.0,3.4548000000000005,7.031517051446063
8804,active,CHEMBL3941417,CC#CCOc1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,500.39900000000017,2.0,6.0,3.8449000000000013,7.67778070526608
8805,active,CHEMBL3913444,NC1=N[C@](CF)(c2cc(Nc3nccc4cc(Cl)cnc34)cc(F)c2F)C[C@@H](C(F)(F)F)O1,489.8070000000001,2.0,6.0,5.135700000000002,6.271646217978771
8806,active,CHEMBL3902460,N#Cc1cnc2c(Nc3cc(F)c(F)c([C@]4(CF)C[C@@H](C(F)(F)F)OC(N)=N4)c3)nccc2c1,480.37200000000007,2.0,7.0,4.353980000000001,6.567030709125594
8807,active,CHEMBL3979325,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(C#CC4CC4)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)O1,496.4110000000002,2.0,5.0,4.204300000000003,6.421360790031927
8808,active,CHEMBL3903133,[C-]#[N+]c1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,439.34400000000005,2.0,5.0,4.043990000000003,8.552841968657779
8809,active,CHEMBL3931128,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,448.77900000000017,2.0,5.0,4.146600000000002,8.2839966563652
8810,active,CHEMBL3915646,COc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,445.34800000000007,2.0,7.0,2.8968,8.008773924307503
8811,active,CHEMBL3940163,Cc1cc(C#N)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,453.37100000000015,2.0,6.0,3.673300000000001,8.167491087293763
8812,active,CHEMBL3916872,C[C@@]1(c2cc(NC(=O)c3ncc(C#N)cc3Cl)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,473.78900000000016,2.0,6.0,4.018280000000002,8.244125144327509
8813,active,CHEMBL3944783,COc1cc(C#N)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,469.3700000000002,2.0,7.0,3.3734800000000007,8.214670164989233
8814,active,CHEMBL3960028,CC1OB(c2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(NC(=O)c4ccccc4)=N3)c2)OC1(C)C,510.26800000000014,1.0,5.0,4.036800000000003,8.050609993355087
8815,active,CHEMBL3925742,Cc1cc(Cl)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,462.80600000000015,2.0,5.0,4.455020000000003,7.853871964321761
8816,active,CHEMBL3895405,Cc1cc(C(F)F)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,478.36800000000017,2.0,5.0,4.739220000000003,7.769551078621725
8817,active,CHEMBL3908985,NC1=N[C@](CO)(c2cc(Oc3cc(Br)ccn3)ccc2F)C[C@@H](C(F)(F)F)O1,464.21300000000014,2.0,6.0,3.629000000000001,7.721246399047171
8818,min effect,CHEMBL3903133,[C-]#[N+]c1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,439.34400000000005,2.0,5.0,4.043990000000003,5.543633966870956
8819,active,CHEMBL3949268,C[C@@]1(c2cc(Nc3nccc4cc(Cl)cnc34)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,471.8170000000002,2.0,6.0,5.186100000000003,6.991399828238082
8820,active,CHEMBL3961045,C[C@@]1(c2cc(Nc3nccc4cc(C#N)cnc34)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,462.3820000000002,2.0,7.0,4.4043800000000015,7.443697499232712
8821,active,CHEMBL3906761,C[C@@]1(c2cc(Nc3ncc(F)c4cc(C#N)cnc34)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,480.3720000000001,2.0,7.0,4.5434800000000015,6.560667306169737
8822,active,CHEMBL3899306,COc1cnc2c(Nc3cc(F)c(F)c([C@]4(C)C[C@@H](C(F)(F)F)OC(N)=N4)c3)nccc2n1,468.38600000000014,2.0,8.0,3.936300000000001,6.619788758288394
8823,active,CHEMBL3911484,COc1cnc2c(Nc3cc(F)c(F)c([C@]4(C)C[C@@H](C(F)(F)F)OC(N)=N4)c3)nccc2c1,467.39800000000014,2.0,7.0,4.5413000000000014,6.649751981665837
8824,active,CHEMBL3901027,COc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(C)n1,459.37500000000017,2.0,7.0,3.2052200000000006,7.070581074285707
8825,active,CHEMBL3972152,Cc1cc(OC(F)F)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,494.36700000000025,2.0,6.0,4.4030200000000015,7.585026652029182
8826,active,CHEMBL3910073,C[C@@]1(c2cc(NC(=O)c3ccc(Br)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,493.2300000000001,2.0,5.0,4.255700000000002,8.18045606445813
8827,active,CHEMBL3894515,NC1=N[C@](CF)(c2cc(NC(=S)c3ccc(Cl)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,464.84700000000015,2.0,5.0,4.492400000000002,6.26121944151563
8828,active,CHEMBL3935512,C#CCOc1cnc(C(=O)Nc2cnc(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,452.36800000000017,2.0,8.0,2.1560999999999995,8.60205999132796
8829,active,CHEMBL3939374,C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,451.38000000000017,2.0,7.0,2.7611,9.301029995663981
8830,active,CHEMBL3952931,N#Cc1ccc(C#Cc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,420.341,1.0,5.0,3.3228800000000005,6.293282217663241
8831,min effect,CHEMBL3983828,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1,453.37100000000015,2.0,6.0,3.4838000000000013,5.127261172527331
8832,min effect,CHEMBL3940730,NC1=N[C@](CF)(c2cc(C#Cc3ccc(OC(F)F)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,461.33700000000016,1.0,5.0,4.052600000000002,5.60906489289662
8833,min effect,CHEMBL3916241,NC1=N[C@](CF)(c2cc(C#Cc3ccc(OC4CCC4)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,465.42200000000014,1.0,5.0,4.382500000000004,5.223298816011589
8834,inactive,CHEMBL3915749,CNC(=O)c1ccnc(C#Cc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c1,452.38300000000015,2.0,5.0,2.8108000000000013,4.806875401645538
8835,min effect,CHEMBL3943708,NC1=N[C@](CF)(c2cc(C#Cc3cccc4[nH]ccc34)ccc2F)C[C@@H](C(F)(F)F)O1,433.38000000000017,2.0,3.0,4.537500000000001,5.681936665037238
8836,min effect,CHEMBL3921212,NC1=N[C@](CF)(c2cc(C#Cc3ccc4[nH]ccc4c3)ccc2F)C[C@@H](C(F)(F)F)O1,433.38000000000017,2.0,3.0,4.537500000000001,5.7423214251308154
8837,min effect,CHEMBL3952431,NC1=N[C@](CF)(c2cc(C#Cc3ccc4cc[nH]c4c3)ccc2F)C[C@@H](C(F)(F)F)O1,433.38000000000017,2.0,3.0,4.537500000000001,5.508638306165727
8838,min effect,CHEMBL3938609,NC1=N[C@](CF)(c2cc(C#Cc3cccc4cc[nH]c34)ccc2F)C[C@@H](C(F)(F)F)O1,433.38000000000017,2.0,3.0,4.537500000000001,5.337242168318426
8839,min effect,CHEMBL3965566,NC1=N[C@](CF)(c2cc(Oc3cc(-c4ccccc4)cc(Cl)n3)ccc2F)C[C@@H](C(F)(F)F)O1,497.85100000000017,1.0,5.0,6.164100000000002,5.087777943467584
8840,active,CHEMBL4107763,CN(C)/N=C(/C[C@](CF)(N[S@+]([O-])C(C)(C)C)c1cccc(F)c1F)C(F)(F)F,431.44599999999997,1.0,4.0,4.051400000000003,7.244125144327508
8841,active,CHEMBL3926914,NC1=N[C@](CF)(c2cc(NC(=O)c3ncc(Cl)cc3F)cc(F)c2F)C[C@@H](C(F)(F)F)O1,484.75900000000007,2.0,5.0,4.235300000000001,7.107905397309519
8842,active,CHEMBL3964029,Cc1cc(C#N)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1,471.36100000000016,2.0,6.0,3.622900000000001,7.259637310505756
8843,active,CHEMBL3973710,COc1cccnc1Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,416.35000000000014,2.0,6.0,3.993100000000002,6.790484985457368
8844,active,CHEMBL3923927,Cc1cc(C(F)F)cnc1C(=O)Nc1cc(C)c(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1,492.39500000000015,2.0,5.0,4.858140000000003,7.455931955649724
8845,active,CHEMBL4114413,CC[Si](CC)(CC)c1cc(Br)nc([C@@](CC(=O)OC(C)(C)C)(N[S@+]([O-])C(C)(C)C)C(F)F)c1F,587.6190000000005,1.0,5.0,5.942700000000007,7.420216403383189
8846,active,CHEMBL3937600,O=C(NC1=N[C@](c2nc(NC(=O)c3ccc(Cl)cn3)ccc2F)(C(F)F)C[C@@H](C(F)(F)F)O1)c1ccccc1,571.8650000000001,2.0,6.0,5.119000000000003,8.698970004336019
8847,active,CHEMBL3928397,Cc1cc(C#N)cnc1C(=O)Nc1cc(C)c(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1,467.39800000000014,2.0,6.0,3.7922200000000017,7.958607314841775
8848,active,CHEMBL3918452,CC(C)(C)OC(=O)N(C(=O)c1ccccc1)C1=N[C@](CF)(c2cc(Br)cnc2F)C[C@@H](C(F)(F)F)O1,578.3320000000002,0.0,6.0,5.932700000000003,6.367542707815275
8849,active,CHEMBL3942544,Cc1cc(NC(=O)c2ccc(C(F)F)cn2)cc([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1F,478.36800000000017,2.0,5.0,4.5497200000000015,7.481486060122112
8850,active,CHEMBL3948355,COc1cc(Cl)cnc1C(=O)Nc1cc(C)c(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1,492.83200000000016,2.0,6.0,4.274120000000002,7.537602002101043
8851,active,CHEMBL3980634,Cc1cc(NC(=O)c2ccc(F)cn2)cc([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1F,446.35100000000017,2.0,5.0,3.7512200000000013,7.537602002101043
8852,active,CHEMBL3913544,COc1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,444.36000000000007,2.0,6.0,3.501800000000001,7.823908740944318
8853,active,CHEMBL3943009,Cc1cc(NC(=O)c2ccc(Cl)cn2)cc([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1F,462.80600000000015,2.0,5.0,4.265520000000001,8.154901959985743
8854,active,CHEMBL4109797,CN(C)/N=C(/C[C@](CF)(N[S@+]([O-])C(C)(C)C)c1cccc(Br)c1)C(F)(F)F,474.36199999999997,1.0,4.0,4.535700000000004,7.619788758288393
8855,active,CHEMBL3971569,COc1cnc(C(=O)Nc2cc(C)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(C)c1,472.41400000000016,2.0,6.0,3.9291400000000016,7.309803919971485
8856,active,CHEMBL3972899,COc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(C)c1,458.38700000000017,2.0,6.0,3.810220000000002,7.455931955649724
8857,active,CHEMBL3896886,COc1cnc(C(=O)Nc2cc(C)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,459.37500000000017,2.0,7.0,3.0157200000000013,7.638272163982406
8858,active,CHEMBL3957027,Cc1cc(OC(F)F)cnc1C(=O)Nc1cc(C)c(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1,508.3940000000002,2.0,6.0,4.521940000000002,7.552841968657781
8859,active,CHEMBL3985686,COc1ccc(C(=O)Nc2cc(C)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,458.38700000000017,2.0,6.0,3.620720000000001,7.468521082957744
8860,active,CHEMBL3940796,Cc1cc(Nc2ncnc3cc(Cl)cnc23)cc([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1F,486.83200000000016,2.0,7.0,4.700020000000002,7.244125144327508
8861,active,CHEMBL3985357,C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cc3F)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,466.7690000000002,2.0,5.0,4.285700000000002,8.0
8862,active,CHEMBL3955255,C[C@@]1(c2cc(NC(=O)c3cnc(OCc4ncco4)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,512.3950000000002,2.0,9.0,3.4552000000000014,8.522878745280337
8863,active,CHEMBL3965367,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)cc(Cl)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,455.79900000000015,2.0,6.0,3.8791800000000025,7.920818753952375
8864,active,CHEMBL3929911,C[C@@]1(c2cc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,516.7760000000002,2.0,5.0,5.165400000000003,7.823908740944318
8865,active,CHEMBL3960890,CC#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(C)c1,496.43600000000015,2.0,6.0,4.2037200000000015,7.920818753952375
8866,active,CHEMBL3924515,CC#CCOc1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,482.40900000000016,2.0,6.0,3.8953000000000015,8.522878745280337
8867,active,CHEMBL3964372,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,469.3700000000002,2.0,7.0,2.9002,8.698970004336019
8868,active,CHEMBL3915529,Cc1cc(OCC2CC2)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,498.45200000000017,2.0,6.0,4.590420000000003,6.260427655549908
8869,active,CHEMBL3940040,C#CCOc1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,468.3820000000002,2.0,6.0,3.505200000000001,7.920818753952375
8870,active,CHEMBL3966313,C[C@@]1(c2cc(NC(=O)c3cnc(C(F)F)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,465.3290000000002,2.0,6.0,3.825800000000001,7.744727494896693
8871,active,CHEMBL3935479,Cc1cc(OCC(F)(F)F)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,526.3840000000001,2.0,6.0,4.742720000000003,6.671620396561262
8872,active,CHEMBL3957556,COc1cc(Cl)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,478.8050000000002,2.0,6.0,4.155200000000002,7.958607314841775
8873,active,CHEMBL3968489,C[C@@]1(c2cc(NC(=O)c3cnc(OCC(F)(F)F)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,513.3450000000001,2.0,7.0,3.8293000000000013,7.823908740944318
8874,active,CHEMBL3930009,C[C@@]1(c2cc(NC(=O)c3nn(C(F)F)cc3Cl)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,487.76300000000015,2.0,6.0,4.343200000000002,8.154901959985743
8875,active,CHEMBL3926156,Cc1nc(OCC(F)(F)F)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,527.3720000000002,2.0,7.0,4.137720000000002,7.309803919971485
8876,active,CHEMBL3956483,C[C@@]1(c2cc(NC(=O)c3ncc(C(F)F)cc3Cl)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,498.7860000000002,2.0,5.0,5.084200000000003,7.823908740944318
8877,active,CHEMBL3973889,COCc1cc(Cl)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,492.83200000000016,2.0,6.0,4.293000000000002,7.886056647693162
8878,active,CHEMBL3944430,C[C@@]1(c2cc(NC(=O)c3ccc(C(F)F)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,464.3410000000002,2.0,5.0,4.430800000000001,7.853871964321761
8879,active,CHEMBL3945996,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)cc(Cl)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,465.23400000000015,2.0,5.0,4.660900000000002,7.698970004336018
8880,active,CHEMBL3966981,COc1cnc(C(=O)Nc2cc(Cl)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,461.80300000000017,2.0,7.0,3.411100000000001,8.522878745280337
8881,active,CHEMBL3963645,COc1ccc(C(=O)Nc2cc(Cl)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,460.81500000000017,2.0,6.0,4.016100000000002,7.455931955649724
8882,active,CHEMBL3892657,Cc1cc(C#N)cnc1C(=O)Nc1cc(Cl)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,469.82600000000014,2.0,6.0,4.1876000000000015,7.468521082957744
8883,active,CHEMBL3905422,C[C@@]1(c2cc(NC(=O)c3cnc(C(F)F)cn3)cc(Cl)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,481.78400000000016,2.0,6.0,4.340100000000001,7.327902142064281
8884,active,CHEMBL3979143,C#CCOc1cnc(C(=O)Nc2cc(Cl)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,485.82500000000016,2.0,7.0,3.414500000000001,8.999999999999998
8885,active,CHEMBL3950109,C[C@@]1(c2cc(NC(=O)c3ccc(Br)cn3)cc(Cl)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,509.6850000000002,2.0,5.0,4.770000000000001,7.496209316942819
8886,active,CHEMBL3933312,COc1cnc(C(=O)Nc2cc(Cl)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(C)n1,475.83000000000015,2.0,7.0,3.719520000000002,7.200659450546417
8887,active,CHEMBL3942635,O=C(NC1=N[C@](CF)(c2nc(Br)ccc2F)C[C@@H](C(F)(F)F)O1)c1ccccc1,478.21500000000015,1.0,4.0,4.2852000000000015,7.537602002101043
8888,active,CHEMBL3933535,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2Cl)C[C@@H](C(F)(F)F)OC(N)=N1,465.23400000000015,2.0,5.0,4.6609000000000025,7.4089353929735
8889,active,CHEMBL3955707,COc1cnc(C(=O)Nc2cc(F)c(Cl)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,461.80300000000017,2.0,7.0,3.411100000000001,7.886056647693162
8890,active,CHEMBL3926258,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)cc(F)c2Cl)C[C@@H](C(F)(F)F)OC(N)=N1,455.79900000000015,2.0,6.0,3.8791800000000025,8.221848749616356
8891,active,CHEMBL3963410,COc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(F)c1,462.35000000000014,2.0,6.0,3.640900000000001,7.920818753952375
8892,active,CHEMBL3919193,C[C@@]1(c2cc(NC(=O)c3ncc(Br)cc3F)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,511.22000000000014,2.0,5.0,4.394800000000002,7.6575773191777925
8893,active,CHEMBL3978473,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1ncc(Br)cc12,500.7400000000002,2.0,7.0,4.2291000000000025,7.866461091629781
8894,active,CHEMBL3904724,NC1=NC2(CCO1)c1cc(NC(=O)c3cnc(O)cn3)ccc1Oc1ncc(Br)cc12,483.28200000000015,3.0,9.0,2.6763000000000003,6.94692155651658
8895,active,CHEMBL3981834,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(Br)cnc2O3)cn1,497.30900000000014,2.0,9.0,2.9793000000000003,7.322393047279506
8896,active,CHEMBL3948764,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1c2cc(Cl)nc1F,474.27900000000017,2.0,7.0,4.259100000000002,8.167491087293763
8897,active,CHEMBL3924457,N#Cc1ccc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(Cl)nc(F)c2O3)nc1,464.84400000000016,2.0,8.0,3.477380000000001,8.154901959985743
8898,active,CHEMBL3897373,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(Cl)nc(F)c2O3)cn1,470.8480000000001,2.0,9.0,3.0093000000000005,7.573488738635424
8899,active,CHEMBL3968517,CC#CCOc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(Cl)nc(F)c2O3)cn1,508.89700000000033,2.0,9.0,3.4028000000000014,9.397940008672037
8900,active,CHEMBL3906344,NC1=NC2(CCO1)c1cc(NC(=O)c3cnc(Cl)cn3)ccc1Oc1c2cc(Cl)nc1F,475.26700000000017,2.0,8.0,3.6541000000000015,7.793174123968149
8901,active,CHEMBL3973815,COc1cc(F)c2c(c1)C1(CCSC(N)=N1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1O2,484.94000000000017,2.0,7.0,4.935900000000004,7.714442690992225
8902,active,CHEMBL3976955,COc1cc(F)c2c(c1)C1(CCSC(N)=N1)c1cc(NC(=O)c3cnc(OC)cn3)ccc1O2,481.5090000000001,2.0,9.0,3.6861000000000015,7.392544976785331
