naAromAtom,nAtom,nN,nO,nS,nF,nCl,BCUTw-1h,BCUTp-1l,BCUTp-1h,nBondsD,SpMax1_Bhs,SpMax2_Bhs,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C3SP3,C4SP3,SCH-7,SC-3,VC-3,SPC-4,MIC0,nAtomLAC,piPC6,R_TpiPCTPC,n5Ring,n6Ring,nFRing,nF9Ring,nF10Ring,nFG12Ring,nHeteroRing,n6HeteroRing,VE3_D,VR1_D,pIC50
18,91,5,7,1,1.0,0.0,31.97207355302605,4.044670012205446,11.794128900187495,6.0,5.05918409061788,4.953466075566178,0,4,14,4,4,0,0,0.6041573349760334,4.637040153797629,1.8492564372760851,9.192577756583141,18.29988377252387,3,6.188135778091077,3.7255061115355232,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,-15.227032759111292,734.8898887769411,4.698970004336019
18,91,5,7,1,1.0,0.0,31.97207355302605,4.044670012205446,11.794128900187495,6.0,5.05918409061788,4.953466075566178,0,4,14,4,4,0,0,0.6041573349760334,4.637040153797629,1.8492564372760851,9.192577756583141,18.29988377252387,3,6.188135778091077,3.7255061115355232,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,-15.227032759111292,734.8898887769411,4.7644715530924495
24,91,5,5,1,1.0,0.0,31.97207352786255,4.044667809994139,11.793361721109045,5.0,4.9596135187137405,4.826620848951683,0,3,19,5,4,0,0,0.3936345532609665,4.2789176093859576,1.7380496913987205,8.192480147121511,17.398059736484104,3,6.239300711012564,4.088235294117647,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.059899908124546,621.2881320773032,6.8569851997459015
18,85,5,5,1,1.0,0.0,31.97207332661961,4.044666447975964,11.793109398064752,5.0,5.0405722764045695,4.929731173037601,0,3,14,4,3,0,0,0.5056610555326864,4.2789176093859576,1.7645361284983692,7.846734672248338,17.93112523311377,3,6.144051504959058,4.001864876385337,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.531358040771432,546.5707129512056,6.876148359032912
18,85,5,5,1,1.0,0.0,31.97207332661961,4.044666447975964,11.793109398064752,5.0,5.0405722764045695,4.929731173037601,0,3,14,4,3,0,0,0.5056610555326864,4.2789176093859576,1.7645361284983692,7.846734672248338,17.93112523311377,3,6.144051504959058,4.001864876385337,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.531358040771432,546.5707129512056,7.619788758288393
18,84,5,5,1,1.0,0.0,31.97207327632149,4.044664587382497,11.792896531311786,5.0,4.990342502326087,4.865728076290139,0,3,14,4,5,0,0,0.32146576961226325,4.074793464154029,1.6201985612009626,7.759467445229293,18.02544536644652,3,6.13326245896824,4.119953416149069,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.029873186261632,573.3890500902943,6.616184634019568
18,84,5,5,1,1.0,0.0,31.97207327632149,4.044664587382497,11.792896531311786,5.0,4.990342502326087,4.865728076290139,0,3,14,4,5,0,0,0.32146576961226325,4.074793464154029,1.6201985612009626,7.759467445229293,18.02544536644652,3,6.13326245896824,4.119953416149069,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.029873186261632,573.3890500902943,7.2839966563652
18,68,4,4,1,1.0,0.0,31.972072906207565,4.044572836672316,11.780769310797627,4.0,4.960437679413942,4.827669155284687,0,2,14,4,2,0,0,0.32146576961226325,3.603388943362996,1.4169354288046772,6.681182835706117,18.645648508455864,3,6.0934286765704755,4.500525210084033,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.550451485892811,858.4764637302152,5.229147988357855
18,67,3,5,1,1.0,0.0,31.972072913171264,4.044534144935635,11.775929073875144,4.0,4.960437686444147,4.827669155334358,0,2,14,4,2,0,0,0.32146576961226325,3.603388943362996,1.4169354288046772,6.681182835706117,18.757540323722306,3,6.0934286765704755,4.500525210084033,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.550451485892811,858.4764637302152,6.200659450546419
18,99,5,7,2,1.0,0.0,31.973076206423357,4.044692709030048,11.79658709540186,7.0,5.0310092347957305,5.028059133048963,0,3,14,4,6,1,0,0.32146576961226325,5.974666332668862,2.5136260476138417,8.680291449626344,19.155793535937235,4,6.194277831948942,3.803453307392996,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.16118744589136,679.5825848554734,4.7569619513137065
18,99,5,7,2,1.0,0.0,31.973076206423357,4.044692709030048,11.79658709540186,7.0,5.0310092347957305,5.028059133048963,0,3,14,4,6,1,0,0.32146576961226325,5.974666332668862,2.5136260476138417,8.680291449626344,19.155793535937235,4,6.194277831948942,3.803453307392996,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.16118744589136,679.5825848554734,7.886056647693162
18,94,5,6,1,1.0,0.0,31.97207349012459,4.044674509921996,11.794662878455064,5.0,5.042345495499644,4.931992088521288,0,3,14,4,6,1,0,0.32146576961226325,4.41400616088904,1.986171356983385,7.930291449626348,17.636506657812898,4,6.152599707138245,3.91709604286892,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.425653374787952,800.0612686499367,6.124360062995831
18,94,5,6,1,1.0,0.0,31.97207349012459,4.044674509921996,11.794662878455064,5.0,5.042345495499644,4.931992088521288,0,3,14,4,6,1,0,0.32146576961226325,4.41400616088904,1.986171356983385,7.930291449626348,17.636506657812898,4,6.152599707138245,3.91709604286892,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.425653374787952,800.0612686499367,7.886056647693162
18,96,5,5,1,1.0,0.0,31.97207347754436,4.04468077418446,11.795047416707597,5.0,5.031009234728727,4.917539525753743,0,3,14,4,6,1,0,0.32146576961226325,4.41400616088904,1.986171356983385,7.930291449626348,17.028361985119666,5,6.152599707138245,3.91709604286892,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.425653374787952,800.0612686499367,7.769551078621725
18,96,5,5,1,1.0,0.0,31.97207347754436,4.04468077418446,11.795047416707597,5.0,5.031009234728727,4.917539525753743,0,3,14,4,6,1,0,0.32146576961226325,4.41400616088904,1.986171356983385,7.930291449626348,17.028361985119666,5,6.152599707138245,3.91709604286892,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.425653374787952,800.0612686499367,8.397940008672036
18,93,5,5,1,1.0,0.0,31.972073427231017,4.044676293302113,11.794432877707218,5.0,5.0174901155452964,4.900309165941233,0,3,14,4,6,1,0,0.32146576961226325,4.41400616088904,1.986171356983385,7.979106986095258,17.258893282057482,4,6.148334739990903,3.97551600673968,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.230890380242341,641.4904875784865,7.698970004336017
18,93,5,5,1,1.0,0.0,31.972073427231017,4.044676293302113,11.794432877707218,5.0,5.0174901155452964,4.900309165941233,0,3,14,4,6,1,0,0.32146576961226325,4.41400616088904,1.986171356983385,7.979106986095258,17.258893282057482,4,6.148334739990903,3.97551600673968,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.230890380242341,641.4904875784865,8.154901959985743
18,90,5,5,1,1.0,0.0,31.972073376922747,4.044666878782556,11.793204187934805,5.0,5.003329267527249,4.8822674662457475,0,3,14,4,6,1,0,0.32146576961226325,4.483041754617889,2.028446851664826,8.048142579824107,17.501254198259456,3,6.1419029879515605,4.0381584628670115,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.95976511398225,585.4696387734415,7.657577319177793
18,90,5,5,1,1.0,0.0,31.972073376922747,4.044666878782556,11.793204187934805,5.0,5.003329267527249,4.8822674662457475,0,3,14,4,6,1,0,0.32146576961226325,4.483041754617889,2.028446851664826,8.048142579824107,17.501254198259456,3,6.1419029879515605,4.0381584628670115,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.95976511398225,585.4696387734415,8.096910013008056
18,87,5,5,1,1.0,0.0,31.97207332661961,4.044647379965742,11.790747302757227,5.0,5.005609701476005,4.885172384620102,0,3,14,4,6,1,0,0.32146576961226325,4.300312368421672,1.897352502917244,7.3183196828302695,17.756412513684328,3,6.13326245896824,4.1041481316725985,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.910567317152495,556.3216902079541,5.430626090384953
18,87,5,5,1,1.0,0.0,31.97207332661961,4.044647379965742,11.790747302757227,5.0,5.005609701476005,4.885172384620102,0,3,14,4,6,1,0,0.32146576961226325,4.300312368421672,1.897352502917244,7.3183196828302695,17.756412513684328,3,6.13326245896824,4.1041481316725985,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.910567317152495,556.3216902079541,6.931814138253838
0,78,4,4,1,0.0,0.0,31.972072728151,5.072952769441088,11.503082536310409,4.0,5.114826459177922,5.1007628499905975,0,3,2,0,7,2,0,0.10703808753134778,1.8836296591943829,0.9984987933626788,4.5619943061761585,15.952077076359107,4,4.5217885770490405,1.3514705882352942,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,-4.472308268356022,636.8307276377817,5.0
0,78,4,4,1,0.0,0.0,31.972072728151,5.072952769441088,11.503082536310409,4.0,5.114826459177922,5.1007628499905975,0,3,2,0,7,2,0,0.10703808753134778,1.8836296591943829,0.9984987933626788,4.5619943061761585,15.952077076359107,4,4.5217885770490405,1.3514705882352942,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,-4.472308268356022,636.8307276377817,5.0
0,78,4,4,1,0.0,0.0,31.97207272815102,5.073014248856997,11.505045568362922,4.0,5.114566586272533,5.100762350352915,0,3,2,0,8,3,0,0.10703808753134778,1.8836296591943829,1.0330165902271031,4.5619943061761585,15.952077076359107,4,4.5217885770490405,1.3514705882352942,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,-4.472308268356022,636.8307276377817,5.0
