Molecular Weight,Number of Hydrogen Donors,Number of Hydrogen Acceptors,OWPC
525.6050000000002,1.0,6.0,5.769400000000005
502.36500000000035,2.0,7.0,2.9307000000000016
572.3340000000004,3.0,7.0,3.859300000000003
548.4370000000002,1.0,6.0,5.138600000000006
558.4290000000003,1.0,7.0,4.873500000000004
459.2960000000003,1.0,6.0,3.6530000000000022
472.3390000000003,2.0,6.0,2.9221000000000013
542.3080000000003,3.0,6.0,3.8507000000000016
518.4110000000003,1.0,5.0,5.130000000000004
528.4030000000001,1.0,6.0,4.864900000000005
429.2700000000002,1.0,5.0,3.644400000000002
595.8340000000004,1.0,5.0,7.7742000000000075
511.6250000000003,1.0,3.0,6.721500000000005
541.6950000000003,2.0,4.0,7.004800000000007
541.6950000000003,2.0,4.0,7.004800000000007
492.66700000000026,2.0,4.0,6.010100000000007
622.7690000000005,1.0,5.0,7.347600000000008
493.60700000000026,1.0,5.0,5.444200000000005
451.5700000000003,2.0,4.0,4.873400000000005
407.51700000000017,2.0,3.0,5.168700000000004
497.6420000000003,1.0,3.0,7.081300000000006
454.3680000000002,2.0,4.0,3.968900000000003
410.31500000000017,2.0,3.0,4.264200000000002
500.4400000000002,1.0,3.0,6.176800000000005
510.43200000000024,1.0,4.0,5.911700000000006
411.29900000000015,1.0,3.0,4.691200000000003
732.807,9.0,13.0,-1.164299999999991
832.8950000000001,10.0,12.0,-0.23739999999999178
772.8720000000003,9.0,13.0,-0.23999999999999194
