Molecular Weight,Number of Hydrogen Donors,Number of Hydrogen Acceptors,OWPC
565.7800000000002,3.0,5.0,5.290700000000005
535.7100000000003,3.0,5.0,4.408600000000004
493.62900000000025,3.0,5.0,3.2383000000000015
563.7430000000004,5.0,6.0,3.374200000000002
649.8580000000004,5.0,7.0,4.345100000000003
655.7390000000003,3.0,6.0,5.693600000000005
653.7670000000003,3.0,5.0,6.418300000000007
687.7840000000003,3.0,5.0,6.961900000000008
694.7760000000001,3.0,6.0,5.421700000000005
703.8050000000001,3.0,7.0,5.088500000000004
563.7430000000004,5.0,6.0,3.374200000000002
563.7430000000004,5.0,6.0,3.374200000000002
606.7889999999999,4.0,6.0,3.9133000000000013
606.7889999999999,4.0,6.0,3.9133000000000013
649.8580000000004,5.0,7.0,4.345100000000003
649.8580000000004,5.0,7.0,4.345100000000003
655.7390000000003,3.0,6.0,5.693600000000005
655.7390000000003,3.0,6.0,5.693600000000005
653.7670000000003,3.0,5.0,6.418300000000007
653.7670000000003,3.0,5.0,6.418300000000007
694.7760000000001,3.0,6.0,5.421700000000005
694.7760000000001,3.0,6.0,5.421700000000005
703.8050000000001,3.0,7.0,5.088500000000004
703.8050000000001,3.0,7.0,5.088500000000004
679.8050000000001,3.0,5.0,6.952500000000008
679.8050000000001,3.0,5.0,6.952500000000008
679.8050000000001,3.0,5.0,6.952500000000008
538.4640000000002,6.0,10.0,5.134000000000007
552.4910000000002,5.0,10.0,5.437000000000006
552.4910000000003,5.0,10.0,5.437000000000006
552.4910000000004,5.0,10.0,5.437000000000006
552.4910000000003,5.0,10.0,5.4370000000000065
566.5180000000003,4.0,10.0,5.740000000000006
566.5180000000003,4.0,10.0,5.740000000000006
566.5180000000004,4.0,10.0,5.740000000000006
566.5180000000004,4.0,10.0,5.740000000000006
566.5180000000003,4.0,10.0,5.740000000000006
566.5180000000003,4.0,10.0,5.740000000000006
580.5450000000002,3.0,10.0,6.043000000000006
580.5450000000003,3.0,10.0,6.043000000000007
580.5450000000003,3.0,10.0,6.043000000000006
580.5450000000003,3.0,10.0,6.043000000000007
594.5720000000002,2.0,10.0,6.346000000000007
540.4800000000002,6.0,10.0,5.067100000000007
582.5610000000003,4.0,10.0,5.981520000000007
538.4640000000002,6.0,10.0,5.134000000000006
538.4640000000003,6.0,10.0,5.134000000000007
538.4640000000003,5.0,10.0,5.553700000000005
469.5760000000003,3.0,4.0,3.640500000000002
471.5480000000003,3.0,5.0,2.6293000000000006
460.5210000000003,3.0,5.0,2.739700000000001
458.5490000000003,3.0,4.0,3.8934000000000024
458.5490000000003,3.0,4.0,3.6774000000000022
444.5220000000003,3.0,4.0,3.503300000000002
515.6450000000004,3.0,5.0,4.048800000000003
516.6290000000004,3.0,5.0,4.300100000000003
529.6280000000003,3.0,5.0,3.575400000000002
514.6170000000003,4.0,4.0,3.7418000000000022
515.6010000000003,3.0,5.0,3.1853000000000007
513.6290000000005,3.0,4.0,4.339000000000004
525.6400000000003,3.0,4.0,4.337400000000003
498.65800000000047,3.0,3.0,5.869800000000006
498.61400000000043,3.0,4.0,4.658700000000004
500.5900000000004,4.0,4.0,3.351700000000001
501.5740000000004,3.0,5.0,3.7787000000000024
499.60200000000043,3.0,4.0,3.9489000000000027
486.6030000000004,3.0,4.0,4.326000000000003
486.6030000000004,3.0,4.0,4.673600000000004
484.6310000000004,3.0,3.0,5.479700000000006
483.5630000000003,3.0,6.0,3.402800000000002
482.5750000000003,3.0,5.0,4.007800000000003
499.6270000000003,3.0,5.0,4.945600000000004
498.6390000000003,3.0,4.0,5.550600000000005
498.6390000000003,3.0,4.0,5.550600000000005
482.5710000000003,3.0,4.0,5.082100000000004
482.5710000000003,3.0,4.0,5.082100000000004
482.5750000000003,3.0,5.0,4.007800000000003
494.6040000000003,3.0,5.0,3.225600000000002
488.61900000000037,4.0,4.0,4.092000000000003
441.5220000000003,3.0,4.0,3.693780000000002
483.60300000000035,3.0,4.0,4.623280000000004
459.5810000000003,3.0,4.0,3.8881000000000023
472.62000000000035,3.0,3.0,5.020600000000004
486.6470000000003,3.0,3.0,5.509700000000005
470.60400000000027,3.0,3.0,5.245300000000005
456.5770000000003,3.0,3.0,4.855200000000004
444.56600000000026,3.0,3.0,4.384500000000004
416.5120000000002,3.0,3.0,3.8221000000000025
542.4079999999999,3.0,3.0,4.426700000000003
472.62000000000035,3.0,3.0,5.119600000000005
632.8900000000003,2.0,8.0,6.2674000000000065
893.0050000000001,12.0,12.0,-1.736100000000004
451.79200000000037,1.0,3.0,5.148400000000005
465.81900000000036,2.0,3.0,5.584800000000005
467.83500000000015,2.0,3.0,5.832400000000005
469.80700000000036,3.0,4.0,4.414700000000004
423.7380000000002,2.0,3.0,4.414500000000003
482.85000000000014,3.0,4.0,4.771200000000004
440.7690000000001,3.0,4.0,3.600900000000002
766.8809999999999,0.0,12.0,-4.466200000000009
225.25099999999998,0.0,4.0,2.1567
167.599,2.0,2.0,1.7984999999999998
225.67899999999995,2.0,4.0,1.6542999999999999
229.67,0.0,3.0,3.0497000000000014
196.21300000000002,0.0,4.0,1.7912999999999997
178.14299999999997,2.0,4.0,-0.2535
342.83000000000004,2.0,4.0,3.368500000000002
348.87800000000027,1.0,4.0,3.843200000000002
294.786,2.0,4.0,2.5767000000000007
365.86500000000024,2.0,6.0,1.5004999999999995
349.86600000000016,3.0,5.0,2.1678999999999995
343.81800000000004,2.0,5.0,2.7635000000000005
348.8780000000002,2.0,4.0,3.7486000000000024
349.8660000000001,2.0,5.0,2.2625
360.82000000000005,2.0,4.0,3.507600000000002
306.7970000000001,2.0,4.0,2.5783000000000005
374.84700000000004,1.0,4.0,3.849800000000002
362.90500000000003,1.0,4.0,4.090800000000002
356.85700000000014,2.0,4.0,3.9295000000000018
356.85700000000014,2.0,4.0,3.9295000000000018
336.867,2.0,4.0,3.7738000000000014
336.867,2.0,4.0,3.7738000000000014
308.81300000000005,2.0,4.0,3.1377000000000006
379.892,2.0,6.0,2.0614999999999997
320.824,2.0,4.0,3.1393000000000004
363.8930000000001,3.0,5.0,2.7289000000000003
362.90500000000003,2.0,4.0,4.309600000000003
376.9320000000001,1.0,4.0,4.651800000000004
364.877,2.0,5.0,3.155900000000001
357.8450000000001,2.0,5.0,3.3245000000000013
400.9540000000001,2.0,4.0,4.554000000000004
350.89400000000006,2.0,4.0,4.165500000000002
374.84700000000004,2.0,4.0,4.068600000000002
374.84700000000004,2.0,4.0,4.068600000000002
424.92900000000014,2.0,7.0,3.0860000000000003
424.92900000000014,2.0,7.0,3.0860000000000003
410.9020000000001,3.0,6.0,2.9976000000000003
385.89900000000006,2.0,5.0,3.960600000000002
402.9010000000001,2.0,4.0,4.704700000000003
362.90500000000003,2.0,4.0,4.309600000000003
416.5120000000002,3.0,3.0,3.8221000000000025
472.62000000000035,3.0,3.0,5.119600000000005
486.6470000000004,3.0,3.0,5.410700000000005
490.61000000000035,3.0,3.0,5.258700000000005
551.5160000000001,3.0,3.0,5.882100000000006
598.5159999999997,3.0,3.0,5.724200000000005
486.6470000000004,3.0,3.0,5.428020000000005
502.64600000000036,3.0,4.0,5.128200000000005
488.61900000000037,4.0,4.0,4.825200000000004
487.6350000000004,4.0,4.0,4.701800000000004
565.727,4.0,5.0,4.491100000000004
514.6570000000004,3.0,4.0,5.322200000000005
551.5160000000001,3.0,3.0,5.882100000000006
422.5410000000002,3.0,4.0,3.883600000000002
464.6220000000003,3.0,4.0,5.007000000000004
464.6220000000003,3.0,4.0,5.007000000000004
464.6220000000003,3.0,4.0,5.007000000000004
478.64900000000034,3.0,4.0,5.181100000000004
492.6760000000004,3.0,4.0,5.472200000000005
446.5630000000003,3.0,4.0,3.864900000000003
450.59500000000025,3.0,4.0,4.446000000000004
463.56900000000036,3.0,5.0,4.107600000000003
477.5960000000004,3.0,5.0,4.398700000000003
463.56900000000036,3.0,5.0,4.107600000000003
463.56900000000036,3.0,5.0,4.107600000000003
462.5850000000003,3.0,5.0,3.773600000000002
476.61200000000036,3.0,5.0,4.064700000000003
493.67500000000035,3.0,6.0,3.2910000000000004
541.6870000000002,3.0,6.0,4.338900000000003
474.59600000000034,3.0,5.0,3.909600000000003
430.5390000000002,3.0,3.0,3.9493000000000027
444.56600000000026,3.0,3.0,4.240400000000004
431.5270000000002,3.0,4.0,3.3443000000000014
445.55400000000026,3.0,4.0,3.6354000000000024
461.5530000000003,3.0,4.0,2.873800000000001
450.59500000000025,3.0,4.0,4.301900000000003
450.59500000000025,3.0,4.0,4.301900000000003
421.4880000000002,3.0,5.0,2.9373000000000005
421.4880000000002,3.0,5.0,2.9373000000000014
451.58300000000025,3.0,5.0,3.696900000000002
451.58300000000025,3.0,5.0,3.696900000000002
434.53100000000023,3.0,5.0,2.8944
434.53100000000023,3.0,5.0,2.894400000000001
435.51900000000023,3.0,6.0,2.2893999999999997
480.54600000000016,3.0,3.0,4.440500000000004
444.56600000000026,3.0,3.0,4.339400000000004
466.51900000000023,3.0,3.0,3.848500000000003
466.5190000000002,3.0,3.0,4.194500000000003
448.5290000000002,3.0,3.0,3.898900000000003
468.4660000000001,3.0,3.0,4.227300000000003
444.5220000000003,3.0,4.0,3.1557000000000013
440.49400000000014,3.0,5.0,2.8375000000000012
434.53100000000023,3.0,5.0,2.8944
430.5390000000002,3.0,3.0,3.9493000000000027
432.5550000000002,3.0,3.0,4.195300000000003
404.50100000000015,3.0,3.0,3.460200000000002
488.5750000000004,3.0,5.0,3.1723000000000017
484.54700000000025,3.0,6.0,2.8541000000000007
486.6030000000004,3.0,4.0,4.326000000000003
482.5750000000003,3.0,5.0,4.007800000000003
474.59600000000034,3.0,5.0,3.909600000000003
474.5920000000003,3.0,4.0,3.965900000000003
472.62000000000035,3.0,3.0,5.119600000000005
532.6990000000004,2.0,10.0,5.156100000000004
536.6870000000005,2.0,11.0,4.426800000000004
546.7260000000005,2.0,10.0,4.8338000000000045
485.6390000000004,1.0,11.0,4.080500000000003
648.8590000000004,2.0,12.0,5.673700000000006
560.7530000000004,2.0,10.0,5.7729400000000055
576.7520000000005,2.0,11.0,4.712600000000004
666.8330000000002,1.0,12.0,5.453700000000006
604.8060000000005,2.0,11.0,6.335000000000006
620.8050000000003,2.0,12.0,5.953500000000005
517.6840000000004,1.0,10.0,5.400300000000005
563.7280000000005,1.0,10.0,6.319600000000006
560.7530000000005,2.0,10.0,5.9363000000000055
578.7240000000004,2.0,12.0,3.3066000000000013
599.1420000000004,2.0,12.0,4.282300000000003
608.7500000000005,2.0,13.0,4.027600000000003
606.7780000000004,2.0,12.0,4.554160000000004
409.4930000000001,2.0,5.0,4.302700000000002
444.3880000000001,1.0,5.0,3.816600000000002
290.37000000000006,1.0,4.0,2.3627000000000002
265.31600000000003,1.0,3.0,1.7168999999999999
422.4350000000002,1.0,5.0,3.3741200000000022
445.3760000000001,1.0,6.0,3.2116000000000016
426.39800000000014,1.0,5.0,3.519400000000002
331.32200000000006,1.0,4.0,2.3183
390.4180000000001,1.0,5.0,2.9266000000000014
422.4350000000001,1.0,5.0,3.2663
349.312,1.0,4.0,2.6155
327.35900000000004,1.0,4.0,2.0652
359.3760000000001,1.0,4.0,2.880700000000001
373.4030000000001,1.0,4.0,3.2708000000000013
387.43000000000006,1.0,4.0,3.6609000000000016
401.4570000000001,1.0,4.0,4.051000000000002
401.4570000000001,1.0,4.0,3.906900000000002
441.4000000000002,1.0,4.0,4.203300000000003
398.41300000000024,1.0,5.0,3.164580000000001
419.40300000000025,1.0,5.0,3.250700000000001
423.4100000000002,1.0,4.0,4.078600000000003
403.40400000000017,1.0,4.0,3.6911000000000023
421.3940000000001,1.0,4.0,3.9867000000000035
397.4250000000002,1.0,4.0,3.741500000000003
415.4150000000002,1.0,4.0,4.038700000000003
415.4150000000002,1.0,4.0,4.038700000000003
401.4130000000001,1.0,5.0,2.9779
415.4400000000001,1.0,5.0,3.368000000000001
429.46700000000016,1.0,5.0,3.7581000000000024
401.4130000000002,2.0,5.0,2.7139000000000006
415.4400000000002,2.0,5.0,3.104000000000001
355.3440000000001,1.0,4.0,2.2996
369.3710000000001,1.0,4.0,2.6897
369.3710000000001,1.0,4.0,2.6897
383.3980000000001,1.0,4.0,3.0798000000000005
397.4250000000001,1.0,4.0,3.469900000000001
387.36100000000016,1.0,4.0,2.6393000000000004
401.3880000000002,1.0,4.0,3.0294000000000008
429.4420000000003,1.0,4.0,3.8096000000000023
397.4250000000001,1.0,4.0,3.325800000000001
395.4090000000002,1.0,4.0,3.0798000000000005
395.4090000000002,1.0,4.0,3.0798000000000005
437.49000000000035,1.0,4.0,4.250100000000003
399.3970000000001,1.0,5.0,2.3162000000000003
413.42400000000015,1.0,5.0,2.7063000000000006
399.3970000000002,2.0,5.0,2.0522
399.3970000000001,2.0,5.0,2.0505999999999998
427.4510000000003,2.0,5.0,2.8324000000000007
411.3550000000002,1.0,5.0,2.8057000000000007
425.38200000000023,1.0,5.0,3.195800000000001
439.4090000000003,1.0,5.0,3.5859000000000014
443.3720000000002,1.0,5.0,3.6495000000000015
401.41300000000024,1.0,5.0,3.107100000000001
397.3280000000001,1.0,5.0,2.9197000000000006
411.35500000000013,1.0,5.0,2.9622
429.34500000000014,1.0,5.0,3.101300000000001
425.3820000000002,1.0,5.0,3.3523000000000014
455.3830000000002,1.0,5.0,4.006700000000003
437.3930000000002,1.0,5.0,3.867600000000003
431.41400000000016,1.0,5.0,2.763720000000001
413.3990000000002,1.0,4.0,3.2189000000000005
413.3990000000002,1.0,4.0,3.2189000000000005
345.349,1.0,4.0,2.6267200000000006
427.4260000000001,1.0,4.0,3.5273200000000013
427.4260000000001,1.0,4.0,3.5273200000000013
417.3870000000001,1.0,5.0,2.4553000000000003
443.3720000000001,1.0,5.0,3.409720000000001
409.43600000000004,1.0,4.0,3.3882200000000013
409.43600000000004,1.0,4.0,3.3882200000000013
419.3780000000001,1.0,4.0,3.0868200000000012
429.4420000000001,1.0,4.0,3.9174200000000017
429.4420000000001,1.0,4.0,3.9174200000000017
433.40500000000026,1.0,4.0,3.558600000000002
433.40500000000026,1.0,4.0,3.558600000000002
387.3610000000001,1.0,4.0,2.8288
604.2160000000001,1.0,5.0,5.341500000000005
604.2160000000001,1.0,5.0,5.341500000000005
590.1890000000002,1.0,5.0,5.299000000000005
590.1890000000002,1.0,5.0,5.299000000000005
569.7710000000002,1.0,5.0,4.688100000000005
569.7710000000002,1.0,5.0,4.688100000000005
588.6010000000002,1.0,5.0,5.162200000000005
588.6010000000002,1.0,5.0,5.162200000000005
708.7770000000003,9.0,11.0,-0.6461999999999914
708.7770000000003,9.0,11.0,-0.6445999999999914
722.8040000000003,9.0,11.0,-0.254499999999992
722.8040000000003,9.0,11.0,-0.254499999999992
722.8040000000003,9.0,11.0,-0.254499999999992
748.8420000000004,9.0,11.0,0.2797000000000078
770.8480000000001,9.0,11.0,0.33220000000000716
770.8480000000001,9.0,11.0,0.33220000000000716
736.8310000000004,9.0,11.0,0.2797000000000078
736.8310000000004,9.0,11.0,0.13560000000000788
736.8310000000004,9.0,11.0,0.13560000000000788
722.8040000000003,9.0,11.0,-0.254499999999992
626.7550000000003,8.0,8.0,0.7611000000000068
723.7880000000004,9.0,11.0,-0.22089999999999305
723.7880000000004,9.0,11.0,-0.22089999999999305
618.6520000000003,9.0,11.0,-2.2574999999999923
604.6250000000002,9.0,11.0,-2.6475999999999944
522.6030000000003,8.0,8.0,-1.2418999999999927
523.5870000000002,8.0,8.0,-1.2082999999999928
618.6520000000003,9.0,11.0,-2.2574999999999923
605.6090000000003,9.0,11.0,-2.6139999999999928
602.6530000000002,8.0,10.0,-1.2282999999999928
602.6530000000002,8.0,10.0,-1.2282999999999928
603.6370000000003,8.0,10.0,-1.194699999999993
603.6370000000003,8.0,10.0,-1.194699999999993
499.52900000000017,8.0,10.0,-3.5097999999999936
412.4510000000001,6.0,8.0,-1.986899999999995
842.0720000000001,5.0,8.0,5.369000000000005
796.025,5.0,9.0,4.125500000000003
858.0959999999999,5.0,9.0,5.153900000000004
692.8790000000001,4.0,7.0,4.025800000000002
650.7980000000001,4.0,7.0,2.999600000000001
722.905,4.0,8.0,4.034400000000003
688.888,4.0,8.0,3.404100000000005
690.86,4.0,9.0,2.5980000000000034
689.916,3.0,8.0,4.233400000000003
265.31600000000003,1.0,3.0,1.7168999999999999
279.3430000000001,1.0,3.0,2.107
251.289,2.0,3.0,1.3747000000000003
295.34200000000004,1.0,4.0,1.7254999999999998
299.761,1.0,3.0,2.3703
295.34200000000004,1.0,4.0,1.7254999999999998
299.761,1.0,3.0,2.3703
323.44000000000005,1.0,3.0,2.8850000000000007
367.49300000000005,1.0,4.0,3.2837000000000014
395.54700000000014,1.0,4.0,4.063900000000002
407.43600000000026,1.0,4.0,3.7836000000000016
353.46600000000007,1.0,4.0,2.893600000000001
383.49200000000013,1.0,5.0,2.9022000000000014
386.4550000000002,1.0,5.0,3.0959200000000004
402.45400000000024,1.0,6.0,2.796100000000001
416.4810000000002,1.0,6.0,3.1862000000000013
430.5080000000002,1.0,6.0,3.5763000000000016
444.5350000000002,1.0,6.0,3.966400000000003
430.50800000000027,1.0,6.0,3.5747000000000018
456.5460000000004,1.0,6.0,4.108900000000002
440.54700000000037,1.0,5.0,4.445100000000003
390.4180000000002,1.0,5.0,2.9266000000000005
406.87300000000016,1.0,5.0,3.440900000000001
440.4250000000002,1.0,5.0,3.806300000000002
397.4380000000002,1.0,6.0,2.65918
400.4820000000002,1.0,5.0,3.4043400000000013
384.4390000000002,1.0,5.0,2.7138
400.4380000000002,1.0,6.0,2.5500999999999996
404.44500000000016,1.0,5.0,3.2350200000000013
422.4350000000002,1.0,5.0,3.3741200000000022
444.3880000000001,1.0,5.0,3.816600000000002
456.4240000000001,1.0,6.0,3.6861000000000015
387.4430000000002,1.0,6.0,2.49092
405.43300000000016,1.0,6.0,2.630020000000001
391.4060000000001,1.0,6.0,2.3216
266.30400000000003,1.0,4.0,1.1118999999999999
342.4020000000001,1.0,4.0,2.7789
372.4280000000001,1.0,5.0,2.7875000000000005
367.41200000000015,1.0,5.0,2.6505799999999997
360.3920000000001,1.0,4.0,2.918
378.3820000000001,1.0,4.0,3.057100000000001
378.3820000000001,1.0,4.0,3.057100000000001
378.3820000000001,1.0,4.0,3.057100000000001
344.3780000000001,1.0,6.0,1.5689
343.3900000000001,1.0,5.0,2.1739
361.3800000000001,1.0,5.0,2.3129999999999997
357.4170000000001,1.0,5.0,2.4823200000000005
358.4050000000001,1.0,6.0,1.8773199999999992
372.43200000000013,1.0,6.0,2.1312999999999995
386.4590000000001,1.0,6.0,2.6923000000000012
372.43200000000013,1.0,6.0,2.185739999999999
386.4590000000002,1.0,6.0,2.4397200000000003
400.4860000000002,1.0,6.0,2.6937000000000006
417.4880000000002,1.0,5.0,3.437800000000002
271.3639999999999,1.0,3.0,2.2489
341.4990000000002,1.0,3.0,4.1994000000000025
371.48100000000017,2.0,4.0,3.2641000000000018
347.462,1.0,3.0,3.819300000000003
383.442,1.0,3.0,4.097500000000004
341.4550000000001,1.0,4.0,2.7981000000000016
315.41700000000003,2.0,4.0,2.0015000000000005
328.289,0.0,2.0,4.324200000000003
250.253,1.0,3.0,2.854800000000001
250.253,1.0,3.0,2.854800000000001
292.334,2.0,3.0,4.440400000000004
234.254,0.0,2.0,3.1492000000000013
280.27900000000005,1.0,4.0,2.8634000000000013
376.40800000000013,0.0,5.0,4.879800000000004
294.306,0.0,4.0,3.166400000000002
334.3710000000001,1.0,4.0,4.6601000000000035
260.292,0.0,2.0,3.3054000000000014
414.37900000000013,0.0,4.0,5.890000000000004
250.25299999999996,1.0,3.0,2.854800000000001
290.31800000000004,0.0,3.0,3.314000000000002
262.308,2.0,2.0,4.431800000000003
266.252,2.0,4.0,2.5604000000000005
346.38200000000006,0.0,4.0,4.8712000000000035
320.34400000000005,0.0,4.0,3.3226000000000013
406.43400000000014,0.0,6.0,4.888400000000004
387.5450000000001,2.0,4.0,2.916400000000001
466.4410000000001,2.0,4.0,3.6789000000000023
445.6250000000001,2.0,5.0,3.705200000000003
459.6520000000001,2.0,5.0,3.8430000000000026
496.4670000000001,2.0,5.0,3.6875000000000018
403.5440000000001,3.0,5.0,2.6220000000000008
507.69600000000014,3.0,5.0,4.521220000000006
433.57000000000016,4.0,6.0,2.1143
447.5970000000002,4.0,6.0,2.1567999999999996
459.6520000000001,3.0,5.0,3.964600000000003
445.6250000000001,3.0,5.0,3.5745000000000027
431.5980000000001,3.0,5.0,3.1844000000000015
482.4400000000001,3.0,5.0,3.384500000000002
539.4920000000002,3.0,6.0,3.397100000000001
544.7140000000003,3.0,7.0,3.395300000000001
390.4740000000001,3.0,3.0,3.286100000000002
350.234,3.0,5.0,0.4300000000000002
440.35900000000015,3.0,5.0,2.2611
483.4280000000001,3.0,6.0,2.7795000000000014
496.4670000000001,3.0,5.0,3.558600000000002
498.43900000000014,3.0,6.0,3.048300000000002
509.24900000000025,3.0,5.0,3.5679000000000025
482.4400000000001,3.0,5.0,3.384500000000002
496.4670000000001,3.0,5.0,3.558600000000002
498.43900000000014,3.0,6.0,3.048300000000002
434.374,3.0,4.0,3.9863000000000026
480.42400000000026,3.0,5.0,3.1385000000000023
420.4610000000002,3.0,6.0,5.269700000000006
418.4450000000002,2.0,6.0,5.455100000000005
438.4760000000003,4.0,7.0,4.464500000000003
302.23800000000006,5.0,7.0,1.987999999999999
452.45900000000023,5.0,8.0,3.2145000000000024
436.4600000000002,3.0,7.0,4.129800000000004
420.4610000000002,3.0,6.0,5.269700000000006
286.23900000000003,4.0,6.0,2.2823999999999995
422.4770000000002,4.0,6.0,5.299800000000006
629.5980000000002,1.0,8.0,8.228000000000005
511.5670000000002,2.0,6.0,6.304540000000005
497.6390000000004,1.0,4.0,6.603480000000005
475.5740000000001,1.0,7.0,5.571080000000004
612.1540000000002,0.0,5.0,9.559479999999997
513.0260000000002,1.0,8.0,6.481520000000005
439.47900000000016,4.0,4.0,4.759920000000003
477.59300000000025,2.0,5.0,5.8548000000000044
680.2270000000002,0.0,6.0,6.347400000000003
466.52200000000016,1.0,6.0,5.926280000000005
478.6030000000001,2.0,8.0,4.159020000000003
648.8590000000004,2.0,12.0,5.673700000000006
578.7430000000005,2.0,10.0,6.0754000000000055
540.6700000000001,1.0,8.0,5.896580000000005
666.6599999999997,2.0,6.0,7.989360000000005
1651.8319999999997,24.0,24.0,-6.044799999999984
677.5740000000002,3.0,4.0,5.6318200000000065
578.7350000000002,4.0,6.0,3.027400000000002
652.8210000000001,2.0,8.0,5.414100000000005
701.6910000000001,2.0,7.0,6.1680000000000055
691.6740000000001,5.0,8.0,6.039300000000006
691.6740000000002,5.0,8.0,6.039300000000008
708.7770000000003,9.0,11.0,-0.6461999999999914
752.7860000000003,10.0,12.0,-0.9479999999999904
752.8450000000003,9.0,9.0,-0.10309999999999198
792.9100000000003,9.0,9.0,0.8212000000000074
752.8450000000003,9.0,9.0,-0.10309999999999198
792.9100000000003,9.0,9.0,0.8212000000000074
766.8720000000002,9.0,9.0,0.07100000000000772
806.9370000000002,9.0,9.0,0.995300000000007
792.91,9.0,9.0,0.6052000000000071
832.975,9.0,9.0,1.5295000000000063
806.9369999999999,9.0,9.0,0.995300000000007
847.002,9.0,9.0,1.919600000000006
561.173,2.0,4.0,9.360899999999999
560.7450000000003,2.0,4.0,9.399899999999999
492.7110000000004,2.0,4.0,8.015100000000007
144.177,1.0,2.0,1.817
223.07299999999998,1.0,2.0,2.5795000000000012
223.073,1.0,2.0,2.5795000000000003
223.073,1.0,2.0,2.5795000000000003
223.073,1.0,2.0,2.5795000000000003
401.5540000000002,1.0,3.0,5.516120000000004
387.52700000000016,2.0,3.0,5.173920000000003
401.5540000000002,2.0,3.0,5.421520000000004
415.58100000000024,2.0,3.0,5.667520000000004
415.58100000000024,2.0,3.0,5.667520000000004
415.58100000000024,2.0,3.0,5.667520000000004
429.60800000000035,2.0,3.0,6.057620000000005
443.6350000000003,2.0,3.0,6.303620000000006
443.6350000000004,2.0,3.0,6.447720000000007
403.57000000000016,2.0,3.0,5.523420000000004
409.5330000000001,2.0,3.0,5.287420000000004
410.5210000000001,2.0,4.0,4.682420000000002
416.55000000000007,2.0,5.0,4.743920000000003
411.50900000000007,2.0,5.0,4.077420000000002
417.5530000000002,2.0,4.0,4.5138200000000035
431.5800000000002,2.0,4.0,5.044820000000004
403.57000000000016,2.0,3.0,5.523420000000004
409.5330000000001,2.0,3.0,5.287420000000004
410.5210000000001,2.0,4.0,4.682420000000002
416.55000000000007,2.0,5.0,4.743920000000003
411.50900000000007,2.0,5.0,4.077420000000002
417.5530000000002,2.0,4.0,4.5138200000000035
431.5800000000002,2.0,4.0,5.044820000000004
404.5580000000002,2.0,4.0,4.918420000000005
404.5580000000002,2.0,4.0,4.918420000000005
424.9760000000002,2.0,4.0,5.263400000000004
424.9760000000002,2.0,4.0,5.263400000000004
420.55700000000024,2.0,5.0,4.618600000000004
420.55700000000024,2.0,5.0,4.618600000000004
415.5410000000002,2.0,5.0,4.4816800000000026
415.5410000000002,2.0,5.0,4.4816800000000026
431.5800000000002,2.0,4.0,5.417600000000005
431.5800000000002,2.0,4.0,5.417600000000005
347.38200000000006,1.0,7.0,0.9073999999999998
361.40900000000016,1.0,7.0,1.3902999999999996
379.3990000000001,1.0,7.0,1.5293999999999996
433.3690000000001,1.0,7.0,2.0718
393.4260000000001,1.0,7.0,2.0904
389.46300000000014,1.0,7.0,2.0263999999999993
403.4900000000002,1.0,7.0,2.4165
417.5170000000002,1.0,7.0,2.8066000000000004
389.46300000000014,1.0,7.0,2.1704999999999997
401.4740000000002,1.0,7.0,2.4855
443.55500000000035,1.0,7.0,3.3408000000000015
378.4110000000001,1.0,6.0,2.1343999999999994
396.4010000000001,1.0,6.0,2.273500000000001
396.4010000000001,1.0,6.0,2.084
410.4280000000001,1.0,6.0,2.834500000000001
406.46500000000015,1.0,6.0,2.7705
420.4920000000002,1.0,6.0,3.1606000000000014
434.51900000000023,1.0,6.0,3.5507000000000017
434.5190000000002,1.0,6.0,3.5507000000000017
406.46500000000015,1.0,6.0,2.914600000000001
418.4760000000002,1.0,6.0,3.2296000000000014
349.41900000000004,1.0,6.0,2.2353999999999994
363.4460000000001,1.0,6.0,2.54382
363.44600000000014,1.0,6.0,2.54382
377.4730000000001,1.0,6.0,2.7978000000000005
391.50000000000017,1.0,6.0,3.1062200000000004
383.86400000000003,1.0,6.0,2.8888000000000007
397.8910000000001,1.0,6.0,3.1972200000000006
405.4830000000002,1.0,7.0,2.8281
348.43100000000004,1.0,5.0,2.8404
366.42100000000005,1.0,5.0,2.9795000000000007
366.42100000000005,1.0,5.0,2.9795000000000007
384.41100000000006,1.0,5.0,3.1186000000000007
378.4570000000001,1.0,6.0,2.849000000000001
349.41900000000004,1.0,6.0,2.2353999999999994
422.4850000000002,1.0,6.0,3.5722000000000023
378.4110000000001,1.0,6.0,2.1343999999999994
378.4110000000001,1.0,6.0,2.1343999999999994
432.3810000000001,1.0,6.0,2.6768
422.4850000000002,1.0,6.0,3.5722000000000023
420.5120000000001,1.0,3.0,5.502400000000005
454.95700000000016,1.0,3.0,6.1558000000000055
450.5380000000001,1.0,4.0,5.5110000000000054
489.40200000000016,1.0,3.0,6.809200000000006
488.5090000000001,1.0,3.0,6.521200000000006
465.5090000000002,1.0,5.0,5.410600000000005
454.9570000000001,1.0,3.0,6.1558000000000055
438.5020000000001,1.0,3.0,5.641500000000004
434.53900000000016,1.0,3.0,5.810820000000005
434.53900000000016,1.0,3.0,5.4980000000000055
468.98400000000026,1.0,3.0,6.151400000000005
464.56500000000017,1.0,4.0,5.506600000000006
503.42900000000026,1.0,3.0,6.804800000000007
468.9840000000002,1.0,3.0,6.151400000000006
